,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
1729,212575205,13 11 56.503,-11 07 52.26,1,13.763,,,395-055236,13115649-1107523,,STAR,gri,rpm,-8.3,2.2,-0.4,2.2,,,14.438,0.01,13.864,0.04,,,14.118,0.03,13.775,0.03,13.61,0.16,,,12.871,0.027,12.612,0.025,12.587,0.03,6200,125,125,4.216,0.114,0.133,-0.391,0.25,0.4,1.261,0.256,0.18,0.992,0.162,0.135,0.466,0.231,0.179,921.8,171.2,144.4,0.04,0.019,0.012,AAA-222-111-000-0-0,,
1730,212575211,13 37 37.863,-11 07 51.31,1,15.549,,,395-056086,13373786-1107512,,STAR,gri,rpm,-27.9,3.3,-8.9,3.6,,,17.065,0.04,15.894,0.05,,,16.518,0.06,15.49,0.04,15.133,0.12,,,13.92,0.03,13.311,0.027,13.212,0.037,4522,108,108,4.679,0.064,0.04,-0.225,0.24,0.28,0.618,0.055,0.079,0.669,0.058,0.081,2.82,0.898,0.447,493.7,52.64,73.88,0.046,0.032,0.016,AAA-222-111-000-0-0,,
1731,212575212,13 30 24.716,-11 07 51.30,1,17.886,,,,13302471-1107513,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.361,0.132,15.782,0.182,14.794,0.143,3631,451,338,5.013,0.12,0.168,-0.168,0.25,0.35,0.253,0.15,0.081,0.249,0.21,0.105,14.32,13.28,7.803,507,455.5,209.8,0.04,0.022,0.012,BCB-222-111-000-0-0,,
1732,212575237,13 26 18.365,-11 07 49.43,1,14.242,,,395-055704,13261838-1107495,,STAR,gri,rpm,-2.7,3,-3.6,3.3,,,15.435,0.02,14.537,0.03,,,14.945,0.01,14.18,0.01,13.94,0.01,,,12.798,0.026,12.28,0.026,12.221,0.024,4983,78,97,2.867,0.84,0.525,-0.629,0.3,0.3,5.08,5.369,3.138,0.915,0.058,0.048,0.005,0.081,0.004,2686,2427,1548,0.061,0.022,0.022,AAA-222-111-000-0-0,,
1733,212575293,13 56 04.299,-11 07 44.25,1,14.15,,,395-056653,13560430-1107440,,STAR,gri,rpm,-39.4,3.2,-2.8,3.6,,,15.258,0.07,14.358,0.03,,,14.786,0.08,14.042,0.02,13.877,0.19,,,12.549,0.024,12.114,0.022,12.016,0.019,5164,102,61,4.587,0.025,0.035,-0.24,0.25,0.3,0.744,0.057,0.053,0.8,0.056,0.078,1.866,0.252,0.263,389.3,29,31.3,0.039,0.023,0.013,AAA-222-111-000-0-0,,
1734,212575296,13 17 16.051,-11 07 44.09,1,18.368,,,,13171605-1107440,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.806,0.192,,,15.202,0.2,,,,,,,,,,,,,,,,,,,,,,,,,CDC-222-111-000-0-0,71,
1735,212575304,13 43 39.192,-11 07 43.26,1,16.53,,,,13433919-1107432,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.425,0.036,13.856,0.026,13.611,0.045,3631,172,207,5.009,0.102,0.085,-0.084,0.16,0.24,0.265,0.077,0.08,0.272,0.102,0.102,13.24,9.453,4.789,203.7,78.77,74.81,0.033,0.018,0.01,AAA-222-111-000-0-0,,
1736,212575322,13 13 05.786,-11 07 42.25,1,15.114,,,395-055277,13130577-1107423,,STAR,gri,rpm,-3,9.9,-10.8,10.2,,,15.761,0.21,15.291,0.07,,,15.496,0.14,15.101,0.04,14.951,0.12,,,14.022,0.052,13.355,0.055,12.548,0.039,3577,35,43,5.065,0.066,0.055,-0.198,0.2,0.24,0.216,0.041,0.034,0.211,0.048,0.04,18.62,8.045,4.816,272.5,121.4,83.97,0.04,0.023,0.013,AAA-222-111-000-0-0,,
1737,212575343,13 54 57.942,-11 07 40.98,1,13.691,,,395-056614,13545793-1107410,,STAR,gri,rpm,-9.4,1.3,-10.1,1.5,,,13.972,0.25,13.743,0.2,,,13.698,0.22,13.689,0.16,13.7,0.14,,,13.013,0.027,12.873,0.024,12.855,0.033,6515,1380,237,4.193,0.1,1.02,-0.706,0.54,1.26,1.318,2.404,0.167,0.956,0.235,0.202,0.45,0.157,0.435,1077,2203,143.3,0.035,0.018,0.011,AAA-222-111-000-0-0,,
1738,212575361,13 30 42.656,-11 07 39.01,1,14.582,,,395-055851,13304265-1107390,,STAR,gri,rpm,-16.1,2.5,13.3,2.5,,,15.644,0.08,14.84,0.01,,,15.21,0.02,14.56,0.01,14.314,0.07,,,13.309,0.028,12.78,0.024,12.779,0.033,5207,81,102,4.582,0.035,0.994,-0.471,0.3,0.3,0.741,1.634,0.063,0.787,0.103,0.074,1.823,0.389,1.772,554,1260,66.13,0.04,0.034,0.013,AAA-222-111-000-0-0,,
1739,212575425,13 25 17.109,-11 07 32.91,1,12.536,,,395-055662,13251712-1107329,,STAR,gri,rpm,-9.3,2.7,10.6,6.5,,,13.13,0.042,12.895,0.031,,,13.066,0.05,12.489,0.02,12.309,0.05,,,11.159,0.03,10.686,0.022,10.613,0.023,5275,105,126,2.504,1.212,0.072,-0.97,0.6,0.25,8.605,0.966,6.241,0.889,0.026,0.026,0.001,0.076,2.92E-04,2239,140.3,1569,0.048,0.034,0.017,AAA-222-111-000-0-0,,
1740,212575459,13 50 38.013,-11 07 29.84,1,12.894,,,395-056463,13503800-1107298,,STAR,gri,rpm,8.7,2,-2.7,1.5,,,13.846,0.05,13.101,0.02,,,13.419,0.04,12.891,0.04,12.669,0.04,,,11.784,0.026,11.425,0.026,11.349,0.023,5602,225,225,3.928,0.55,0.88,-0.233,0.25,0.8,1.527,1.537,0.672,0.961,0.165,0.092,0.222,0.86,0.201,657.3,644.6,291.4,0.042,0.029,0.016,AAA-222-111-000-0-0,,
1741,212575521,13 53 18.424,-11 07 26.40,1,17.703,,,,13531842-1107264,,STAR,J,rpm,4,4,14,2,,,,,,,,,,,,,,,,,16.193,0.123,15.122,0.107,14.293,0.093,3664,298,213,4.989,0.09,0.126,-0.085,0.2,0.24,0.279,0.126,0.075,0.303,0.149,0.106,11.49,7.579,5.234,501.1,243.5,163.9,0.061,0.026,0.026,BAA-222-111-000-0-0,,0788-0261776
1742,212575525,13 52 40.554,-11 07 26.01,1,15.755,,,395-056528,13524056-1107259,,STAR,gri,rpm,-28,3.6,-10.3,3.1,,,18.03,0.145,16.635,0.085,,,17.317,0.06,15.911,0.02,15.085,0.07,,,13.563,0.029,12.879,0.032,12.684,0.035,3803,70,116,4.89,0.08,0.05,0.022,0.18,0.12,0.374,0.055,0.066,0.421,0.056,0.084,7.55,3.213,1.689,205.1,29.1,47.8,0.066,0.013,0.029,AAA-222-111-000-0-0,,
1743,212575538,13 55 44.648,-11 07 25.16,1,14.308,,,395-056643,13554464-1107251,,STAR,gri,rpm,-7.2,3.2,-24.5,3.6,,,15.411,0.06,14.521,0.03,,,14.916,0.05,14.211,0.06,14.047,0.15,,,12.833,0.024,12.368,0.022,12.347,0.027,5192,122,122,4.572,0.03,0.036,-0.153,0.2,0.28,0.774,0.06,0.056,0.828,0.057,0.068,1.726,0.256,0.223,456.2,42.18,38.61,0.039,0.022,0.012,AAA-222-111-000-0-0,,
1744,212575575,13 55 59.462,-11 07 23.11,1,12.979,,,395-056649,13555946-1107229,,STAR,gri,rpm,-38.3,3.1,0.2,1.8,,,13.816,0.07,13.117,0.03,,,13.402,0.06,12.915,0.05,12.797,0.19,,,11.67,0.026,11.291,0.022,11.252,0.023,5611,170,136,4.488,0.05,0.17,-0.27,0.25,0.4,0.896,0.253,0.105,0.887,0.083,0.083,1.221,0.298,0.587,337.4,117.3,39.45,0.039,0.02,0.013,AAA-222-111-000-0-0,,
1745,212575576,13 18 00.948,-11 07 23.06,1,12.62,,,395-055427,13180095-1107230,,STAR,gri,rpm,-9.6,4.6,10.5,2.4,,,13.817,0.01,12.924,0.02,,,13.359,0.04,12.646,0.04,12.303,0.06,,,11.219,0.029,10.71,0.023,10.598,0.023,4966,118,79,2.668,0.815,0.815,-0.768,0.45,0.9,6.241,9.079,3.699,0.899,0.159,0.071,0.002,0.035,0.002,1732,2291,986.2,0.063,0.03,0.03,AAA-222-111-000-0-0,,
1746,212575579,13 19 59.498,-11 07 22.97,1,13.714,,,395-055490,13195950-1107228,,STAR,gri,rpm,7.1,2.9,-19.5,3.4,,,14.903,0.01,13.981,0.02,,,14.442,0.02,13.672,0.05,13.402,0.07,,,12.341,0.024,11.96,0.024,11.824,0.019,5237,174,87,4.531,0.04,0.088,0.006,0.16,0.24,0.835,0.14,0.062,0.894,0.082,0.082,1.516,0.245,0.457,401,97.6,37.8,0.048,0.03,0.018,AAA-222-111-000-0-0,,
1747,212575619,13 52 15.612,-11 07 19.77,1,13.174,,,395-056520,13521561-1107197,,STAR,gri,rpm,11.3,1.7,-4,2,,,14.125,0.06,13.397,0.03,,,13.708,0.04,13.205,0.02,12.945,0.03,,,12.05,0.026,11.68,0.027,11.542,0.019,5419,193,128,3.496,0.78,0.936,-1.006,0.75,0.25,2.483,4.514,1.436,0.884,0.096,0.027,0.037,0.476,0.035,1098,1673,663.1,0.036,0.027,0.009,AAA-222-111-000-0-0,,
1748,212575690,13 43 43.165,-11 07 13.42,1,15.942,,,,13434316-1107134,,EXTENDED,J,,,,,,,,,,,,,,,,,,,,,,14.557,0.09,13.737,0.099,13.084,0.075,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-1-0,28.2,
1749,212575702,13 16 59.249,-11 07 12.44,1,11.015,,5547-183-1,395-055393,13165925-1107125,,STAR,gri,rpm,-7.2,1.6,7,1.7,,,11.543,0.083,11.05,0.086,,,11.339,0.03,10.999,0.02,10.876,0.07,,,10.107,0.024,9.856,0.026,9.829,0.023,6318,125,150,4.068,0.205,0.205,-0.046,0.12,0.24,1.596,0.701,0.366,1.274,0.22,0.157,0.241,0.257,0.14,335.6,149,77.48,0.037,0.02,0.011,AAA-222-111-000-0-0,,
1750,212575711,13 12 00.077,-11 07 11.67,1,13.262,,,395-055238,13120007-1107117,,STAR,gri,rpm,-14.1,1.8,-26.8,2.1,,,14.339,0.03,13.532,0.05,,,13.929,0.02,13.323,0.02,12.977,0.15,,,11.961,0.024,11.489,0.022,11.438,0.024,5291,125,125,3.59,0.972,0.216,-0.798,0.56,0.16,2.419,0.632,1.661,0.882,0.018,0.091,0.058,1.651,0.028,949.3,274.7,646.9,0.034,0.022,0.008,AAA-222-111-000-0-0,,
1751,212575733,13 36 45.795,-11 07 10.31,1,16.841,,,,13364579-1107103,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.39,0.09,14.683,0.095,14.075,0.082,3583,323,269,5.021,0.115,0.138,-0.072,0.16,0.28,0.259,0.12,0.082,0.246,0.165,0.103,13.12,11.88,6.237,304.4,199.6,120.6,0.037,0.021,0.013,AAA-222-111-000-0-0,,
1752,212575751,13 11 55.803,-11 07 08.67,1,13.386,,,395-055235,13115579-1107087,,STAR,gri,rpm,-44.6,1.8,-1,2.2,,,14.293,0.02,13.519,0.04,,,13.903,0.02,13.352,0.01,13.164,0.11,,,12.22,0.024,11.852,0.022,11.825,0.027,5572,91,68,4.495,0.078,0.065,-0.262,0.24,0.44,0.856,0.116,0.134,0.86,0.08,0.12,1.323,0.47,0.347,418.7,72.1,61.51,0.037,0.015,0.011,AAA-222-111-000-0-0,,
1753,212575763,13 11 32.886,-11 07 07.63,1,12.2,,,395-055223,13113289-1107076,,STAR,gri,rav,2.4,1.3,-5.8,1.3,,,12.689,0.01,12.189,0.03,,,12.417,0.03,12.128,0.03,12.029,0.05,,,11.27,0.026,11.08,0.026,11.028,0.021,6563,209,104,4.258,0.066,0.066,-0.095,0.1,0.1,1.363,0.143,0.129,1.273,0.087,0.062,0.477,0.135,0.089,504.5,57.66,51.74,0.061,0.023,0.028,AAA-222-111-000-0-0,,
1754,212575799,13 11 36.068,-11 07 04.05,1,15.277,,,395-055226,13113607-1107040,,STAR,gri,rpm,-13.6,2.5,7.4,2.7,,,15.779,0.25,15.318,0.16,,,15.465,0.26,15.214,0.24,15.083,0.19,,,14.543,0.029,14.226,0.043,14.251,0.08,5981,238,286,4.383,0.125,0.2,-0.792,0.35,0.35,0.961,0.275,0.158,0.831,0.062,0.062,0.915,0.535,0.477,1463,444.5,290.2,0.04,0.022,0.012,AAA-222-111-000-0-0,,
1755,212575817,13 55 26.290,-11 07 02.64,1,14.601,,,395-056631,13552628-1107026,,STAR,gri,rpm,-5.2,2.5,-9.3,3,,,15.792,0.05,14.782,0.05,,,15.269,0.06,14.495,0.05,14.315,0.21,,,13.079,0.028,12.617,0.023,12.542,0.026,5122,123,123,4.536,0.045,1.215,-0.257,0.3,0.54,0.842,2.594,0.094,0.879,0.06,0.084,1.469,0.338,1.446,561.5,1587,88.4,0.065,0.026,0.031,AAA-222-111-000-0-0,,
1756,212575818,13 30 46.066,-11 07 02.51,1,18.071,,,,13304606-1107025,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.53,0.121,,,15.258,0.201,,,,,,,,,,,,,,,,,,,,,,,,,BUC-262-102-00c-0-0,13,
1757,212575828,13 40 38.328,-11 07 01.53,1,15.508,,,395-056170,13403833-1107016,,STAR,gri,rpm,-4,4,-29.4,3.5,,,16.782,0.17,15.79,0.04,,,16.294,0.05,15.427,0.03,15.171,0.14,,,13.958,0.03,13.441,0.033,13.392,0.032,4855,78,117,4.632,0.048,0.04,-0.267,0.25,0.35,0.676,0.06,0.066,0.725,0.063,0.088,2.278,0.563,0.383,602.5,70.41,74.84,0.045,0.021,0.015,AAA-222-111-000-0-0,,
1758,212575856,13 52 59.213,-11 06 59.37,1,14.364,,,395-056541,13525921-1106592,,STAR,gri,rpm,-32.3,2.6,-11.1,3,,,15.447,0.05,14.652,0.06,,,14.996,0.04,14.414,0.02,14.094,0.05,,,13.072,0.024,12.69,0.027,12.566,0.03,5420,128,85,4.579,0.055,0.066,-0.576,0.28,0.42,0.719,0.102,0.075,0.747,0.086,0.072,1.851,0.479,0.447,497.3,70.54,52.04,0.048,0.026,0.011,AAA-222-111-000-0-0,,
1759,212575917,13 46 42.502,-11 06 55.10,1,11.034,,5549-205-1,395-056338,13464250-1106551,,STAR,gri,rpm,-99.4,2.1,23.6,2.2,,,11.797,0.127,11.241,0.115,,,11.394,0.03,11.022,0.04,10.88,0.06,,,9.989,0.024,9.708,0.026,9.646,0.025,6112,146,121,4.248,0.168,0.12,-0.735,0.3,0.36,1.146,0.167,0.249,0.868,0.064,0.064,0.532,0.464,0.172,220,33.29,50.08,0.044,0.024,0.017,AAA-222-111-000-0-0,,
1760,212575922,13 43 55.946,-11 06 54.85,1,17.84,,,,13435594-1106548,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.147,0.067,14.386,0.087,14.025,0.083,3900,344,344,4.866,0.156,0.13,-0.134,0.2,0.28,0.374,0.16,0.142,0.443,0.149,0.208,6.428,8.434,2.896,457.1,228.4,197.9,0.039,0.023,0.013,AAA-222-111-000-0-0,,
1761,212575929,13 13 06.812,-11 06 54.42,1,14.814,,,,13130681-1106544,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,12.592,0.033,12.017,0.03,11.743,0.029,3534,175,175,5.032,0.084,0.07,-0.028,0.15,0.21,0.242,0.063,0.059,0.225,0.096,0.072,15.77,9.805,5.23,72,27.62,19.96,0.019,0.01,0.006,AAA-222-111-000-0-0,,
1762,212575959,13 19 45.674,-11 06 52.44,1,12.439,,,395-055483,13194567-1106523,,STAR,gri,rpm,-19,1.7,9.5,2.2,,,13.442,0.03,12.655,0.01,,,13.019,0.05,12.408,0.04,12.19,0.05,,,11.179,0.027,10.818,0.029,10.691,0.021,5509,166,166,4.445,0.075,0.66,-0.067,0.12,0.42,0.946,1.171,0.109,0.962,0.163,0.074,1.077,0.376,0.973,295.8,345.4,44.04,0.046,0.021,0.013,AAA-222-111-000-0-0,,
1763,212575965,13 29 17.589,-11 06 52.00,1,16.805,,,,13291759-1106519,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.357,0.075,14.683,0.098,14.268,0.089,3803,438,312,4.935,0.144,0.168,-0.152,0.2,0.32,0.308,0.158,0.105,0.337,0.188,0.156,9.475,9.649,5.396,405.1,290.8,169.3,0.038,0.022,0.012,AAA-222-111-000-0-0,,
1764,212576016,13 42 05.577,-11 06 47.88,1,16.168,,,,13420557-1106478,,EXTENDED,J,,,,,,,,,,,,,,,,,,,,,,14.766,0.096,14.207,0.111,13.495,0.082,,,,,,,,,,,,,,,,,,,,,,,,,ABA-222-111-000-1-0,7.2,
1765,212576034,13 28 35.654,-11 06 46.55,1,9.589,,5548-704-1,395-055785,13283565-1106465,,STAR,gri,rpm,8.7,1.9,-6.9,1.9,,,10.967,0.078,9.911,0.039,,,10.699,0.12,9.658,0.12,9.114,0.05,,,7.899,0.019,7.419,0.053,7.236,0.023,4666,139,111,2.448,0.242,0.132,-0.049,0.15,0.27,11.165,1.391,1.693,1.339,0.4,0.286,9.21E-04,9.59E-04,2.76E-04,582.4,71.66,53.68,0.045,0.025,0.014,AAA-111-111-000-0-0,,
1766,212576060,13 26 32.761,-11 06 44.06,1,13.471,,,395-055710,13263278-1106441,,STAR,gri,rpm,-34.8,6.2,-8,2.4,,,14.354,0.03,13.693,0.02,,,13.953,0.02,13.479,0.03,13.264,0.06,,,12.318,0.026,11.934,0.026,11.884,0.023,5714,133,167,4.49,0.075,0.09,-0.575,0.35,0.35,0.841,0.174,0.122,0.83,0.121,0.101,1.303,0.475,0.406,436.3,108.7,64.09,0.037,0.017,0.012,AAA-222-111-000-0-0,,
1767,212576065,13 25 33.406,-11 06 43.76,1,11.313,,,395-055676,13253341-1106437,,STAR,gri,rpm,-10.2,1.4,19.1,2.2,,,11.813,0.03,11.352,0.01,,,11.512,0.02,11.246,0.01,11.165,0.03,,,10.376,0.027,10.104,0.022,10.037,0.021,6428,128,128,4.172,0.114,0.171,-0.252,0.25,0.45,1.397,0.359,0.211,1.192,0.151,0.242,0.381,0.176,0.174,338.5,95.37,55,0.034,0.013,0.009,AAA-222-111-000-0-0,,
1768,212576077,13 28 07.002,-11 06 42.83,1,16.605,,,,13280700-1106428,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.483,0.036,13.904,0.036,13.664,0.049,3710,247,247,4.982,0.1,0.12,-0.08,0.16,0.28,0.283,0.117,0.083,0.305,0.143,0.119,11.71,10.4,4.815,233.7,107.2,85.17,0.034,0.02,0.011,AAA-222-111-000-0-0,,
1769,212576083,13 16 56.360,-11 06 42.49,1,15.313,,,,13165635-1106424,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.181,0.026,12.689,0.03,12.359,0.024,3418,132,186,5.083,0.072,0.06,0.034,0.15,0.18,0.201,0.049,0.04,0.178,0.06,0.038,22.21,8.097,6.915,76.85,24.93,18.82,0.019,0.01,0.006,AAA-222-111-000-0-0,,
1770,212576093,13 26 29.484,-11 06 41.81,1,11.701,,,395-055708,13262950-1106418,,STAR,gri,rav,-18.1,1.2,-6.1,1.4,,,12.927,0.03,11.983,0.02,,,12.406,0.02,11.679,0.02,11.399,0.03,,,10.262,0.024,9.672,0.024,9.572,0.019,4937,79,79,3.367,0.13,0.13,-0.235,0.12,0.15,3.532,0.718,0.505,1.142,0.147,0.122,0.024,0.014,0.01,603.5,114.7,81.49,0.041,0.022,0.012,AAA-222-111-000-0-0,,
1771,212576120,13 55 20.911,-11 06 40.44,1,15.527,,,395-056627,13552090-1106405,,STAR,gri,rpm,-18,2.9,-0.8,3.1,,,17.643,0.04,16.369,0.02,,,17.063,0.01,15.64,0.05,14.869,0.01,,,13.093,0.021,12.408,0.026,12.241,0.025,3840,107,61,4.872,0.066,0.055,0.036,0.1,0.08,0.404,0.057,0.059,0.452,0.069,0.069,6.502,2.432,1.513,181.4,24.21,31.07,0.057,0.016,0.019,AAA-222-111-000-0-0,,
1772,212576138,13 46 52.291,-11 06 39.03,1,17.168,,,,13465229-1106390,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.695,0.102,15.072,0.138,14.646,0.15,3908,761,380,4.902,0.155,0.217,-0.205,0.25,0.45,0.362,0.224,0.138,0.401,0.233,0.194,7.269,9.577,4.618,573.6,639.2,266.3,0.055,0.029,0.025,ABB-222-111-000-0-0,,
1773,212576193,13 47 14.517,-11 06 35.56,1,14.827,,,395-056352,13471452-1106355,,STAR,gri,rpm,-28.4,3.3,-16.2,4,,,15.933,0.07,15.053,0.04,,,15.447,0.05,14.818,0.05,14.562,0.1,,,13.429,0.024,12.962,0.029,12.958,0.035,5222,156,124,4.597,0.045,0.063,-0.503,0.36,0.3,0.715,0.09,0.067,0.742,0.082,0.068,1.931,0.511,0.404,559.1,79.3,58.51,0.042,0.033,0.011,AAA-222-111-000-0-0,,
1774,212576216,13 49 22.280,-11 06 33.89,1,13.598,,,395-056418,13492228-1106339,,STAR,gri,rpm,-11.2,4.8,-14.2,3.4,,,14.408,0.05,13.777,0.03,,,14.036,0.04,13.594,0.03,13.41,0.02,,,12.533,0.024,12.232,0.025,12.121,0.027,5890,119,119,4.339,0.11,0.286,-0.282,0.25,0.35,1.101,0.408,0.208,0.947,0.11,0.092,0.698,0.45,0.44,634.5,271.7,114,0.043,0.029,0.013,AAA-222-111-000-0-0,,
1775,212576225,13 13 30.190,-11 06 33.11,1,12.124,,,395-055295,13133019-1106331,,STAR,gri,rpm,-23.8,2.5,10.6,1.5,,,12.92,0.01,12.297,0.02,,,12.556,0.03,12.109,0.04,11.939,0.02,,,10.978,0.024,10.645,0.021,10.579,0.019,5874,142,142,4.234,0.205,0.369,-0.227,0.25,0.4,1.253,0.619,0.278,0.981,0.124,0.103,0.45,0.458,0.304,355.6,174.7,88.32,0.04,0.024,0.015,AAA-222-111-000-0-0,,
1776,212576228,13 38 12.971,-11 06 32.56,1,11.257,,5549-310-1,395-056107,13381294-1106326,,STAR,gri,plx,5.3,2.5,-111.7,2.7,,,13.569,0.634,11.489,0.177,,,12.317,0.03,11.217,0.02,10.803,0.09,,,9.616,0.028,9.021,0.023,8.9,0.021,4469,53,53,4.665,0.02,0.02,0.113,0.12,0.12,0.651,0.015,0.015,0.718,0.018,0.015,2.578,0.155,0.155,73.58,2.286,2.286,0.018,0.01,0.005,AAA-222-111-000-0-0,,
1777,212576257,13 29 00.828,-11 06 30.24,1,12.855,,,395-055804,13290083-1106301,,STAR,gri,rpm,-0.5,1.6,-14.8,1.8,,,13.513,0.02,12.999,0.02,,,13.181,0.02,12.867,0.02,12.716,0.07,,,11.901,0.024,11.615,0.023,11.573,0.023,6237,74,99,4.14,0.17,0.306,-0.73,0.45,0.81,1.355,0.374,0.293,0.876,0.215,0.043,0.373,0.33,0.238,639.8,149.2,162.7,0.036,0.025,0.006,AAA-222-111-000-0-0,,
1778,212576309,13 27 04.702,-11 06 26.24,1,18.033,,,,13270470-1106262,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.683,0.096,15.035,0.11,14.793,0.15,3996,658,411,4.84,0.186,0.186,-0.205,0.25,0.45,0.395,0.195,0.151,0.449,0.199,0.199,5.688,7.343,3.205,587.1,486.2,265.9,0.053,0.031,0.022,ABB-222-111-000-0-0,,
1779,212576349,13 44 22.247,-11 06 23.65,1,17.255,,,,13442224-1106236,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.776,0.092,14.948,0.068,14.544,0.096,3812,337,337,4.924,0.135,0.162,-0.168,0.25,0.3,0.338,0.132,0.125,0.381,0.163,0.196,7.836,9.15,3.724,537.8,297.1,247.3,0.04,0.025,0.014,AAA-222-111-000-0-0,,
1780,212576376,13 52 42.733,-11 06 22.02,1,13.639,,,395-056531,13524273-1106219,,STAR,gri,col,,,,,,,15.208,0.04,14.071,0.02,,,14.656,0.03,13.647,0.01,13.204,0.04,,,12.498,0.025,11.89,0.028,11.746,0.026,4455,87,87,4.701,0.147,2.331,-0.568,0.45,0.72,0.558,0.186,0.139,0.619,0.144,0.144,2.983,2.983,2.983,236.6,4210,71.41,0.032,0.02,0.009,AAA-222-111-000-0-0,,
1781,212576382,13 31 03.713,-11 06 21.37,1,13.951,,,395-055860,13310371-1106213,,STAR,gri,rpm,-11.5,2.2,-5.6,2.6,,,15.164,0.04,14.245,0.02,,,14.672,0.01,13.933,0.01,13.642,0.07,,,12.638,0.028,12.102,0.023,12.033,0.028,5023,79,99,3.344,1.057,0.755,-0.65,0.42,0.35,3.138,4.167,2.452,0.899,0.078,0.091,0.025,1.578,0.023,1618,2080,1253,0.062,0.025,0.025,AAA-222-111-000-0-0,,
1782,212576383,13 11 17.410,-11 06 21.24,1,9.066,,5540-691-1,395-055214,13111740-1106211,,STAR,BV,rpm,-35.6,1.3,-6.5,1.3,,,9.614,0.029,9.13,0.025,,,,,,,,,,,8.223,0.021,8.007,0.046,7.939,0.031,6373,321,321,4.09,0.186,0.248,0.042,0.1,0.16,1.653,0.736,0.34,1.369,0.212,0.212,0.252,0.207,0.155,151.2,62.97,38.08,0.037,0.021,0.013,AAA-111-111-000-0-0,,
1783,212576391,13 53 48.611,-11 06 20.93,1,17.852,,,,13534861-1106209,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.33,0.111,15.913,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,BCD-222-111-000-0-0,30.4,
1784,212576433,13 52 42.323,-11 06 18.20,1,14.408,,,395-056530,13524232-1106181,,STAR,JHK,rpm,-35.1,2.5,-2.2,2.9,,,,,,,,,,,,,,,,,12.731,0.027,12.18,0.03,12.052,0.03,4756,143,172,4.633,0.048,0.03,-0.124,0.15,0.21,0.684,0.041,0.069,0.74,0.046,0.064,2.251,0.518,0.245,343.7,27.13,39.34,0.039,0.023,0.013,AAA-222-111-000-0-0,,
1785,212576465,13 26 39.602,-11 06 16.13,1,10.818,,,395-055713,13263963-1106161,,STAR,gri,rpm,9.5,1.2,-3.6,1.8,,,11.492,0.02,10.937,0.02,,,11.176,0.04,10.779,0.01,10.665,0.04,,,9.818,0.024,9.537,0.026,9.485,0.021,6105,124,124,4.012,0.282,0.235,-0.057,0.15,0.24,1.628,0.693,0.486,1.22,0.259,0.194,0.241,0.35,0.143,293.9,123.1,86.78,0.037,0.02,0.01,AAA-222-111-000-0-0,,
1786,212576478,13 43 10.455,-11 06 14.98,1,14.998,,,395-056235,13431045-1106150,,STAR,gri,rpm,22.6,3.1,-19.4,3.6,,,16.227,0.11,15.367,0.04,,,15.841,0.06,14.94,0.04,14.637,0.17,,,13.398,0.024,12.84,0.023,12.744,0.027,4789,96,115,4.621,0.054,0.03,-0.125,0.2,0.36,0.696,0.043,0.078,0.748,0.047,0.084,2.189,0.618,0.282,469.3,41.73,59.8,0.069,0.02,0.034,AAA-222-111-000-0-0,,
1787,212576493,13 37 34.230,-11 06 14.04,1,14.162,,,395-056082,13373424-1106139,,STAR,JHK,rpm,-48.8,3.3,-70.9,3.9,,,,,,,,,,,,,,,,,11.639,0.024,10.91,0.023,10.671,0.025,4068,146,122,4.783,0.049,0.035,0.04,0.15,0.18,0.502,0.04,0.057,0.558,0.047,0.057,4.451,1.038,0.732,127,24.78,14.23,0.03,0.014,0.007,AAA-222-111-000-0-0,,
