EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,2MASS Flag,Nearest Neighbor,Nomad ID
251814063,23 07 28.557,-00 18 44.65,0,21.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814064,23 08 58.323,-00 35 00.14,0,21.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814065,23 12 31.919,-00 17 10.45,0,21.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814066,23 21 13.440,+00 45 09.40,0,21.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814067,23 30 13.923,-00 50 45.07,0,21.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814068,23 17 28.323,-00 26 06.49,0,21.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814069,23 11 54.478,+00 20 41.94,0,21.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814070,23 10 10.320,-00 06 00.54,0,21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814071,23 29 22.800,+00 06 22.21,0,21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814072,23 28 58.323,-00 37 14.86,0,21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814073,23 26 10.320,-01 04 27.88,0,21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814074,23 27 12.480,-00 34 30.23,0,21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814075,23 19 16.560,+00 18 00.34,0,21.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814076,23 19 14.399,+00 26 38.16,0,21.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814077,23 33 19.680,-01 08 19.72,0,21.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814078,23 27 55.437,-00 17 12.97,0,21.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814079,23 22 42.480,+00 42 44.83,0,21.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814080,23 17 12.239,-00 12 44.39,0,21.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814081,23 09 03.604,-00 32 02.21,0,21.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814082,23 17 19.438,-00 11 54.87,0,21.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814083,23 11 17.520,-00 37 52.88,0,21.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814084,23 13 17.761,-00 17 23.00,0,21.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814085,23 12 30.000,+00 15 21.43,0,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814086,23 05 03.120,-00 59 34.36,0,21.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814087,23 27 13.923,-00 07 39.34,0,21.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814088,23 07 49.680,-00 02 24.74,0,21.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814089,23 21 55.437,+00 16 06.84,0,21.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814090,23 13 10.803,-01 14 32.24,0,21.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814091,23 28 59.517,-00 29 44.07,0,21.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814092,23 30 39.836,-00 18 37.09,0,21.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814093,23 16 22.800,-00 13 36.47,0,21.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814094,23 16 19.438,-00 30 15.04,0,21.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814095,23 29 54.478,-00 28 16.13,0,21.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814096,23 09 23.276,-00 05 39.83,0,21.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814097,23 18 04.321,+01 13 16.90,0,21.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814098,23 17 04.563,-00 19 03.54,0,21.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814099,23 05 23.760,-01 03 22.82,0,21.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814100,23 12 27.363,+00 07 45.06,0,21.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814101,23 15 25.437,-00 18 43.25,0,21.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814102,23 21 14.883,+00 14 39.66,0,21.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814103,23 20 14.158,+00 24 59.20,0,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814104,23 17 06.724,-00 03 46.40,0,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814105,23 23 51.357,-01 13 42.60,0,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814106,23 25 54.001,-00 40 05.03,0,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814107,23 15 56.396,+00 13 36.81,0,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814108,23 13 52.083,-00 09 09.80,0,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814109,23 14 40.320,-00 08 10.10,0,21.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814110,23 12 25.203,-00 18 32.13,0,21.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814111,23 12 03.120,-00 23 05.90,0,21.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814112,23 10 28.081,+00 19 58.22,0,21.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814113,23 15 14.883,-00 53 18.86,0,21.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814114,23 10 02.637,+00 22 13.51,0,21.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814115,23 25 21.841,-00 23 39.11,0,21.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814116,23 04 26.162,-01 14 50.32,0,21.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814117,23 25 21.123,+01 09 54.97,0,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814118,23 03 20.640,-00 54 47.16,0,21.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814119,23 13 01.677,-00 57 21.54,0,21.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814120,23 12 57.598,+00 22 53.00,0,21.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814121,23 17 14.883,-00 13 27.30,0,21.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814122,23 11 40.562,-00 30 46.72,0,21.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814123,23 30 32.637,-00 38 11.94,0,21.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814124,23 09 56.396,+00 03 47.85,0,21.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814125,23 12 36.482,-00 42 03.90,0,21.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814126,23 29 40.320,-00 17 51.71,0,21.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814127,23 10 40.562,+00 28 28.15,0,21.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814128,23 16 56.396,-00 22 40.94,0,21.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814129,23 32 11.038,-00 47 16.31,0,21.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814130,23 17 44.883,-00 18 05.44,0,21.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814131,23 28 29.282,-01 00 16.20,0,21.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814132,23 17 18.479,+01 02 46.72,0,21.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814133,23 04 53.518,-01 09 24.44,0,21.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814134,23 13 05.281,-00 34 14.28,0,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814135,23 23 32.402,+00 41 40.02,0,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814136,23 33 11.997,-01 07 08.26,0,21.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814137,23 04 01.443,-01 14 39.66,0,21.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814138,23 26 56.162,-00 53 47.26,0,21.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814139,23 08 51.123,-00 35 52.80,0,21.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814140,23 19 08.159,+00 52 37.68,0,21.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814141,23 27 26.638,-00 54 41.34,0,21.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814142,23 26 28.557,-00 33 26.34,0,21.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814143,23 19 24.001,+00 21 36.76,0,21.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814144,23 10 25.437,-00 35 00.80,0,21.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814145,23 11 44.641,+00 20 53.33,0,21.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814146,23 04 38.401,-00 39 45.01,0,21.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814147,23 27 05.757,-00 26 39.91,0,21.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814148,23 06 20.164,-01 14 03.12,0,21.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814149,23 27 29.041,-00 43 33.42,0,21.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814150,23 14 09.602,+00 45 40.76,0,21.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814151,23 10 44.399,+00 22 22.24,0,21.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814152,23 30 10.078,-00 40 49.56,0,21.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814153,23 20 55.203,+00 32 30.82,0,21.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814154,23 13 08.877,-00 53 02.42,0,21.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814155,23 19 28.081,+00 46 40.52,0,21.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814156,23 10 03.362,-00 58 10.98,0,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814157,23 13 04.321,-01 13 54.80,0,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814158,23 13 53.042,-00 07 42.34,0,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814159,23 30 32.161,-00 47 28.90,0,21.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814160,23 20 45.601,+01 13 59.27,0,21.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814161,23 23 08.643,-00 47 58.30,0,21.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814162,23 21 32.402,+00 15 21.19,0,21.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814163,23 03 54.719,-01 11 02.44,0,21.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814164,23 09 31.201,-00 30 31.04,0,21.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814165,23 20 04.563,-00 01 30.99,0,21.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814166,23 10 44.158,-00 35 19.81,0,21.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814167,23 11 45.117,-01 12 53.46,0,21.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814168,23 30 23.276,+00 10 05.17,0,21.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814169,23 03 32.402,-01 05 44.88,0,21.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814170,23 25 57.363,-01 05 35.05,0,21.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814171,23 07 11.521,-00 17 11.32,0,21.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814172,23 17 47.278,+00 57 45.13,0,21.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814173,23 29 46.560,-00 42 49.86,0,21.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814174,23 16 24.243,-00 13 35.94,0,21.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814175,23 25 50.164,-00 50 46.91,0,21.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814176,23 24 31.201,-00 53 42.58,0,21.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814177,23 14 59.758,-00 13 09.04,0,21.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814178,23 13 55.203,-00 34 08.35,0,21.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814179,23 29 16.560,-00 05 30.06,0,21.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814180,23 15 43.198,+00 24 46.25,0,21.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814181,23 09 40.078,-00 39 12.07,0,21.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814182,23 24 21.123,-00 55 39.04,0,21.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814183,23 28 23.760,-00 43 50.81,0,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814184,23 14 22.559,-00 50 15.95,0,21.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814185,23 15 54.001,-00 18 05.39,0,21.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814186,23 21 43.440,+00 53 43.08,0,21.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814187,23 11 04.321,-01 12 09.22,0,21.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814188,23 23 19.680,-01 07 11.64,0,21.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814189,23 14 22.317,+00 03 15.65,0,21.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814190,23 05 00.483,-01 01 41.41,0,21.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814191,23 23 21.599,-00 52 23.60,0,21.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814192,23 09 56.880,-00 40 58.53,0,21.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814193,23 12 16.802,-00 18 38.02,0,21.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814194,23 16 26.638,-00 04 17.83,0,21.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814195,23 09 41.763,-00 43 33.26,0,21.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814196,23 03 54.478,-00 51 44.81,0,21.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814197,23 13 27.363,-00 31 59.04,0,21.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814198,23 12 31.443,+00 30 13.20,0,21.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814199,23 14 09.836,-00 43 31.08,0,21.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814200,23 13 53.276,+00 17 21.53,0,21.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814201,23 27 50.640,-00 10 26.90,0,21.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814202,23 09 46.318,-00 59 11.25,0,21.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814203,23 31 33.362,-00 18 13.63,0,21.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814204,23 24 24.243,-00 38 51.31,0,21.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814205,23 11 21.599,+00 28 32.54,0,21.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814206,23 29 08.159,-00 07 46.55,0,21.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814207,23 11 14.883,-01 13 48.43,0,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814208,23 14 29.758,-00 22 55.80,0,21.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814209,23 15 21.357,+00 00 52.11,0,21.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814210,23 26 24.961,+01 11 05.75,0,21.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814211,23 08 18.237,-00 07 42.17,0,21.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814212,23 15 41.521,-00 31 37.19,0,21.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814213,23 27 32.402,-00 24 01.44,0,21.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814214,23 09 01.919,-00 11 13.15,0,21.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814215,23 14 04.563,-01 00 47.56,0,21.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814216,23 15 58.799,-00 15 35.64,0,21.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814217,23 16 29.517,-00 00 47.24,0,21.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814218,23 33 37.683,-01 11 44.05,0,21.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814219,23 10 05.757,-00 41 03.44,0,21.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814220,23 10 11.997,+00 02 44.04,0,21.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814221,23 28 11.038,-00 31 08.37,0,21.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814222,23 30 52.559,-00 35 10.61,0,21.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814223,23 26 30.483,+01 12 22.97,0,21.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814224,23 09 41.521,-00 36 58.94,0,21.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814225,23 26 22.800,-00 40 46.64,0,21.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814226,23 08 46.318,-00 27 57.10,0,21.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814227,23 15 48.479,+00 07 23.79,0,21.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814228,23 24 25.203,-00 57 21.28,0,21.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814229,23 15 00.959,-00 26 33.81,0,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814230,23 09 58.323,-00 46 43.04,0,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814231,23 01 27.598,-01 13 02.06,0,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814232,23 12 35.757,-00 51 39.29,0,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814233,23 29 03.838,+00 16 37.47,0,21.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814234,23 23 49.922,-00 48 04.67,0,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814235,23 26 41.038,-00 25 12.07,0,21.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814236,23 22 37.917,+00 26 39.40,0,21.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814237,23 28 12.480,-00 10 27.84,0,21.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814238,23 07 04.563,-00 15 29.13,0,21.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814239,23 27 53.518,-00 08 32.10,0,21.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814240,23 23 26.162,-01 00 33.12,0,21.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814241,23 09 19.680,+00 08 27.57,0,21.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814242,23 27 45.117,-01 03 37.69,0,21.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814243,23 02 52.083,-01 12 46.76,0,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814244,23 02 24.001,-01 06 12.02,0,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814245,23 30 29.758,+00 05 29.76,0,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814246,23 14 37.917,+00 07 33.59,0,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814247,23 23 01.443,+01 10 25.61,0,21.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814248,23 08 50.881,-00 04 24.40,0,21.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814249,23 13 14.399,-00 50 59.88,0,21.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814250,23 07 23.760,-00 13 19.50,0,21.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814251,23 29 06.724,+00 15 48.30,0,21.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814252,23 28 06.482,-00 27 52.42,0,21.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814253,23 14 52.317,+00 42 37.14,0,21.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814254,23 14 56.162,-00 05 09.36,0,21.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814255,23 24 19.197,-00 35 18.00,0,21.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814256,23 24 33.838,-01 12 07.45,0,21.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814257,23 18 12.480,+00 55 21.22,0,21.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814258,23 11 40.078,-00 04 57.91,0,21.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814259,23 31 25.437,-01 05 55.75,0,21.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814260,23 12 15.842,+00 21 13.58,0,21.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814261,23 14 46.318,-00 22 06.95,0,21.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814262,23 19 25.437,+00 58 01.42,0,21.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814263,23 22 29.041,+00 44 33.80,0,21.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814264,23 18 12.957,+01 13 31.62,0,21.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814265,23 22 24.001,+01 03 24.16,0,21.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814266,23 23 49.438,+00 51 59.13,0,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814267,23 13 13.682,-00 18 08.56,0,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814268,23 25 55.920,-01 01 37.67,0,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814269,23 20 55.203,+00 21 39.81,0,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814270,23 32 23.276,-00 53 37.66,0,21.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814271,23 23 01.919,+01 09 18.97,0,21.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814272,23 21 15.601,+00 42 17.35,0,21.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814273,23 09 59.282,-00 48 26.86,0,21.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814274,23 24 17.761,-00 43 47.91,0,21.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814275,23 15 18.962,-00 56 39.31,0,21.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814276,23 19 02.161,+00 48 36.71,0,21.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814277,23 25 29.517,-01 01 53.44,0,21.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814278,23 20 07.917,+00 34 25.76,0,21.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814279,23 15 05.757,-00 31 13.10,0,21.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251814280,23 12 27.598,-00 18 29.89,0,21.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
