EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,2MASS Flag,Nearest Neighbor,Nomad ID
251750629,23 01 38.738,+01 52 08.01,0,16.155,,,460-129117,23013874+0152080,7712-301-2-0232-0119,STAR,JHK,4.3,4,2.3,5,,,,,,,,,,,,,,,,,14.802,0.036,14.353,0.046,14.278,0.06,AAA-222-111-000-0-0,50.1,
251750664,23 01 26.005,+01 52 14.94,0,15.711,,,460-129110,23012600+0152150,7712-301-2-0232-0298,STAR,gri,-6.6,4,-22.9,4.1,,,17.204,0.104,16.019,0.065,,,16.738,0.01,15.598,0.04,15.271,0.101,,,14.06,0.03,13.498,0.03,13.336,0.029,AAA-222-111-000-0-0,48.4,
251750668,22 56 23.783,+01 52 15.91,0,11.907,,569-1319-1,460-128958,22562377+0152158,,STAR,gri,-4.3,2.8,-24.9,2.9,,,12.979,0.338,12.49,0.263,,,12.517,0.01,11.822,0.01,11.646,0.06,,,10.744,0.026,10.412,0.022,10.303,0.021,AAA-222-111-000-0-0,37,
251750680,22 56 59.976,+01 52 18.81,0,17.928,,,,22565997+0152188,7712-301-2-0224-0164,EXTENDED,gri,2,3,-1,3,,,,,,,20.406,0.104,18.82,0.011,18.011,0.008,17.546,0.008,17.178,0.018,16.187,0.107,15.61,0.18,15.25,0.166,ACC-222-111-000-0-0,11.9,
251750702,23 01 15.815,+01 52 23.87,0,16.071,,,,23011581+0152238,7712-301-2-0231-0226,EXTENDED,gri,-7,2,4,2,,,,,,,18.964,0.046,17.108,0.005,16.086,0.004,15.626,0.004,15.209,0.006,14.958,0.071,14.181,0.076,13.778,0.075,AAA-222-111-000-0-0,67.8,
251750716,23 02 02.091,+01 52 26.64,0,15.099,,,460-129131,23020208+0152266,7712-301-2-0233-0005,STAR,gri,-8.5,3.9,-4.3,4.7,,,,,15.25,0.049,,,16.018,0.051,14.8,0.053,14.705,0.2,,,13.603,0.03,13.042,0.029,12.994,0.037,AAA-222-111-000-0-0,41.9,
251750748,22 59 43.899,+01 52 33.17,0,16.19,,,460-129063,22594390+0152334,7712-301-2-0229-0104,STAR,JHK,-26.6,8.6,-35.1,8.4,,,,,,,,,,,,,,,,,14.19,0.026,13.539,0.029,13.407,0.037,AAA-222-111-000-0-0,28.5,
251750769,23 00 23.510,+01 52 36.30,0,16.037,,,460-129076,23002351+0152362,7712-301-2-0230-0181,STAR,JHK,-29.4,4.1,-25.7,4.1,,,,,,,,,,,,,,,,,13.779,0.03,13.096,0.022,12.919,0.023,AAA-222-111-000-0-0,24.6,
251750774,23 03 16.812,+01 52 37.11,0,15.764,,,460-129162,23031680+0152371,7712-301-2-0235-0106,STAR,BV,9.8,3.9,-7.9,4.1,,,17.366,0.2,16.026,0.066,,,,,,,,,,,13.985,0.029,13.381,0.023,13.283,0.035,AAA-222-111-000-0-0,81.3,
251750778,23 00 35.010,+01 52 37.83,0,16.373,,,,23003501+0152378,7712-301-2-0230-0240,STAR,gri,62,3,17,3,,,,,,,20.974,0.093,18.252,0.007,16.805,0.005,15.567,0.004,14.887,0.005,13.573,0.031,12.929,0.03,12.697,0.027,AAA-222-111-000-0-0,45.3,
251750872,22 59 41.665,+01 52 57.96,0,17.912,,,,22594166+0152579,7712-301-2-0229-0094,EXTENDED,gri,-5,3,-2,3,,,,,,,20.086,0.064,18.738,0.01,18.027,0.008,17.558,0.007,17.239,0.016,16.303,0.112,15.453,0.101,15.177,0.132,BAB-222-111-000-0-0,41.5,
251751010,23 01 56.768,+01 53 24.92,0,14.492,,,460-129129,23015676+0153248,7712-301-2-0232-0287,STAR,gri,-37.7,3.9,-63.4,4.4,,,16.757,0.14,14.955,0.05,,,16.081,0.06,14.418,0.01,13.81,0.16,,,12.255,0.027,11.585,0.024,11.399,0.026,AAA-222-111-000-0-0,37.1,
251751065,23 02 36.369,+01 53 36.35,0,12.572,,,460-129146,23023636+0153363,,STAR,gri,-13.2,1.4,-11.2,1.6,,,13.338,0.02,12.551,0.02,,,13.032,0.05,12.434,0.01,12.375,0.061,,,11.736,0.027,11.49,0.023,11.397,0.019,AAA-222-111-000-0-0,60.9,
251751085,22 56 57.252,+01 53 40.99,0,15.559,,,460-128973,22565725+0153407,7712-301-2-0224-0156,STAR,gri,6.2,4.1,-7.2,4.2,,,17.86,0.21,16.383,0.076,,,17.296,0.077,15.611,0.065,14.815,0.1,,,12.98,0.026,12.233,0.023,12.042,0.021,AAA-222-111-000-0-0,53.1,
251751219,23 16 42.802,+01 54 06.84,0,17.269,,,,23164280+0154068,7712-301-2-0257-0141,EXTENDED,gri,2,2,2,2,,,,,,,20.305,0.113,18.369,0.01,17.264,0.006,16.798,0.006,16.352,0.012,15.885,0.085,15.077,0.102,14.445,0.08,AAA-222-111-000-0-0,23.6,
251751249,22 59 42.807,+01 54 12.80,0,15.727,,,460-129062,22594282+0154129,7712-301-2-0229-0097,STAR,JHK,37,8.5,4.8,8.2,,,,,,,,,,,,,,,,,13.609,0.03,12.968,0.023,12.791,0.026,AAA-222-111-000-0-0,55.2,
251751302,23 01 09.524,+01 54 24.13,0,14.714,,,460-129104,23010952+0154240,,STAR,gri,68,8,-535,8,,,16.481,0.02,15.232,0.03,,,16.037,0.02,14.681,0.051,14.146,0.09,,,12.754,0.027,12.246,0.024,12.026,0.026,AAA-222-111-000-0-0,27.2,
251751421,23 02 12.565,+01 54 50.13,0,12.113,,,460-129135,23021256+0154501,,STAR,gri,-13.9,1.4,-25,1.5,,,12.916,0.02,12.12,0.02,,,12.632,0.03,11.978,0.01,11.891,0.01,,,11.232,0.026,10.94,0.023,10.876,0.025,AAA-222-111-000-0-0,29.9,
251751481,22 56 18.630,+01 55 00.69,0,15.871,,,460-128955,22561862+0155001,7717-301-3-0223-0291,EXTENDED,JHK,21.4,9.2,-2.2,9.1,,,,,,,,,,,,,,,,,13.428,0.029,12.744,0.022,12.503,0.024,AAA-222-111-000-0-0,55.3,
251751504,22 55 54.794,+01 55 05.33,0,15.685,,,460-128939,22555479+0155053,,STAR,gri,24.9,4,-48.6,4.2,,,17.481,0.16,16.138,0.069,,,16.759,0.11,15.633,0.08,15.224,0.06,,,14.033,0.027,13.487,0.028,13.39,0.038,AAA-222-111-000-0-0,90.6,
251751541,23 02 32.070,+01 55 13.56,0,17.955,,,,23023207+0155135,7712-301-2-0233-0197,EXTENDED,gri,-6,3,1,3,,,,,,,20.941,0.128,18.984,0.011,17.946,0.007,17.514,0.007,17.089,0.014,16.244,0.103,15.338,0.113,14.857,0.105,ABA-222-111-000-0-0,30.2,
251751609,23 03 11.640,+01 55 28.90,0,15.23,,,460-129161,23031163+0155288,7712-301-2-0234-0105,STAR,gri,-14.5,3.9,-12.8,4.3,,,16.429,0.11,15.31,0.04,,,15.963,0.01,14.978,0.04,14.916,0.09,,,13.885,0.027,13.375,0.029,13.327,0.033,AAA-222-111-000-0-0,56.6,
251751615,23 03 23.229,+01 55 30.71,0,17.513,,,,23032322+0155307,7712-301-2-0235-0167,STAR,gri,212,3,38,3,,,,,,,22.42,0.31,19.741,0.015,18.241,0.008,16.558,0.005,15.61,0.006,14.209,0.029,13.658,0.029,13.457,0.035,AAA-222-111-000-0-0,48.8,
251751624,23 03 07.004,+01 55 32.53,0,15.852,,,460-129160,23030701+0155325,7712-301-2-0234-0194,STAR,JHK,15.6,4.8,-27.8,4.1,,,,,,,,,,,,,,,,,13.714,0.029,13.018,0.027,12.89,0.025,AAA-222-111-000-0-0,39.5,
251751644,23 01 43.241,+01 55 36.17,0,11.95,,,460-129118,23014323+0155361,,STAR,gri,-0.7,1.4,-6.4,1.9,,,13.33,0.02,12.113,0.1,,,12.825,0.04,11.798,0.09,11.575,0.13,,,10.453,0.026,9.911,0.024,9.783,0.019,AAA-222-111-000-0-0,40.1,
251751696,23 01 14.962,+01 55 43.57,0,14.1,,,460-129106,23011496+0155436,7712-301-2-0231-0134,STAR,gri,-4.9,14.5,-41.6,10.8,,,15.78,0.07,14.449,0.16,,,15.275,0.05,13.955,0.13,13.597,0.07,,,12.375,0.026,11.729,0.024,11.636,0.023,AAA-222-111-000-0-0,47.2,
251751698,22 56 35.858,+01 55 43.81,0,14.682,,,460-128966,22563585+0155436,7717-301-3-0224-0007,STAR,gri,-0.3,4,-9.5,4.4,,,16.123,0.01,14.902,0.01,,,15.59,0.01,14.605,0.03,14.292,0.02,,,13.055,0.024,12.436,0.023,12.369,0.027,AAA-222-111-000-0-0,44.2,
251751758,23 02 29.646,+01 55 56.15,0,13.474,,,460-129142,23022964+0155562,,STAR,gri,31.2,3,3.8,3.3,,,15.097,0.01,13.752,0.01,,,14.59,0.02,13.322,0.03,12.996,0.063,,,11.895,0.028,11.337,0.024,11.19,0.023,AAA-222-111-000-0-0,35.6,
251751771,22 56 27.612,+01 55 57.69,0,16.081,,,460-128962,22562760+0155574,,STAR,JHK,-7.7,4.2,-3.3,4.2,,,,,,,,,,,,,,,,,13.757,0.029,13.022,0.022,12.876,0.035,AAA-222-111-000-0-0,40.7,
251751774,22 59 24.801,+01 55 58.53,0,16.322,,,460-129054,22592480+0155587,7717-301-3-0228-0166,STAR,JHK,64.9,4.9,-43.5,4.9,,,,,,,,,,,,,,,,,14.336,0.033,13.669,0.036,13.557,0.04,AAA-222-111-000-0-0,19.2,
251751799,22 56 42.678,+01 56 04.87,0,14.807,,,460-128969,22564268+0156046,7717-301-3-0224-0034,STAR,gri,16.3,3.9,-3.4,4.3,,,16.835,0.11,15.263,0.02,,,16.187,0.01,14.763,0.02,14.216,0.075,,,12.774,0.026,12.115,0.023,11.996,0.024,AAA-222-111-000-0-0,51.6,
251751907,23 00 49.939,+01 56 27.03,0,11.926,,,460-129095,23004994+0156271,,STAR,gri,29.1,1.4,15.9,1.4,,,12.932,0.01,12.082,0.03,,,12.515,0.02,11.854,0.01,11.673,0.02,,,10.776,0.034,10.405,0.032,10.296,0.026,AAA-222-111-000-0-0,22.1,
251751921,23 02 40.667,+01 56 29.14,0,16.984,,,,23024066+0156291,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.523,0.079,14.835,0.092,14.248,0.07,AAA-222-111-000-0-0,51.7,0919-0713971
251751948,22 59 50.373,+01 56 33.82,0,11.078,,,460-129066,22595036+0156336,,STAR,gri,-2.6,1.8,-5.7,2.2,,,13.343,0.02,11.662,0.01,,,12.602,0.031,11.106,0.04,10.425,0.03,,,8.723,0.029,7.873,0.044,7.667,0.038,AAA-111-111-000-0-0,25.1,
251751969,22 56 13.698,+01 56 39.60,0,16.113,,,460-128952,22561374+0156394,7717-301-3-0223-0275,STAR,JHK,71.3,8.2,-4.2,8.1,,,,,,,,,,,,,,,,,13.875,0.032,13.264,0.025,13.021,0.034,AAA-222-111-000-0-0,41.4,
251751986,22 56 25.617,+01 56 43.65,0,14.274,,,460-128960,22562560+0156435,,STAR,gri,12.6,3.9,-2.5,5.4,,,15.455,0.02,14.462,0.01,,,14.988,0.01,14.189,0.047,13.967,0.01,,,12.879,0.026,12.484,0.022,12.341,0.027,AAA-222-111-000-0-0,21,
251751992,23 01 50.982,+01 56 44.81,0,14.264,,,460-129124,23015098+0156446,,STAR,gri,0.9,4.1,3.7,4.6,,,15.578,0.03,14.412,0.11,,,15.108,0.03,14.109,0.09,13.902,0.11,,,12.826,0.027,12.323,0.024,12.238,0.019,AAA-222-111-000-0-0,30.7,
251751994,23 01 34.197,+01 56 44.97,0,13.236,,,460-129114,23013419+0156449,,STAR,gri,26.6,3.3,6.3,5.8,,,15.568,0.05,13.903,0.1,,,14.889,0.01,13.358,0.1,12.528,0.1,,,10.944,0.028,10.322,0.024,10.106,0.021,AAA-222-111-000-0-0,5.7,
251752063,23 02 01.843,+01 56 59.22,0,15.924,,,460-129130,23020182+0156591,7717-301-3-0233-0003,STAR,JHK,11.2,4.2,-8.5,4.4,,,,,,,,,,,,,,,,,14.491,0.034,14.083,0.039,13.919,0.056,AAA-222-111-000-0-0,34.9,
251752115,22 57 14.009,+01 57 10.55,0,16.924,,,,22571400+0157105,7717-301-3-0225-0175,STAR,gri,72,2,-63,2,,,,,,,21.115,0.088,18.506,0.007,17.037,0.005,16.246,0.005,15.788,0.007,14.513,0.027,13.966,0.04,13.668,0.05,AAA-222-111-000-0-0,22.6,
251752164,23 02 47.728,+01 57 19.02,0,16.816,,,,23024772+0157190,7717-301-3-0234-0119,EXTENDED,gri,2,2,0,2,,,,,,,19.976,0.068,17.914,0.007,16.861,0.005,16.345,0.005,15.958,0.009,15.395,0.073,14.58,0.067,14.256,0.082,AAA-222-111-000-0-0,66.6,
251752173,22 56 35.970,+01 57 20.87,0,12.763,,,460-128967,22563595+0157206,,STAR,gri,-1.7,2,-29.1,2.5,,,13.841,0.02,12.906,0.01,,,13.413,0.01,12.676,0.01,12.484,0.02,,,11.483,0.026,11.087,0.022,11.026,0.021,AAA-222-111-000-0-0,58.6,
251752209,22 56 31.970,+01 57 28.26,0,18.206,,,,22563197+0157282,7717-301-3-0223-0311,EXTENDED,gri,11,3,10,3,,,,,,,21.596,0.211,19.527,0.016,18.143,0.008,17.64,0.008,17.258,0.019,16.386,0.128,15.672,0.135,15.03,0.139,BBB-222-111-000-0-0,6.4,
251752211,23 02 32.997,+01 57 28.61,0,11.459,,576-364-1,460-129144,23023299+0157285,,STAR,gri,-17.7,2,-44.1,2.1,,,12.919,0.419,11.709,0.201,,,12.124,0.04,11.327,0.01,11.174,0.06,,,10.346,0.027,10.032,0.023,9.932,0.019,AAA-222-111-000-0-0,35.1,
251752226,23 03 46.325,+01 57 31.35,0,18.296,,,,23034632+0157313,7717-301-3-0236-0129,EXTENDED,gri,11,3,-12,3,,,,,,,21.232,0.137,19.307,0.013,18.333,0.009,17.863,0.009,17.514,0.021,16.404,0.127,15.664,0.141,15.191,0.16,BBC-222-111-000-0-0,16.9,
251752264,22 57 09.788,+01 57 38.52,0,15.477,,,460-128986,22570978+0157384,7717-301-3-0224-0248,STAR,BV,19.5,3.9,-43.9,4.2,,,17.821,0.24,15.894,0.062,,,,,,,,,,,12.81,0.026,12.104,0.021,11.932,0.026,AAA-222-111-000-0-0,27.2,
251752300,22 57 04.864,+01 57 44.50,0,17.662,,,460-128982,22570485+0157445,7717-301-3-0224-0093,STAR,J,5,8.7,-12.2,8.4,,,,,,,,,,,,,,,,,16.155,0.098,,,,,AUU-200-100-000-0-0,47,
251752328,22 56 08.538,+01 57 49.77,0,15.197,,,460-128948,22560854+0157498,7717-301-3-0223-0246,STAR,JHK,36.1,4.3,-37.1,4.4,,,,,,,,,,,,,,,,,12.824,0.024,12.198,0.022,11.926,0.021,AAA-222-111-000-0-0,64.2,
251752353,23 00 40.958,+01 57 55.36,0,12.836,,,460-129086,23004095+0157553,,STAR,gri,-23.2,2,-53.3,3.6,,,13.999,0.01,13.045,0.02,,,13.544,0.01,12.765,0.01,12.533,0.062,,,11.489,0.028,11.075,0.023,11.005,0.023,AAA-222-111-000-0-0,23.2,
251752420,23 00 39.613,+01 58 10.49,0,16.593,,,460-129084,23003961+0158106,7717-301-3-0230-0066,STAR,BV,15.2,5.2,-9.6,5,,,17.918,0.29,16.797,0.091,,,,,,,,,,,13.542,0.027,12.848,0.024,12.651,0.021,AAA-222-111-000-0-0,17.2,
251752459,23 00 01.325,+01 58 19.30,0,14.269,,,460-129071,23000132+0158192,,STAR,gri,7.7,4.1,2.6,4.7,,,15.318,0.03,14.472,0.02,,,14.934,0.01,14.255,0.01,13.985,0.072,,,13.012,0.032,12.579,0.039,12.493,0.037,AAA-222-111-000-0-0,17.8,
251752468,23 03 28.903,+01 58 21.06,0,15.492,,,460-129168,23032890+0158210,7717-301-3-0235-0033,STAR,gri,17.5,4,-12.6,4.1,,,16.751,0.088,15.881,0.062,,,16.48,0.03,15.377,0.01,15.068,0.1,,,13.988,0.028,13.489,0.023,13.275,0.031,AAA-222-111-000-0-0,41.7,
251752482,23 02 53.751,+01 58 24.01,0,16.847,,,,23025375+0158240,7717-301-3-0234-0128,EXTENDED,gri,1,2,1,2,,,,,,,19.146,0.037,17.657,0.006,16.886,0.005,16.5,0.005,16.215,0.011,15.838,0.093,15.038,0.093,14.581,0.09,AAA-222-111-000-0-0,45.6,
251752493,22 56 14.376,+01 58 25.31,0,12.608,,,460-128953,22561437+0158251,,STAR,gri,8,1.8,0.7,2.2,,,13.381,0.01,12.671,0.02,,,13.032,0.02,12.527,0.041,12.426,0.03,,,11.595,0.027,11.328,0.023,11.265,0.021,AAA-222-111-000-0-0,48.2,
251752590,23 01 25.813,+01 58 43.00,0,14.443,,,460-129109,23012580+0158430,7717-301-3-0232-0013,STAR,gri,2.3,4,-16.8,4.5,,,15.82,0.03,14.689,0.12,,,15.338,0.01,14.387,0.08,14.059,0.09,,,12.952,0.027,12.446,0.024,12.32,0.021,AAA-222-111-000-0-0,11.9,
251752633,22 56 52.537,+01 58 50.70,0,14.429,,,460-128972,22565254+0158506,7717-301-3-0224-0042,EXTENDED,gri,-11.9,4.1,-11.4,4.6,,,15.782,0.07,14.67,0.03,,,15.315,0.01,14.347,0.03,14.049,0.02,,,12.966,0.029,12.452,0.035,12.368,0.027,AAA-222-111-000-0-0,68,
251752656,22 57 00.522,+01 58 55.43,0,14.961,,,460-128976,22570052+0158553,7717-301-3-0224-0073,STAR,gri,3,4,-13.2,4.3,,,16.248,0.02,15.234,0.03,,,15.726,0.02,14.928,0.01,14.633,0.08,,,13.461,0.029,12.942,0.023,12.825,0.027,AAA-222-111-000-0-0,31.9,
251752662,23 02 26.747,+01 58 56.42,0,15.963,,,460-129139,23022674+0158563,7717-301-3-0233-0050,STAR,gri,-2.2,4,-10.9,4.4,,,16.565,0.01,15.893,0.06,,,16.224,0.055,15.807,0.07,15.852,0.127,,,14.986,0.032,14.678,0.056,14.601,0.085,AAA-222-111-000-0-0,63.2,
251752689,22 56 27.169,+01 59 01.29,0,16.897,,,,22562716+0159012,7717-301-3-0223-0301,STAR,gri,-3,3,-8,3,,,,,,,21.585,0.118,18.911,0.009,17.383,0.006,16.034,0.005,15.29,0.006,13.892,0.027,13.274,0.023,13.049,0.027,AAA-222-111-000-0-0,72.6,
251752711,22 57 02.557,+01 59 04.57,0,15.978,,,460-128981,22570256+0159044,7717-301-3-0224-0079,STAR,gri,5,4,-2.5,4.1,,,17.536,0.19,16.286,0.073,,,16.989,0.07,15.827,0.071,15.545,0.112,,,14.141,0.03,13.547,0.031,13.451,0.046,AAA-222-111-000-0-0,31.9,
251752720,23 03 38.396,+01 59 08.04,0,15.526,,,460-129172,23033840+0159080,7717-301-3-0235-0062,STAR,gri,7.3,3.9,-1.8,4.2,,,16.457,0.079,15.682,0.057,,,16.219,0.02,15.485,0.05,15.229,0.06,,,14.362,0.028,13.943,0.038,13.827,0.044,AAA-222-111-000-0-0,26.4,
251752760,22 56 43.313,+01 59 14.52,0,15.692,,,460-128970,22564331+0159143,7717-301-3-0224-0037,STAR,gri,4.3,3.8,-0.7,4.1,,,16.923,0.094,15.76,0.059,,,16.46,0.03,15.579,0.04,15.363,0.01,,,14.252,0.036,13.705,0.035,13.7,0.055,AAA-222-111-000-0-0,66.6,
251752763,23 04 42.562,+01 59 15.05,0,16.925,,,,,7717-301-3-0237-0062,STAR,gri,53,2,-67,2,,,,,,,16.907,0.008,16.827,0.005,16.958,0.005,17.13,0.006,17.316,0.013,,,,,,,,,
251752838,23 02 51.802,+01 59 28.42,0,15.266,,,460-129154,23025179+0159283,7717-301-3-0234-0050,STAR,gri,-1.6,3.8,-8.7,4.2,,,16.931,0.11,15.622,0.056,,,16.652,0.062,15.083,0.056,14.671,0.084,,,13.362,0.026,12.731,0.024,12.598,0.019,AAA-222-111-000-0-0,50.3,
251753004,23 02 35.984,+02 00 01.18,0,14.341,,,461-130544,23023598+0200011,,STAR,gri,30.7,4.1,4.5,4.6,,,15.587,0.04,14.43,0.03,,,15.106,0.05,14.16,0.01,14.012,0.03,,,13.013,0.027,12.589,0.026,12.463,0.021,AAA-222-111-000-0-0,67,
251753041,23 03 39.240,+02 00 06.85,0,15.412,,,461-130583,23033924+0200068,7717-301-3-0235-0064,STAR,JHK,32.9,3.9,-3.8,4.1,,,,,,,,,,,,,,,,,13.459,0.024,12.793,0.025,12.69,0.029,AAA-222-111-000-0-0,49.2,
251753082,23 00 42.990,+02 00 14.55,0,17.925,,,,23004298+0200145,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.397,0.105,15.591,0.112,14.883,0.135,ABB-222-111-000-0-0,17.4,0920-0746252
251753369,23 03 22.590,+02 01 10.55,0,15.212,,,461-130570,23032258+0201106,7717-301-3-0235-0022,STAR,gri,11.7,3.9,-10.1,4.2,,,16.849,0.1,15.609,0.056,,,16.371,0.03,15.089,0.05,14.716,0.06,,,13.581,0.026,13.019,0.022,12.898,0.03,AAA-222-111-000-0-0,76.8,
251753374,23 01 31.390,+02 01 11.51,0,12.879,,,461-130516,23013138+0201115,,STAR,gri,-4.5,1.9,-2.9,4.2,,,13.667,0.03,12.929,0.12,,,13.357,0.02,12.776,0.1,12.675,0.11,,,11.918,0.03,11.652,0.024,11.567,0.024,AAA-222-111-000-0-0,57.5,
251753433,23 02 12.711,+02 01 22.62,0,16.201,,,461-130536,23021271+0201227,7717-301-3-0233-0034,STAR,BV,-14.8,4.6,-13.9,4.9,,,17.304,0.17,16.417,0.077,,,16.928,0.069,,,,,,,14.812,0.042,14.344,0.046,14.245,0.057,AAA-222-111-000-0-0,85.3,
251753500,23 01 16.203,+02 01 35.57,0,16.191,,,,23011620+0201355,7717-301-3-0231-0237,STAR,gri,-11,2,-37,2,,,,,,,20.571,0.055,17.891,0.006,16.362,0.005,15.462,0.005,14.984,0.006,13.702,0.027,13.017,0.026,12.754,0.029,AAA-222-111-000-0-0,71.9,
251753577,22 59 38.927,+02 01 53.18,0,17.811,,,,22593892+0201531,7717-301-3-0229-0149,EXTENDED,gri,-4,3,1,3,,,,,,,20.785,0.132,18.889,0.012,17.797,0.007,17.349,0.007,16.951,0.017,16.422,0.118,15.329,0.114,15.077,0.135,BBB-222-111-000-0-0,39.8,
251753602,23 01 42.103,+02 01 58.43,0,14.178,,,461-130522,23014209+0201584,,STAR,gri,-6.4,4,-9,4.5,,,15.232,0.02,14.285,0.11,,,14.835,0.04,14.063,0.09,13.897,0.1,,,12.977,0.026,12.583,0.024,12.464,0.021,AAA-222-111-000-0-0,87.1,
251753615,22 59 42.124,+02 02 00.80,0,12.183,,,461-130442,22594212+0202007,,STAR,gri,-7.2,1.3,-1.6,2.3,,,12.998,0.01,12.295,0.03,,,12.657,0.01,12.126,0.01,11.979,0.02,,,11.103,0.024,10.775,0.022,10.723,0.019,AAA-222-111-000-0-0,45.7,
251753681,23 00 13.782,+02 02 09.80,0,12.169,,,461-130459,23001377+0202097,,STAR,gri,15.9,1.3,-2.6,1.7,,,13.023,0.01,12.29,0.01,,,12.666,0.02,12.108,0.01,11.956,0.01,,,11.058,0.024,10.735,0.022,10.683,0.021,AAA-222-111-000-0-0,55.7,
251753684,23 02 17.453,+02 02 10.06,0,14.959,,,461-130538,23021745+0202099,7717-301-3-0233-0038,STAR,gri,5.5,4.1,-1.1,4.4,,,16.124,0.08,15.105,0.03,,,15.752,0.03,14.89,0.06,14.62,0.03,,,13.777,0.031,13.358,0.026,13.254,0.033,AAA-222-111-000-0-0,85.3,
251753753,22 56 59.069,+02 02 22.74,0,15.594,,,461-130355,22565906+0202227,7717-301-3-0224-0069,STAR,gri,12.9,4,-9.1,4.3,,,16.877,0.092,15.672,0.057,,,16.204,0.06,15.548,0.06,15.332,0.02,,,14.208,0.027,13.768,0.039,13.705,0.045,AAA-222-111-000-0-0,26.7,
251753773,23 00 28.085,+02 02 24.90,0,13.961,,,461-130469,23002808+0202248,,STAR,gri,20.9,3.3,25,3.3,,,14.993,0.01,14.137,0.02,,,14.577,0.01,13.917,0.045,13.697,0.03,,,12.802,0.03,12.338,0.027,12.301,0.027,AAA-222-111-000-0-0,6.8,
251753781,22 56 37.904,+02 02 25.74,0,16.492,,,,22563790+0202257,7717-301-3-0224-0154,EXTENDED,gri,0,2,4,2,,,,,,,18.107,0.03,16.958,0.005,16.523,0.005,16.292,0.006,16.132,0.018,16.751,0.195,,,,,CUU-200-100-000-0-0,35.9,
251753793,23 01 26.076,+02 02 27.64,0,12.996,,,461-130512,23012607+0202277,,STAR,gri,6.3,2,1.8,2.6,,,13.879,0.01,13.061,0.12,,,13.536,0.03,12.893,0.1,12.765,0.1,,,11.993,0.028,11.686,0.023,11.641,0.019,AAA-222-111-000-0-0,26.1,
251753838,23 03 34.710,+02 02 34.65,0,12.417,,,461-130578,23033471+0202347,,STAR,gri,-20.8,1.4,-16.6,1.5,,,13.289,0.042,12.481,0.031,,,12.937,0.01,12.32,0.02,12.194,0.02,,,11.411,0.024,11.107,0.022,11.05,0.023,AAA-222-111-000-0-0,23.9,
251753843,23 03 31.512,+02 02 35.39,0,15.871,,,461-130576,23033151+0202355,7717-301-3-0235-0041,STAR,JHK,18.6,4,-16.7,4.3,,,,,,,,,,,,,,,,,14.533,0.036,14.147,0.044,14.019,0.053,AAA-222-111-000-0-0,20.8,
251753995,22 59 34.182,+02 03 04.83,0,15.734,,,461-130439,22593416+0203045,7717-301-3-0229-0127,STAR,JHK,9.6,5.1,6.2,6.5,,,,,,,,,,,,,,,,,13.532,0.026,12.859,0.022,12.689,0.027,AAA-222-111-000-0-0,15.2,
251754010,23 01 33.896,+02 03 08.45,0,13.703,,,461-130518,23013389+0203084,,STAR,gri,-10.1,3,-18.8,3.4,,,14.822,0.01,13.824,0.15,,,14.362,0.01,13.567,0.1,13.421,0.12,,,12.582,0.028,12.197,0.027,12.056,0.021,AAA-222-111-000-0-0,50,
251754114,23 01 38.765,+02 03 29.61,0,15.976,,,461-130521,23013875+0203299,7717-301-3-0232-0083,STAR,gri,19.9,4.5,-9.4,4.9,,,16.94,0.11,15.992,0.15,,,16.555,0.09,15.802,0.07,15.727,0.12,,,14.749,0.035,14.196,0.043,14.162,0.045,AAA-222-111-000-0-0,8.1,
251754127,23 00 51.670,+02 03 31.34,0,16.025,,,461-130489,23005166+0203313,7717-301-3-0231-0158,STAR,gri,-8.2,4.1,-16.3,4.4,,,,,16.212,0.071,,,16.92,0.07,15.898,0.08,15.642,0.116,,,14.37,0.031,13.89,0.029,13.743,0.038,AAA-222-111-000-0-0,66,
251754180,23 01 27.923,+02 03 42.81,0,15.144,,,461-130515,23012791+0203428,7717-301-3-0232-0043,STAR,gri,11.9,4,-11.6,4.3,,,16.615,0.08,15.473,0.053,,,16.081,0.02,15.022,0.1,14.743,0.14,,,13.597,0.027,13.004,0.024,12.952,0.032,AAA-222-111-000-0-0,17.3,
251754197,22 59 15.046,+02 03 46.49,0,16.01,,,461-130430,22591505+0203466,7717-301-3-0228-0135,STAR,gri,-13.6,4.5,-24.5,4.7,,,17.913,0.138,16.575,0.083,,,17.495,0.1,15.958,0.073,15.373,0.06,,,13.907,0.026,13.198,0.03,13.05,0.033,AAA-222-111-000-0-0,72.6,
251754251,22 59 30.180,+02 03 57.24,0,13.88,,,461-130438,22593018+0203572,,STAR,gri,-4.2,3.2,5.2,3.5,,,15.108,0.01,14.117,0.01,,,14.649,0.01,13.843,0.02,13.55,0.06,,,12.419,0.022,11.913,0.023,11.838,0.026,AAA-222-111-000-0-0,51.9,
