EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
220137077,01 08 17.679,-02 24 33.78,1,13.375,,,438-001385,01081767-0224336,,STAR,gri,rpm,1.200,1.900,-4.000,3.200,,,14.575,0.010,13.667,0.040,,,14.091,0.010,13.385,0.050,13.068,0.010,,,11.902,0.020,11.397,0.024,11.303,0.023,,,,,,,,,4966,77,96,2.683,0.714,0.510,-0.773,0.400,0.480,6.255,4.843,3.452,0.906,0.145,0.040,0.002,0.026,0.002,2269.000,1674.000,1222.000,0.038,0.026,0.014,AAA-222-111-000-0-0,,
220137236,01 08 40.445,-02 24 06.97,1,15.354,,,438-001392,01084043-0224070,7907-301-4-0186-0038,STAR,gri,rpm,-2.900,2.700,-44.900,3.200,,,16.032,0.040,15.531,0.020,,,15.745,0.010,15.406,0.060,15.186,0.160,,,14.360,0.029,13.980,0.037,13.863,0.043,,,,,,,,,5934,305,367,4.557,0.050,0.190,-1.175,0.200,1.320,0.724,0.198,0.040,0.720,0.042,0.021,1.804,0.340,0.868,994.100,371.800,99.910,0.025,0.055,0.006,AAA-222-111-000-0-0,,
220137654,01 07 53.099,-02 23 00.79,1,18.430,,,,01075309-0223007,7907-301-4-0185-0107,STAR,gri,,45.000,3.000,-17.000,3.000,,,,,,,21.949,0.183,19.431,0.012,18.382,0.008,18.001,0.008,17.778,0.019,16.799,0.155,16.155,0.190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCD-222-111-000-0-0,30.100,
220137860,01 07 55.867,-02 22 31.34,1,15.278,,,439-001385,01075587-0222312,7907-301-4-0185-0015,STAR,gri,rpm,64.000,3.000,8.000,5.000,,,16.775,0.150,15.703,0.120,,,16.302,0.060,15.300,0.090,14.838,0.020,,,13.583,0.027,12.930,0.031,12.808,0.030,,,,,,,,,4294,157,157,4.799,0.077,0.055,-0.515,0.300,0.250,0.467,0.051,0.063,0.522,0.053,0.064,4.712,1.792,0.969,300.400,38.990,47.180,0.030,0.032,0.011,AAA-222-111-000-0-0,,0876-0017239
220137983,01 09 33.518,-02 22 12.79,1,13.062,,,439-001423,01093352-0222128,,STAR,gri,rpm,20.000,1.300,-11.600,1.600,,,13.671,0.020,13.031,0.080,,,13.324,0.010,12.853,0.070,12.949,0.410,,,11.879,0.022,11.628,0.026,11.520,0.021,,,,,,,,,6033,144,144,4.280,0.125,0.150,-0.184,0.200,0.280,1.189,0.266,0.184,1.044,0.090,0.108,0.548,0.321,0.233,545.000,123.700,85.390,0.034,0.032,0.012,AAA-222-111-000-0-0,,
220138089,01 08 55.908,-02 21 55.88,1,12.639,,,439-001407,01085590-0221560,,STAR,gri,rav,12.100,3.100,-15.400,1.500,,,13.270,0.010,12.688,0.040,,,12.935,0.010,12.531,0.050,12.512,0.170,,,11.541,0.024,11.264,0.027,11.245,0.027,,,,,,,,,5789,172,137,4.038,0.162,0.135,-0.056,0.120,0.080,1.582,0.333,0.275,1.080,0.114,0.095,0.224,0.187,0.089,603.600,127.100,123.700,0.033,0.038,0.012,AAA-222-111-000-0-0,,
220138376,01 08 59.556,-02 21 13.04,1,17.855,,,,,7907-301-4-0187-0109,EXTENDED,gri,,1.000,2.000,-2.000,2.000,,,,,,,19.367,0.051,18.249,0.009,17.949,0.010,17.686,0.011,17.546,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220138441,01 09 08.145,-02 21 01.89,1,16.656,,,,01090814-0221018,7907-301-4-0187-0122,EXTENDED,gri,,-5.000,2.000,-5.000,2.000,,,,,,,18.414,0.037,17.201,0.007,16.720,0.006,16.422,0.006,16.194,0.019,16.554,0.173,15.734,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCU-220-110-000-0-0,68.500,
220138553,01 09 59.598,-02 20 43.53,1,17.386,,,,01095959-0220435,7907-301-4-0188-0255,STAR,gri,rpm,36.000,3.000,-89.000,3.000,,,,,,,21.508,0.129,19.083,0.010,17.569,0.006,16.659,0.005,16.149,0.008,14.886,0.033,14.329,0.038,14.133,0.057,,,,,,,,,3481,69,34,5.136,0.020,0.060,-0.258,0.100,0.060,0.182,0.033,0.005,0.166,0.037,0.006,27.440,1.646,7.191,154.400,31.240,4.633,0.020,0.024,0.007,AAA-222-111-000-0-0,,
220138665,01 08 31.108,-02 20 28.48,1,14.030,,,439-001399,01083110-0220286,,STAR,gri,rpm,13.100,3.500,7.200,2.300,,,15.345,0.030,14.374,0.040,,,14.870,0.010,13.997,0.070,13.670,0.050,,,12.476,0.023,11.941,0.024,11.849,0.023,,,,,,,,,4849,97,116,4.605,0.030,0.025,-0.002,0.120,0.210,0.732,0.039,0.043,0.790,0.050,0.042,2.009,0.277,0.210,335.000,25.620,28.350,0.035,0.041,0.012,AAA-222-111-000-0-0,,
220138882,01 09 51.882,-02 19 53.75,1,16.659,,,439-001433,01095188-0219540,7907-301-4-0188-0201,EXTENDED,JHK,,-7.400,3.800,-7.400,9.500,,,,,,,,,,,,,,,,,15.215,0.040,14.802,0.065,14.637,0.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,85.100,
220138945,01 07 37.777,-02 19 45.27,1,17.146,,,,01073777-0219452,7907-301-4-0184-0133,EXTENDED,gri,,-17.000,2.000,1.000,2.000,,,,,,,19.689,0.096,18.187,0.011,17.174,0.008,16.700,0.007,16.372,0.019,16.284,0.113,15.681,0.146,14.901,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBB-222-111-000-0-0,29.700,
220139037,01 08 53.456,-02 19 30.04,1,14.394,,,439-001404,01085345-0219300,7907-301-4-0186-0076,STAR,gri,rpm,9.900,2.200,0.600,2.200,,,15.568,0.060,14.579,0.040,,,15.083,0.020,14.283,0.060,14.099,0.170,,,12.807,0.023,12.281,0.025,12.195,0.028,,,,,,,,,4894,115,96,4.574,0.066,1.694,-0.244,0.250,0.350,0.780,5.050,0.104,0.819,0.159,0.099,1.733,0.583,1.728,434.400,2596.000,80.340,0.034,0.028,0.012,AAA-222-111-000-0-0,,
220139119,01 09 09.152,-02 19 18.92,1,15.986,,,439-001409,01090915-0219189,7907-301-4-0187-0031,STAR,BV,rpm,3.900,2.900,-16.700,3.000,,,16.511,0.040,16.044,0.140,,,16.203,0.040,,,,,,,14.996,0.038,14.831,0.060,14.605,0.089,,,,,,,,,6079,258,206,4.350,0.130,0.182,-0.972,0.350,0.420,0.982,0.240,0.163,0.820,0.050,0.050,0.737,0.472,0.330,1894.000,468.600,375.700,0.034,0.022,0.012,AAA-222-111-000-0-0,,
220139251,01 08 58.212,-02 19 00.40,1,16.951,,,,01085821-0219003,7907-301-4-0187-0104,EXTENDED,gri,,-96.000,31.000,-112.000,32.000,,,,,,,19.423,0.054,17.818,0.007,17.033,0.005,16.579,0.005,16.225,0.013,15.650,0.080,14.952,0.091,14.318,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,36.400,0876-0017503
220139324,01 10 16.279,-02 18 50.67,1,17.065,,,,01101627-0218506,7907-301-4-0189-0015,STAR,gri,rpm,-3.000,2.000,-1.000,2.000,,,,,,,17.513,0.012,17.261,0.005,17.000,0.005,17.101,0.006,17.082,0.012,15.798,0.061,15.531,0.101,14.784,0.081,,,,,,,,,3540,162,195,5.034,0.084,0.070,-0.013,0.120,0.210,0.240,0.066,0.052,0.239,0.097,0.070,15.770,7.827,5.231,324.000,118.100,86.570,0.031,0.022,0.012,AAA-222-111-000-0-0,,
220139418,01 09 27.995,-02 18 37.37,1,15.341,,,439-001419,01092799-0218375,7907-301-4-0187-0162,STAR,JHK,rpm,15.000,2.700,34.600,3.700,,,,,,,,,,,,,,,,,13.021,0.027,12.355,0.026,12.141,0.026,,,,,,,,,3972,238,119,4.844,0.055,0.088,-0.066,0.150,0.210,0.437,0.091,0.055,0.496,0.098,0.070,5.728,1.651,1.908,196.300,57.740,34.520,0.033,0.018,0.013,AAA-222-111-000-0-0,,
220139473,01 07 12.544,-02 18 28.49,1,12.306,,,439-001371,01071254-0218282,,STAR,gri,rpm,-0.100,1.200,-13.100,1.400,,,12.769,0.041,12.338,0.050,,,12.472,0.010,12.251,0.050,12.155,0.040,,,11.398,0.023,11.179,0.023,11.174,0.023,,,,,,,,,6498,132,159,4.180,0.140,0.100,-0.183,0.150,0.180,1.458,0.188,0.243,1.221,0.117,0.117,0.374,0.230,0.097,559.900,77.060,83.350,0.030,0.020,0.011,AAA-222-111-000-0-0,,
220139565,01 09 12.868,-02 18 17.83,1,12.408,,,439-001411,01091287-0218178,,STAR,gri,rpm,15.900,1.300,-5.000,1.300,,,13.008,0.010,12.424,0.080,,,12.676,0.030,12.280,0.080,12.293,0.270,,,11.355,0.021,11.101,0.025,11.054,0.025,,,,,,,,,6151,187,187,4.193,0.150,0.180,-0.148,0.200,0.200,1.347,0.376,0.250,1.138,0.112,0.135,0.381,0.259,0.176,511.400,100.600,99.160,0.030,0.027,0.009,AAA-222-111-000-0-0,,
220139666,01 08 38.218,-02 18 04.99,1,13.898,,,439-001401,01083820-0218051,,STAR,gri,rpm,21.600,2.200,-15.000,2.400,,,15.034,0.040,14.172,0.040,,,14.576,0.030,13.873,0.060,13.607,0.090,,,12.484,0.024,11.986,0.025,11.900,0.026,,,,,,,,,5070,101,101,4.579,0.060,1.060,-0.333,0.300,0.480,0.764,2.009,0.099,0.814,0.072,0.116,1.817,0.545,1.773,366.700,943.500,60.990,0.041,0.039,0.015,AAA-222-111-000-0-0,,
220139824,01 07 33.771,-02 17 43.34,1,16.156,,,,01073377-0217433,7907-301-4-0184-0106,EXTENDED,gri,,-4.000,2.000,-4.000,2.000,,,,,,,18.255,0.027,16.932,0.005,16.217,0.004,15.823,0.004,15.553,0.009,15.316,0.083,14.598,0.076,13.997,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-222-111-000-0-0,56.000,
220140152,01 10 14.451,-02 16 57.66,1,18.464,,,,,7907-301-4-0189-0078,STAR,gri,,-1.000,3.000,-1.000,3.000,,,,,,,19.039,0.026,18.597,0.008,18.420,0.008,18.382,0.010,18.247,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220140191,01 08 06.324,-02 16 52.26,1,15.961,,,439-001390,01080633-0216526,7907-301-4-0185-0030,STAR,gri,rpm,-2.800,2.800,-6.400,3.200,,,16.175,0.080,16.017,0.060,,,16.040,0.040,15.935,0.090,15.097,0.120,,,13.320,0.023,12.775,0.025,12.539,0.032,,,,,,,,,5080,122,102,2.111,0.609,0.435,-1.936,0.320,0.480,11.370,9.282,5.703,0.810,0.016,0.016,3.500e-4,0.002,2.717e-4,8323.000,5113.000,4066.000,0.027,0.018,0.011,AAA-222-111-000-0-0,,
220140289,01 09 40.973,-02 16 38.88,1,13.354,,,439-001426,01094097-0216390,,STAR,gri,rpm,-10.300,2.600,-14.100,1.800,,,14.051,0.020,13.328,0.070,,,13.670,0.030,13.118,0.080,13.218,0.430,,,12.050,0.024,11.776,0.028,11.678,0.023,,,,,,,,,5913,144,144,4.294,0.125,0.200,-0.059,0.150,0.240,1.177,0.337,0.194,1.031,0.082,0.098,0.581,0.350,0.281,554.200,163.100,93.240,0.033,0.029,0.011,AAA-222-111-000-0-0,,
220140290,01 07 35.674,-02 16 38.87,1,13.154,,,439-001376,01073567-0216386,,STAR,gri,rpm,12.000,4.000,-4.100,3.000,,,14.194,0.020,13.378,0.040,,,13.735,0.010,13.132,0.050,12.905,0.030,,,11.892,0.023,11.484,0.026,11.442,0.022,,,,,,,,,5391,132,199,3.963,0.560,0.784,-0.435,0.420,0.560,1.568,1.977,0.874,0.902,0.094,0.067,0.172,1.358,0.159,659.200,659.100,360.600,0.033,0.020,0.010,AAA-222-111-000-0-0,,
220140644,01 08 53.038,-02 15 45.16,1,10.805,,4681-1069-1,439-001403,01085303-0215451,,STAR,gri,rav,10.600,1.600,-21.000,1.600,,,12.041,0.201,10.869,0.079,,,11.592,0.020,10.736,0.040,10.468,0.150,,,9.112,0.023,8.447,0.026,8.355,0.022,,,,,,,,,4540,90,90,2.031,0.156,0.156,-0.545,0.150,0.150,15.195,2.617,2.232,0.963,0.078,0.047,2.447e-4,1.747e-4,1.019e-4,1323.000,196.000,170.700,0.035,0.029,0.013,AAA-212-111-000-0-0,,
220140664,01 09 20.852,-02 15 42.61,1,15.338,,,439-001415,01092084-0215426,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.044,0.059,13.678,0.061,13.561,0.079,,,,,,,,,5613,446,446,4.484,0.105,0.294,-0.477,0.350,0.490,0.875,0.390,0.174,0.835,0.094,0.094,1.185,0.763,0.781,1007.000,577.400,290.200,0.034,0.029,0.013,AAA-222-111-ccc-0-0,,0877-0021052
220140691,01 09 20.545,-02 15 39.58,1,12.573,,,439-001414,01092055-0215396,,STAR,gri,rpm,-0.200,6.000,-3.100,2.800,,,13.484,0.010,12.710,0.070,,,13.093,0.020,12.446,0.080,12.350,0.290,,,11.032,0.027,10.578,0.028,10.447,0.027,,,,,,,,,5111,122,122,3.050,0.630,0.735,-0.699,0.600,0.300,4.120,6.176,1.643,0.918,0.246,0.036,0.008,0.052,0.008,1080.000,1278.000,478.800,0.035,0.029,0.012,AAA-222-111-000-0-0,,
220140731,01 09 30.707,-02 15 33.05,1,13.266,,,439-001421,01093071-0215331,,STAR,gri,rpm,-40.600,3.500,-29.800,2.100,,,14.259,0.020,13.374,0.080,,,13.809,0.030,13.067,0.080,13.034,0.350,,,11.749,0.022,11.318,0.026,11.187,0.021,,,,,,,,,5182,82,103,4.568,0.036,0.042,-0.081,0.160,0.360,0.786,0.048,0.063,0.842,0.043,0.085,1.712,0.276,0.238,279.300,26.380,17.440,0.039,0.025,0.018,AAA-222-111-000-0-0,,
220140752,01 07 57.489,-02 15 27.40,1,14.120,,,439-001388,01075748-0215272,7907-301-4-0185-0023,STAR,gri,rpm,63.800,5.000,6.900,2.700,,,15.446,0.040,14.471,0.030,,,14.978,0.030,14.081,0.060,13.753,0.020,,,12.539,0.023,12.044,0.028,11.905,0.023,,,,,,,,,4721,188,75,4.683,0.050,0.060,-0.555,0.350,0.350,0.600,0.076,0.057,0.637,0.082,0.058,2.917,0.713,0.674,274.300,47.090,25.860,0.032,0.024,0.010,AAA-222-111-000-0-0,,
220140937,01 07 10.740,-02 15 01.09,1,15.955,,,439-001370,01071074-0215007,7907-301-4-0184-0070,STAR,JHK,rpm,-4.300,2.600,-6.000,3.000,,,,,,,,,,,,,,,,,13.837,0.023,13.199,0.031,13.019,0.033,,,,,,,,,4125,311,311,4.787,0.100,0.100,-0.086,0.160,0.240,0.485,0.109,0.105,0.550,0.112,0.135,4.476,2.987,1.553,322.400,118.600,86.690,0.033,0.026,0.011,AAA-222-111-000-0-0,,
220141027,01 09 06.590,-02 14 48.44,1,19.284,,,,01090659-0214484,7907-301-4-0187-0242,STAR,gri,rpm,-9.000,8.000,31.000,8.000,,,,,,,22.536,0.297,21.259,0.040,19.760,0.019,18.437,0.010,17.734,0.018,16.407,0.096,15.781,0.131,15.596,0.185,,,,,,,,,3212,32,32,5.151,0.020,0.020,0.046,0.100,0.080,0.166,0.003,0.004,0.143,0.003,0.003,31.220,1.873,1.873,255.600,16.770,10.600,0.025,0.013,0.007,ABC-222-111-000-0-0,,
220141131,01 08 36.134,-02 14 32.06,1,17.916,,,,,7907-301-4-0186-0033,STAR,gri,,-2.000,3.000,1.000,3.000,,,,,,,18.421,0.018,18.010,0.006,17.884,0.007,17.869,0.008,17.678,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220141157,01 09 43.647,-02 14 28.56,1,12.220,,,439-001429,01094365-0214287,,STAR,gri,rpm,9.200,2.300,-12.900,1.400,,,12.696,0.020,12.136,0.070,,,12.376,0.020,11.993,0.070,12.153,0.470,,,11.115,0.024,10.884,0.026,10.811,0.025,,,,,,,,,6237,193,154,4.198,0.115,0.161,-0.101,0.180,0.240,1.418,0.331,0.228,1.199,0.112,0.134,0.392,0.222,0.183,464.500,99.120,81.690,0.036,0.030,0.015,AAA-222-111-000-0-0,,
220141296,01 08 26.335,-02 14 09.27,1,13.093,,,439-001397,01082632-0214091,,STAR,gri,rpm,16.000,1.500,3.300,4.500,,,13.767,0.020,13.230,0.040,,,13.450,0.020,13.085,0.050,12.940,0.060,,,12.065,0.024,11.791,0.027,11.727,0.025,,,,,,,,,6116,125,150,4.219,0.125,0.150,-0.274,0.200,0.240,1.255,0.298,0.204,1.027,0.124,0.103,0.456,0.300,0.207,638.800,132.700,129.500,0.031,0.025,0.009,AAA-222-111-000-0-0,,
220141540,01 08 28.054,-02 13 31.52,1,14.946,,,439-001398,01082804-0213312,7778-301-4-0431-0191,STAR,gri,rpm,-20.700,2.600,-32.600,7.500,,,17.244,0.030,15.807,0.030,,,16.675,0.060,15.321,0.070,14.205,0.030,,,12.341,0.026,11.762,0.027,11.502,0.028,,,,,,,,,3685,173,207,4.974,0.075,0.090,0.050,0.050,0.100,0.296,0.073,0.079,0.318,0.109,0.109,10.970,6.820,3.638,85.530,31.450,26.790,0.017,0.026,0.002,AAA-222-111-000-0-0,,
220141649,01 10 44.539,-02 13 14.51,1,16.701,,,,01104453-0213145,,STAR,JHK,rpm,64.000,5.000,-12.000,6.000,,,,,,,,,,,,,,,,,14.552,0.028,13.899,0.035,13.725,0.045,,,,,,,,,3951,246,246,4.931,0.075,0.090,-0.344,0.250,0.350,0.340,0.083,0.076,0.380,0.098,0.114,8.684,4.643,2.607,316.800,89.430,93.130,0.031,0.033,0.011,AAA-222-111-000-0-0,,0877-0021537
220141787,01 10 28.993,-02 12 49.69,1,11.880,,4681-389-1,439-001444,01102900-0212496,,STAR,gri,rpm,10.200,1.900,-2.900,1.900,,,12.812,0.273,12.265,0.214,,,12.233,0.010,11.843,0.050,11.728,0.050,,,10.944,0.023,10.643,0.022,10.636,0.023,,,,,,,,,6072,144,120,4.158,0.210,0.210,-0.133,0.160,0.280,1.385,0.497,0.312,1.094,0.139,0.139,0.342,0.372,0.178,408.500,151.200,94.310,0.031,0.022,0.011,AAA-222-111-000-0-0,,
220141896,01 06 50.009,-02 12 31.07,1,13.720,,,439-001365,01065000-0212312,,STAR,gri,rpm,24.000,1.800,15.700,1.900,,,14.376,0.020,13.854,0.040,,,14.059,0.020,13.724,0.050,13.575,0.030,,,12.731,0.022,12.418,0.023,12.409,0.026,,,,,,,,,6085,121,121,4.337,0.120,0.300,-0.787,0.300,0.360,1.029,0.429,0.164,0.853,0.043,0.060,0.787,0.364,0.494,668.900,271.600,104.800,0.033,0.025,0.011,AAA-222-111-000-0-0,,
220142011,01 07 57.788,-02 12 14.45,1,13.803,,,439-001389,01075779-0212142,,STAR,gri,rpm,1.400,4.800,-18.700,3.200,,,14.292,0.030,13.842,0.050,,,13.997,0.010,13.738,0.060,13.580,0.030,,,12.830,0.023,12.578,0.024,12.527,0.026,,,,,,,,,6209,125,100,4.236,0.105,0.147,-0.803,0.420,0.300,1.178,0.219,0.135,0.865,0.137,0.034,0.537,0.230,0.211,848.200,155.700,111.200,0.028,0.016,0.008,AAA-222-111-000-0-0,,
220142089,01 07 45.278,-02 12 00.83,1,18.259,,,,01074527-0212008,,STAR,J,rpm,-8.000,4.000,10.000,2.000,,,,,,,,,,,,,,,,,16.698,0.134,15.545,0.125,15.214,0.144,,,,,,,,,3909,313,313,4.907,0.110,0.110,-0.266,0.250,0.350,0.353,0.106,0.109,0.386,0.150,0.150,7.365,6.350,2.978,877.800,367.800,340.000,0.038,0.031,0.016,BBB-222-111-000-0-0,,0877-0020451
220142109,01 09 56.101,-02 11 58.22,1,10.733,,4681-513-1,440-001497,01095609-0211582,,STAR,gri,rpm,4.900,1.700,-3.600,1.700,,,11.656,0.100,10.859,0.073,,,11.260,0.030,10.377,0.060,10.507,0.650,,,8.881,0.024,8.373,0.023,8.210,0.023,,,,,,,,,4759,95,76,2.474,0.340,0.102,-0.188,0.160,0.160,10.941,0.622,2.793,1.271,0.479,0.200,9.741e-4,0.002,2.145e-4,891.500,55.870,206.500,0.037,0.031,0.014,AAA-111-111-000-0-0,,
220142506,01 08 09.210,-02 10 59.40,1,12.401,,,440-001451,01080921-0210590,,STAR,gri,rpm,28.200,1.300,-27.500,3.000,,,13.549,0.020,12.675,0.050,,,13.098,0.030,12.378,0.060,12.102,0.020,,,11.014,0.023,10.666,0.030,10.481,0.025,,,,,,,,,5341,94,156,4.519,0.045,0.072,0.005,0.150,0.180,0.851,0.092,0.060,0.914,0.055,0.066,1.378,0.317,0.333,223.100,37.340,20.570,0.040,0.025,0.021,AAA-222-111-000-0-0,,
220142631,01 07 15.246,-02 10 40.31,1,13.623,,,440-001430,01071524-0210404,,STAR,gri,rpm,11.400,1.600,-11.900,1.900,,,14.325,0.020,13.770,0.050,,,13.998,0.020,13.596,0.060,13.463,0.050,,,12.625,0.024,12.296,0.029,12.282,0.028,,,,,,,,,5965,143,179,4.322,0.126,0.273,-0.357,0.250,0.350,1.085,0.439,0.155,0.934,0.109,0.091,0.709,0.328,0.424,691.100,276.100,126.200,0.031,0.020,0.011,AAA-222-111-000-0-0,,
