EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,logg,[Fe/H],Radius,mass,rho,Distance,E(B-V)
201533022,10 52 33.034,+01 01 54.45,1,18.168,,,,10523303+0101544,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.617,0.149,,,15.371,0.186,,,,,,,,
201533293,10 50 11.745,+01 02 09.78,1,17.423,,,,10501174+0102097,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,14.891,0.04,14.184,0.043,13.915,0.054,3967,4.85,-0.157,0.426,0.478,6.016,436.4,0.033
201533904,10 55 20.032,+01 02 42.10,1,17.512,,,,10552003+0102421,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.015,0.105,15.149,0.105,14.746,0.132,3879,4.919,-0.21,0.352,0.379,7.688,603.2,0.033
201534016,10 49 57.144,+01 02 47.30,1,14.186,,,456-049715,10495714+0102473,,STAR,gri,6.3,3.9,-4.1,3.5,,,15.5,0.05,14.462,0.01,,,14.963,0.02,14.086,0.06,13.853,0.03,,,12.723,0.023,12.208,0.026,12.097,0.027,4856,4.571,-0.138,0.772,0.83,1.758,411.7,0.033
201534208,10 50 47.039,+01 02 59.46,1,17.762,,,,10504703+0102594,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.247,0.113,15.479,0.113,14.98,0.157,3761,4.965,-0.21,0.3,0.323,9.802,544.6,0.032
201534265,10 54 53.866,+01 03 02.88,1,17.481,,,,10545386+0103028,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.986,0.095,15.282,0.107,14.851,0.133,3769,4.949,-0.21,0.298,0.331,9.645,489.4,0.032
201534464,10 54 46.354,+01 03 14.63,1,11.924,,255-114-1,456-049829,10544634+0103148,,STAR,gri,-8.2,2.7,-16.6,3.2,,,12.981,0.311,12.218,0.203,,,12.326,0.03,11.867,0.01,11.751,0.03,,,10.9,0.022,10.608,0.024,10.551,0.023,5934,4.219,-0.059,1.304,1.089,0.449,364.3,0.034
201534490,10 51 51.785,+01 03 15.97,1,18.206,,,,10515178+0103159,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.651,0.155,,,,,,,,,,,,
201534952,10 54 17.135,+01 03 40.46,1,17.828,,,,10541713+0103404,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.308,0.118,15.29,0.096,14.75,0.133,3752,4.967,-0.223,0.302,0.319,9.148,568.8,0.032
201534973,10 52 28.590,+01 03 41.29,1,16.418,,,,10522859+0103412,,EXTENDED,J,,,,,,,,,,,,,,,,,,,,,14.998,0.137,14.377,0.153,13.788,0.123,,,,,,,,
201535046,10 52 28.187,+01 03 45.91,1,14.439,,,456-049778,10522817+0103457,,STAR,gri,-14.7,5.7,13.6,6,,,14.332,0.01,14.414,0.01,,,14.273,0.01,14.494,0.02,14.571,0.02,,,15.217,0.11,15.24,0.164,,,,,,,,,,
201535312,10 51 52.260,+01 03 58.32,1,17.32,,,,10515226+0103583,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,14.828,0.039,14.237,0.043,13.88,0.051,3547,5.045,-0.045,0.239,0.226,16.63,198,0.026
201535357,10 53 51.124,+01 04 00.21,1,13.321,,,456-049806,10535111+0104001,,STAR,gri,-33.1,1.8,-17,2,,,14.646,0.01,13.663,0.01,,,14.162,0.01,13.264,0.01,12.961,0.01,,,11.785,0.026,11.24,0.024,11.163,0.024,4751,4.639,-0.152,0.683,0.747,2.309,222.5,0.031
201535442,10 55 21.816,+01 04 04.29,1,13.851,,,456-049854,10552181+0104042,,STAR,gri,-88.1,5.6,-54.8,3,,,15.613,0.06,14.344,0.04,,,14.933,0.15,13.858,0.01,13.387,0.01,,,12.07,0.029,11.42,0.024,11.295,0.027,4113,4.807,-0.242,0.469,0.529,4.909,141.9,0.021
201535570,10 54 28.172,+01 04 12.31,1,17.801,,,,10542817+0104123,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.283,0.141,15.618,0.15,14.993,0.14,3713,4.997,-0.21,0.274,0.278,12.44,537.6,0.032
201535603,10 54 29.114,+01 04 14.37,1,17.768,,,,10542911+0104143,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,15.232,0.081,14.563,0.1,14.251,0.11,3949,4.89,-0.176,0.361,0.421,6.915,430.3,0.031
201535752,10 52 20.854,+01 04 22.38,1,10.406,,255-145-1,456-049774,10522085+0104223,,STAR,BV,-10.2,2.6,1.4,2.7,,,12.068,0.216,10.681,0.071,,,,,,,,,,,5.944,0.026,,,4.732,0.024,,,,,,,,
201535842,10 54 54.606,+01 04 27.48,1,12.021,,,456-049834,10545460+0104273,,STAR,gri,-17,3.1,-149.6,3.3,,,13.637,0.01,12.441,0.01,,,13.098,0.01,11.933,0.02,11.56,0.02,,,10.245,0.03,9.641,0.024,9.51,0.023,4323,4.765,-0.33,0.515,0.572,3.965,71.95,0.014
201536228,10 51 47.140,+01 04 48.50,1,18.258,,,,10514713+0104485,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.697,0.158,15.844,0.146,15.219,0.181,3677,4.99,-0.23,0.267,0.288,13.13,603.9,0.033
201536283,10 54 22.199,+01 04 51.11,1,14.767,,,456-049819,10542219+0104511,,STAR,gri,-21.9,2.7,-6.4,3.1,,,15.85,0.02,14.95,0.03,,,15.374,0.01,14.685,0.03,14.507,0.03,,,13.384,0.024,12.886,0.027,12.836,0.028,5160,4.584,-0.26,0.746,0.789,1.832,565.9,0.034
201536340,10 51 52.212,+01 04 54.00,1,15.654,,,456-049759,10515220+0104538,,STAR,gri,-49.1,3.1,-21.8,3.4,,,17.864,0.16,16.299,0.07,,,17.184,0.03,15.756,0.13,14.999,0.03,,,13.413,0.027,12.756,0.023,12.575,0.032,3875,4.882,-0.089,0.398,0.439,6.853,208.9,0.028
201536408,10 52 01.206,+01 04 57.45,1,14.406,,,456-049763,10520121+0104574,,STAR,gri,-14.4,2.6,4.1,2.9,,,16.314,0.07,14.883,0.01,,,15.658,0.04,14.37,0.03,13.869,0.05,,,12.417,0.028,11.733,0.026,11.674,0.03,4108,4.794,-0.068,0.493,0.563,4.523,173.9,0.028
201536858,10 55 15.856,+01 05 22.71,1,12.327,,,456-049851,10551585+0105225,,STAR,gri,17,1.6,-8.7,1.9,,,13.082,0.01,12.448,0.01,,,12.72,0.01,12.26,0.01,12.159,0.03,,,11.312,0.027,11.011,0.023,10.985,0.024,5944,4.289,-0.071,1.177,1.075,0.608,421.4,0.033
201536969,10 55 00.377,+01 05 29.36,1,18.065,,,,10550037+0105293,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.524,0.155,15.914,0.157,15.308,0.197,3697,4.99,-0.23,0.265,0.295,11.37,611.8,0.033
201537060,10 54 56.125,+01 05 35.24,1,13.473,,,456-049836,10545612+0105350,,STAR,gri,-7,1.7,-4.7,1.9,,,14.624,0.02,13.71,0.01,,,14.138,0.01,13.43,0.01,13.188,0.03,,,12.073,0.027,11.594,0.023,11.531,0.025,5029,3.18,-0.535,3.914,0.923,0.014,1582,0.031
201537082,10 50 16.038,+01 05 36.52,1,12.469,,,456-049727,10501604+0105364,,STAR,gri,-17.1,1.2,2,3.1,,,13.13,0.03,12.561,0.01,,,12.797,0.02,12.39,0.03,12.328,0.01,,,11.55,0.026,11.275,0.023,11.223,0.019,6116,4.217,-0.133,1.286,1.1,0.452,510.2,0.032
201537266,10 51 46.052,+01 05 45.60,1,8.521,53098,255-169-1,456-049756,10514604+0105456,,STAR,BV,-3.2,1.15,-5.9,0.86,1.83,1.11,10.343,0.051,8.829,0.018,,,,,,,,,,,6.195,0.023,5.494,0.04,5.242,0.023,4184,1.661,-0.124,27.162,1.254,5.40E-05,546.4,0.034
201537290,10 54 31.653,+01 05 46.99,1,12.736,,,456-049825,10543165+0105468,,STAR,gri,-13.2,1.3,11,1.6,,,13.565,0.01,12.882,0.01,,,13.186,0.03,12.695,0.02,12.543,0.06,,,11.674,0.022,11.358,0.024,11.294,0.023,5836,4.381,-0.105,1.059,1.012,0.824,426.4,0.036
201537753,10 54 06.491,+01 06 10.78,1,13.305,,,456-049813,10540649+0106107,,STAR,gri,-24.3,1.8,2.6,1.8,,,14.522,0.01,13.575,0.01,,,14.021,0.02,13.285,0.02,12.998,0.04,,,11.825,0.024,11.325,0.023,11.2,0.024,5011,4.556,-0.467,0.792,0.854,1.679,290.5,0.03
201537768,10 50 12.608,+01 06 11.66,1,12.408,,,456-049723,10501261+0106115,,STAR,gri,-43.3,2.7,16,3.5,,,13.207,0.06,12.522,0.01,,,12.804,0.02,12.327,0.03,12.238,0.04,,,11.314,0.027,11.069,0.023,10.972,0.023,5913,4.296,-0.095,1.202,1.034,0.577,417,0.034
201538142,10 55 09.322,+01 06 32.65,1,14.162,,,456-049845,10550931+0106326,,STAR,gri,-3.1,3.5,2.5,3.7,,,15.256,0.01,14.324,0.03,,,14.781,0.01,14.048,0.05,13.897,0.13,,,12.774,0.024,12.317,0.023,12.206,0.025,5136,3.63,-0.482,2.482,0.965,0.06,1416,0.033
201538470,10 54 54.040,+01 06 52.21,1,18.233,,,,10545403+0106522,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.675,0.158,16,0.17,15.171,0.182,3628,5.023,-0.23,0.246,0.257,14.33,564.4,0.032
201538819,10 53 25.890,+01 07 12.00,1,12.428,,,456-049798,10532587+0107118,,STAR,gri,-101.2,1.9,-31.9,1.7,,,13.695,0.01,12.682,0.03,,,13.184,0.01,12.305,0.01,12.104,0.09,,,10.953,0.03,10.471,0.024,10.348,0.024,4823,4.606,-0.007,0.719,0.788,1.994,164,0.025
201539231,10 55 10.929,+01 07 34.49,1,11.715,,,456-049848,10551092+0107344,,STAR,gri,18.2,1.9,-45.1,1.8,,,13.306,0.01,12.106,0.03,,,12.77,0.02,11.598,0.01,11.263,0.07,,,10.026,0.024,9.385,0.023,9.286,0.022,4272,4.744,-0.026,0.555,0.627,3.596,70.09,0.013
201539398,10 55 23.496,+01 07 43.81,1,17.869,,,,10552349+0107438,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.346,0.162,,,15.129,0.166,,,,,,,,
201539438,10 54 04.160,+01 07 46.08,1,18.074,,,,10540415+0107460,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.532,0.17,15.937,0.176,,,,,,,,,,
201539638,10 50 16.729,+01 07 56.52,1,18.131,,,,10501672+0107565,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.584,0.145,16.121,0.181,15.277,0.193,3635,4.999,-0.23,0.247,0.262,13.8,539.5,0.032
201539764,10 53 39.276,+01 08 03.48,1,11.744,,,456-049802,10533926+0108034,,STAR,gri,29.4,1.2,3.2,1.2,,,12.609,0.01,11.892,0.01,,,12.212,0.01,11.659,0.04,11.543,0.07,,,10.549,0.024,10.226,0.026,10.107,0.019,5681,4.4,-0.009,1.043,1.02,0.902,242.5,0.031
201540028,10 55 09.810,+01 08 16.82,1,14.812,,,456-049846,10550980+0108168,,STAR,gri,-25.5,3.8,8.9,9.9,,,16.045,0.02,15.114,0.04,,,15.529,0.04,14.752,0.05,14.505,0.07,,,13.457,0.026,12.954,0.027,12.954,0.038,5018,4.609,-0.27,0.714,0.76,2.066,540.4,0.031
201540068,10 54 22.011,+01 08 19.10,1,17.3,,,,10542201+0108191,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,14.793,0.034,14.104,0.039,13.836,0.049,3926,4.854,-0.117,0.408,0.455,6.164,409.1,0.033
201540114,10 52 55.521,+01 08 21.90,1,18.428,,,,10525552+0108219,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.861,0.153,,,,,,,,,,,,
201540509,10 50 28.404,+01 08 44.34,1,16.31,,,,10502840+0108443,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,14.043,0.028,13.459,0.026,13.18,0.034,3555,5.031,-0.037,0.248,0.231,15.18,147.6,0.023
201540596,10 53 25.249,+01 08 49.08,1,17.951,,,,10532524+0108490,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.421,0.126,15.643,0.14,14.811,0.138,3631,5.015,-0.15,0.244,0.244,14.33,447.8,0.032
201541160,10 52 14.164,+01 09 19.71,1,13.794,,,456-049771,10521416+0109196,,STAR,gri,5.6,4,-148.3,5.6,,,15.378,0.01,14.213,0.01,,,14.844,0.03,13.706,0.01,13.344,0.03,,,11.964,0.026,11.348,0.023,11.226,0.025,4269,4.829,-0.487,0.446,0.499,5.248,137.3,0.029
201541319,10 50 03.229,+01 09 28.58,1,15.784,,,,10500322+0109285,,STAR,J,,,,,,,,,,,,,,,,,,,,,14.41,0.083,13.676,0.082,13.231,0.069,3725,4.948,-0.09,0.314,0.319,9.348,235.2,0.029
201541533,10 53 37.220,+01 09 42.03,1,17.754,,,,10533721+0109420,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.24,0.112,15.666,0.135,14.553,0.105,2386,5.312,-0.105,0.104,0.081,70.69,101.1,0.017
201541597,10 50 52.147,+01 09 44.78,1,16.266,,,,10505214+0109447,,STAR,J,,,,,,,,,,,,,,,,,,,,,14.857,0.104,14.23,0.103,13.793,0.104,3800,4.92,-0.136,0.327,0.354,8.222,320.2,0.03
201541633,10 54 49.605,+01 09 46.82,1,17.684,,,,10544960+0109468,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.175,0.108,15.528,0.123,14.751,0.129,3570,5.035,-0.125,0.247,0.235,15.08,397.4,0.031
201541942,10 51 22.498,+01 10 04.47,1,12.978,,,456-049746,10512248+0110045,,STAR,gri,-17.6,1.4,2.9,1.8,,,13.939,0.05,13.186,0.01,,,13.503,0.02,12.967,0.04,12.752,0.26,,,11.972,0.023,11.678,0.023,11.604,0.019,5793,4.393,-0.063,1.042,1.014,0.847,478.9,0.036
201542238,10 52 07.922,+01 10 20.07,1,14.274,,,456-049764,10520791+0110200,,STAR,gri,12.4,2.3,16.2,2.8,,,15.436,0.05,14.497,0.02,,,14.929,0.03,14.208,0.02,13.993,0.05,,,12.902,0.03,12.427,0.023,12.337,0.028,5072,4.608,-0.277,0.717,0.767,2.052,420.5,0.033
201542617,10 52 48.026,+01 10 38.91,1,11.292,,255-268-1,456-049783,10524800+0110389,,STAR,gri,,,,,,,12.772,0.334,11.536,0.142,,,12.192,0.01,11.225,0.01,10.906,0.04,,,9.585,0.026,8.923,0.036,8.789,0.021,4520,2.161,-0.339,12.784,0.976,4.51E-04,1370,0.033
201542641,10 51 23.752,+01 10 40.00,1,15.894,,,,10512375+0110400,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,13.669,0.023,13.013,0.027,12.819,0.03,4022,4.842,-0.09,0.43,0.501,5.508,262.4,0.03
201542794,10 55 10.134,+01 10 49.43,1,11.148,,255-682-1,456-049847,10551013+0110494,,STAR,gri,-16.5,1.6,-0.4,1.6,,,11.631,0.081,11.147,0.084,,,11.362,0.01,11.055,0.02,11.056,0.06,,,10.379,0.026,10.176,0.027,10.128,0.022,6466,4.136,-0.027,1.562,1.306,0.305,378.9,0.031
201543219,10 50 44.461,+01 11 10.13,1,18.902,,,,10504446+0111101,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,16.294,0.127,15.539,0.119,15.2,0.2,3883,4.919,-0.26,0.336,0.363,9.095,629.5,0.033
201543306,10 51 01.545,+01 11 14.58,1,14.103,,,456-049736,10510154+0111146,,STAR,gri,-17.8,2.6,-8.7,2.5,,,15.317,0.03,14.38,0.01,,,14.815,0.03,14.065,0.02,13.797,0.14,,,12.713,0.027,12.264,0.023,12.156,0.023,5076,4.576,-0.038,0.777,0.836,1.756,423.5,0.031
201543603,10 50 09.303,+01 11 31.30,1,19.036,,,,10500930+0111313,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,16.495,0.143,16.131,0.2,15.508,0.214,3779,4.964,-0.275,0.283,0.331,10.95,646.9,0.033
201543643,10 55 26.327,+01 11 33.62,1,11.565,,,456-049857,10552633+0111335,,STAR,gri,5,1.6,-20.2,1.2,,,12.545,0.01,11.73,0.01,,,12.104,0.01,11.461,0.01,11.334,0.07,,,10.42,0.026,10.038,0.024,9.962,0.023,5351,3.878,-0.049,1.938,0.989,0.131,395.3,0.03
201543764,10 54 31.537,+01 11 39.49,1,14.017,,,456-049824,10543153+0111393,,STAR,gri,-169.4,9.7,-195.7,5.3,,,15.247,0.04,14.29,0.02,,,14.759,0.05,13.978,0.03,13.699,0.03,,,12.532,0.021,12.054,0.023,11.944,0.024,4200,4.929,-0.847,0.353,0.387,7.792,120.6,0.022
201543946,10 53 10.129,+01 11 50.16,1,12.421,,,456-049792,10531012+0111501,,STAR,gri,-68.5,1.3,-1,1.8,,,13.408,0.01,12.58,0.03,,,12.971,0.01,12.33,0.01,12.185,0.04,,,11.192,0.026,10.805,0.023,10.721,0.021,5356,4.542,-0.104,0.825,0.887,1.53,248.5,0.027
201544078,10 50 07.211,+01 11 58.57,1,12.296,,,456-049720,10500721+0111584,,STAR,gri,-38.8,2.3,3.7,1.6,,,13.523,0.04,12.569,0.01,,,13.044,0.04,12.208,0.03,11.975,0.03,,,10.837,0.026,10.336,0.023,10.208,0.021,4898,4.599,-0.021,0.744,0.818,1.883,164.4,0.028
201544130,10 53 14.712,+01 12 01.43,1,14.918,,,457-048078,10531470+0112012,,STAR,gri,-9.2,2.8,1.9,3.1,,,15.315,0.04,14.914,0.06,,,15.062,0.05,14.871,0.02,14.873,0.08,,,13.927,0.026,13.782,0.03,13.68,0.048,6652,2.921,-1.928,5.038,0.817,0.006,6096,0.026
201544419,10 51 09.929,+01 12 16.10,1,16.593,,,,10510992+0112161,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,14.162,0.034,13.519,0.027,13.242,0.041,3697,4.979,-0.072,0.293,0.319,11.39,206.6,0.028
201544546,10 52 53.881,+01 12 21.93,1,12.702,,,457-048070,10525387+0112218,,STAR,gri,-3.8,1.3,-0.5,2.1,,,13.478,0.01,12.82,0.01,,,13.115,0.01,12.646,0.01,12.525,0.03,,,11.668,0.031,11.336,0.03,11.286,0.029,5850,4.26,-0.145,1.218,1.018,0.512,491.4,0.035
201544875,10 54 17.537,+01 12 39.55,1,18.499,,,,10541753+0112395,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,16.213,0.117,15.71,0.127,15.344,0.211,3859,4.946,-0.275,0.313,0.36,9.095,645.5,0.033
201545447,10 50 37.931,+01 13 07.65,1,14.003,,,457-048025,10503791+0113075,,STAR,gri,-65.3,6.8,35.6,5.5,,,15.469,0.04,14.395,0.03,,,14.939,0.04,13.919,0.03,13.602,0.12,,,12.324,0.023,11.739,0.027,11.656,0.028,4547,4.679,-0.23,0.607,0.664,2.82,237.8,0.031
201545612,10 55 27.353,+01 13 15.78,1,18.271,,,,10552735+0113157,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.716,0.177,15.861,0.146,15.313,0.189,3716,4.99,-0.23,0.272,0.305,11.19,631.8,0.033
201545760,10 50 30.017,+01 13 23.50,1,19.239,,,,10503001+0113235,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,16.464,0.139,15.62,0.159,15.316,0.214,3894,4.919,-0.28,0.317,0.366,8.716,681.2,0.033
201546244,10 53 54.350,+01 13 48.62,1,16.821,,,,10535435+0113486,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,15.119,0.037,14.594,0.057,14.431,0.085,3949,4.869,-0.266,0.358,0.428,6.8,416.7,0.03
201546399,10 53 51.488,+01 13 56.53,1,17.797,,,,10535148+0113565,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.279,0.126,15.733,0.147,15.164,0.191,3764,4.965,-0.26,0.287,0.309,11.31,583.7,0.032
201546603,10 52 23.987,+01 14 07.44,1,14.006,,,457-048059,10522397+0114073,,STAR,gri,6.5,2.5,-33.2,3.1,,,15.607,0.04,14.412,0.01,,,15.045,0.01,13.924,0.01,13.56,0.08,,,12.165,0.026,11.601,0.023,11.48,0.028,4372,4.715,-0.043,0.582,0.656,3.186,199.9,0.025
201546666,10 54 46.407,+01 14 11.09,1,12.752,,,457-048116,10544641+0114109,,STAR,gri,5.6,1.4,-22.3,1.6,,,13.581,0.02,12.892,0.02,,,13.206,0.04,12.678,0.02,12.557,0.06,,,11.64,0.021,11.25,0.023,11.234,0.024,5586,4.456,-0.136,0.933,0.943,1.131,349.4,0.029
201546740,10 53 57.878,+01 14 14.59,1,17.051,,,,10535787+0114145,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,14.987,0.048,14.342,0.039,14.185,0.078,4059,4.825,-0.218,0.437,0.502,5.364,509.6,0.032
201547081,10 53 21.920,+01 14 34.57,1,18.611,,,,10532191+0114345,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,16.098,0.095,15.61,0.119,15.137,0.184,3771,4.965,-0.26,0.293,0.321,9.802,532.8,0.032
201547520,10 54 32.056,+01 14 59.90,1,18.489,,,,10543205+0114598,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,16.099,0.108,15.648,0.144,15.195,0.185,3859,4.936,-0.26,0.309,0.352,9.372,558.8,0.032
201547784,10 52 27.238,+01 15 13.87,1,15.446,,,,10522723+0115138,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,13.297,0.035,12.659,0.026,12.47,0.024,3885,4.883,-0.104,0.382,0.425,7.14,196,0.027
201547827,10 54 14.932,+01 15 16.44,1,13.052,,,457-048103,10541493+0115164,,STAR,JHK,3.9,1.6,9.1,1.9,,,,,,,,,,,,,,,,,11.732,0.024,11.288,0.024,11.23,0.022,5165,3.411,-0.605,3.005,0.906,0.027,1065,0.031
201547929,10 55 04.074,+01 15 21.81,1,15.249,,,457-048125,10550406+0115217,,STAR,JHK,-70,3.2,24.9,3.4,,,,,,,,,,,,,,,,,13.216,0.026,12.584,0.023,12.423,0.03,3961,4.871,-0.159,0.407,0.459,6.541,194.3,0.027
201547974,10 54 14.014,+01 15 24.42,1,12.851,,,457-048101,10541401+0115244,,STAR,JHK,-85.8,2,-50.8,3.8,,,,,,,,,,,,,,,,,11.254,0.024,10.703,0.024,10.606,0.024,4785,4.635,-0.232,0.665,0.715,2.343,163.7,0.022
201548163,10 52 37.724,+01 15 34.12,1,17.171,,,,10523772+0115341,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.697,0.096,14.776,0.096,14.416,0.102,3985,4.877,-0.21,0.391,0.426,6.551,601,0.033
201548209,10 51 49.066,+01 15 35.92,1,17.972,,,,10514906+0115359,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.44,0.147,15.628,0.153,,,,,,,,,,
201548410,10 53 57.630,+01 15 46.63,1,13.317,,,457-048093,10535763+0115466,,STAR,gri,-58.3,1.6,-9.4,1.8,,,14.147,0.05,13.472,0.02,,,13.78,0.01,13.254,0.02,13.119,0.05,,,12.169,0.029,11.833,0.026,11.781,0.025,5634,4.506,-0.444,0.833,0.825,1.342,385,0.029
201548709,10 54 32.529,+01 16 03.55,1,11.817,,255-380-1,457-048108,10543253+0116034,,STAR,gri,-42.1,2.5,4.9,2.7,,,12.672,0.23,12.42,0.213,,,12.14,0.01,11.742,0.01,11.679,0.05,,,10.859,0.021,10.619,0.023,10.516,0.019,6114,4.276,-0.173,1.224,1.068,0.551,352.4,0.031
201549151,10 50 31.136,+01 16 28.08,1,16.114,,,,10503113+0116280,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,13.77,0.029,13.153,0.03,12.882,0.035,3625,5.005,-0.08,0.269,0.269,12.56,152.3,0.024
201549904,10 52 49.370,+01 17 12.16,1,17.775,,,,10524936+0117121,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.259,0.117,15.573,0.132,14.842,0.134,3621,5.023,-0.165,0.26,0.25,13.16,434.9,0.032
201550061,10 50 08.898,+01 17 20.19,1,11.413,,255-404-1,457-048015,10500890+0117202,,STAR,gri,21,2.4,-22.6,2.5,,,12.122,0.172,11.615,0.148,,,11.84,0.03,11.329,0.09,11.229,0.03,,,10.338,0.026,10.057,0.023,10.005,0.021,5992,4.251,-0.08,1.276,1.085,0.488,287.1,0.03
201550447,10 50 11.192,+01 17 42.20,1,18.348,,,,10501119+0117422,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,15.83,0.091,15.132,0.093,14.866,0.148,3912,4.89,-0.26,0.351,0.392,7.283,596,0.032
201550492,10 54 16.396,+01 17 44.79,1,12.838,,,457-048104,10541639+0117448,,STAR,gri,-8.3,1.3,4.5,1.6,,,13.584,0.04,12.956,0.06,,,13.223,0.01,12.79,0.07,12.673,0.04,,,11.846,0.024,11.555,0.024,11.538,0.025,6023,4.228,-0.145,1.263,1.068,0.492,560.2,0.033
201550590,10 52 58.518,+01 17 49.59,1,18.142,,,,10525851+0117495,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,16,0.1,15.676,0.121,15.175,0.188,3984,4.893,-0.39,0.376,0.393,7.283,690.2,0.032
201550623,10 53 19.778,+01 17 51.33,1,14.512,,,457-048082,10531976+0117512,,STAR,gri,-4.5,2.4,0.4,2.8,,,15.9,0.05,14.88,0.02,,,15.416,0.05,14.482,0.1,14.124,0.05,,,12.942,0.024,12.429,0.026,12.333,0.019,4815,4.597,0.119,0.745,0.816,1.91,424.5,0.031
201550922,10 52 18.837,+01 18 05.89,1,16.734,,,,10521883+0118058,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,14.731,0.039,14.033,0.037,13.947,0.059,4209,4.762,-0.157,0.513,0.561,4.077,541.9,0.032
201551184,10 51 05.253,+01 18 19.20,1,17.568,,,,10510525+0118192,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.067,0.11,15.349,0.108,14.658,0.12,3621,5.021,-0.125,0.241,0.246,14.99,425.2,0.032
201551341,10 50 45.293,+01 18 27.10,1,17.889,,,,10504529+0118271,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.364,0.148,15.466,0.119,14.805,0.13,3613,5,-0.165,0.244,0.27,13.13,476,0.032
201551935,10 54 47.174,+01 19 00.09,1,14.622,,,457-048118,10544717+0118599,,STAR,gri,2.2,2.6,-1.4,2.9,,,15.644,0.02,14.831,0.04,,,15.232,0.02,14.599,0.06,14.361,0.07,,,13.242,0.024,12.731,0.023,12.684,0.031,5063,2.948,-0.892,4.552,0.868,0.006,3236,0.028
201552138,10 55 01.806,+01 19 11.73,1,17.454,,,,10550180+0119117,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.961,0.102,15.21,0.111,14.578,0.114,3679,4.988,-0.165,0.271,0.268,12.44,408.3,0.032
201552190,10 51 24.767,+01 19 14.04,1,16.043,,,457-048042,10512475+0119138,,STAR,BV,-4.3,2.9,4,3.7,,,16.47,0.31,16.074,0.38,,,16.139,0.32,,,,,,,14.781,0.036,14.727,0.054,14.676,0.103,7484,3.209,-2.105,3.589,0.808,0.015,7499,0.036
201552410,10 52 11.973,+01 19 26.55,1,14.888,,,457-048055,10521197+0119265,,STAR,gri,-5.8,2.5,1.8,2.7,,,15.962,0.05,15.124,0.01,,,15.499,0.01,14.856,0.03,14.626,0.08,,,13.527,0.027,13.013,0.023,12.908,0.025,5077,3.106,-0.852,3.99,0.882,0.011,2949,0.032
201552784,10 55 01.080,+01 19 46.57,1,14.892,,,,10550108+0119465,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,12.625,0.027,12.074,0.026,11.762,0.028,3450,5.077,-0.028,0.204,0.194,21.35,63.65,0.012
