EPIC,KepMag,Kmag,Teff,Radius,mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer,float,float,integer,float,float,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457326,17.102,14.447,3751,0.318,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457334,14.58,12.631,5091,4.591,0.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457337,14.844,12.071,3960,0.442,0.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457338,13.251,10.892,4628,9.826,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457394,11.488,10.222,6483,1.578,1.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457396,17.097,14.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457463,12.459,10.713,5293,2.523,0.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457468,16.698,12.589,3312,0.175,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457505,17.752,15.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457547,16.459,13.634,3959,0.301,0.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457556,14.227,12.402,5214,0.797,0.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457573,16.208,13.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457586,11.544,9.197,4647,10.195,1.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457624,12.887,10.433,4568,13.381,0.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457639,16.889,12.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457649,16.117,13.096,3737,0.251,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457659,16.551,14.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457665,18.558,14.489,3769,0.327,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457682,13.846,11.723,4762,0.702,0.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457683,16.869,14.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457685,14.064,12.155,5122,0.603,0.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457686,16.908,13.55,3424,0.198,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457702,16.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457722,14.69,11.824,3933,0.396,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457725,14.196,11.824,4563,0.629,0.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457727,12.001,10.823,6482,1.495,1.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457728,12.955,11.58,5960,1.217,0.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457770,16.543,15.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457777,15.054,11.884,3831,0.383,0.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457793,17.449,14.707,3621,0.244,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457801,14.2,12.379,4812,0.448,0.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457816,12.828,10.786,4958,3.244,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457824,17.228,14.62,3740,0.303,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457835,11.709,10.428,6219,1.565,1.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457867,15.334,12.254,3604,0.28,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457919,17.583,14.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457936,11.77,10.621,6473,1.482,1.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457941,12.827,11.139,5318,0.893,0.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457944,12.966,11.433,5656,0.911,0.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457966,12.311,10.917,5881,1.092,1.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248457999,12.722,11.333,6139,1.354,1.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458009,12.829,11.311,5737,0.91,0.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458014,11.399,10.324,6931,1.658,1.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458017,17.556,13.76,3742,0.312,0.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458027,18.092,15.33,3923,0.343,0.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458038,18.129,15.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458060,12.963,11.039,5181,3.998,0.897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458066,17.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458088,15.055,11.331,3637,0.312,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458115,17.642,14.94,3802,0.321,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458118,14.84,11.99,3995,0.453,0.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458161,17.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458176,17.269,14.507,3714,0.297,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458184,14.538,12.747,5274,0.799,0.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458187,18.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458209,16.608,14.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458231,14.665,12.95,5299,0.765,0.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458238,18.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458240,18.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458242,15.723,13.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458259,18.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458266,18.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458268,15.47,12.234,3832,0.368,0.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458269,17.077,13.174,3634,0.266,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458287,12.072,10.854,6112,1.218,1.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458290,16.716,14.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458306,17.644,14.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458313,18.401,14.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458326,16.43,13.776,3467,0.213,0.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458330,16.343,13.88,4871,0.669,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458339,9.955,6.964,4115,44.908,0.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458371,17.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458376,17.465,14.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458394,18.158,15.128,3951,0.206,0.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458404,17.692,15.153,3900,0.358,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458445,16.617,14.369,4316,0.451,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458463,13.833,11.767,4812,0.765,0.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458467,11.504,10.074,6053,1.147,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458497,18.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458523,16.585,14.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458536,17.554,14.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458541,14.285,11.441,4004,0.459,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458551,12.763,11.367,6078,1.359,1.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458554,16.164,13.664,3987,0.435,0.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458581,15.935,13.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458592,10.244,8.202,4969,10.203,0.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458646,17.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458651,18.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458653,12.368,10.859,6014,1.213,1.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458659,17.898,15.116,3713,0.287,0.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458669,16.917,14.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458689,16.826,14.143,4268,0.518,0.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458691,18.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458697,16.4,13.207,3639,0.258,0.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458721,17.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458726,16.253,13.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458766,17.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458769,17.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458793,17.992,15.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458829,15.419,12.476,3986,0.447,0.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458833,11.11,9.497,5631,0.91,0.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458873,16.731,13.734,3954,0.402,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458927,17.056,15.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458939,18.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458944,18.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458955,14.306,12.131,4895,0.702,0.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458967,15.049,11.631,3590,0.303,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248458975,15.948,13.229,3834,0.241,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459007,17.189,15.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459027,10.86,8.596,4765,7.018,1.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459052,16.814,14.013,3683,0.288,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459053,10.964,9.756,6284,1.514,1.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459060,12.865,11.071,5324,0.797,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459065,10.973,9.13,5053,7.591,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459135,11.755,10.156,5758,1.063,0.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459152,18.062,15.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459164,14.537,12.044,4391,0.577,0.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459206,16.526,14.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459214,17.871,15.111,3720,0.279,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459254,18.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459259,18.309,15.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459264,17.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459267,16.709,13.852,4143,0.462,0.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459295,18.201,15.379,3937,0.339,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459299,17.267,14.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459304,17.553,14.962,3494,0.201,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459312,14.386,11.303,3770,0.385,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459319,17.273,14.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459334,15.501,13.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459344,16.603,13.013,3804,0.326,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459361,16.976,14.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459365,16.884,13.125,3466,0.219,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459370,13.321,11.28,5017,4.557,0.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459393,17.971,15.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459394,18.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459397,17.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459402,18.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459416,16.752,14.241,3957,0.381,0.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459418,16.956,15.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459435,18.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459440,13.974,11.948,4916,4.77,0.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459460,16.303,13.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459462,12.168,10.018,4924,2.606,1.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459487,18.124,15.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459539,18.215,15.23,3827,0.329,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459550,14.35,12.202,4806,0.679,0.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459551,16.623,14.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459555,12.329,10.531,5337,0.832,0.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459606,11.547,8.914,4467,16.256,0.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459615,12.65,11.162,5944,1.263,1.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459647,18.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459650,11.628,9.497,4879,4.756,1.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459657,15.284,12.213,3614,0.265,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459668,16.698,14.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459678,17.405,14.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459682,14.489,14.067,6094,1.044,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459721,17.319,14.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459723,18.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459738,12.682,10.913,5316,0.822,0.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459741,12.292,10.895,6111,1.395,1.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459770,17.226,13.498,3512,0.223,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459810,17.095,15.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459827,16.459,14.255,4326,0.535,0.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459859,14.351,11.967,4551,0.634,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459860,18.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459876,18.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459948,12.634,10.553,4987,2.881,1.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459987,16.419,13.194,4039,0.444,0.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248459996,17.274,14.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460021,18.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460041,18.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460076,14.999,11.692,3528,0.275,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460089,14.199,12.26,5020,16.967,0.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460123,17.239,13.821,3419,0.203,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460129,17.971,14.856,3608,0.239,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460136,12.249,10.951,6213,1.415,1.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460160,17.75,13.504,3513,0.23,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460161,17.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460171,18.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460229,13.216,10.771,4566,43.412,0.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460234,17.688,15.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460256,11.754,10.38,6054,1.275,1.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460260,16.831,13.842,3583,0.247,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460269,17.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460270,17.789,14.685,3993,0.336,0.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460290,17.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460291,15.803,13.133,4144,0.523,0.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460353,16.248,14.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460372,18.242,15.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460378,14.649,11.645,4166,0.5,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460381,16.539,12.953,3585,0.243,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460450,16.819,15.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460496,10.083,6.702,3822,45.166,1.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460520,17.291,14.548,4106,0.464,0.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460521,15.727,12.766,3917,0.409,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460532,16.428,14.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460548,12.799,11.54,6460,1.445,1.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460551,16.835,14.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460585,13.731,11.96,5308,3.493,0.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460592,18.156,15.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460612,16.185,14.2,4404,0.456,0.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460622,16.966,14.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460634,16.136,14.677,6377,0.946,0.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460636,18.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460642,17.527,14.954,5578,0.713,0.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460650,17.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460653,14.698,12.771,5051,0.699,0.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460663,18.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460671,12.996,11.757,6542,1.383,1.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460707,13.532,12.024,5513,0.737,0.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460721,14.626,12.825,5057,0.707,0.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460728,19.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460825,18.084,14.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460871,15.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460873,18.082,15.319,3705,0.29,0.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460878,18.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460887,17.699,14.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460920,17.042,14.106,3842,0.372,0.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460933,17.784,14.802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460934,16.132,14.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460943,18.049,15.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460946,12.39,10.627,5408,8.481,0.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460965,16.897,14.687,4510,0.593,0.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460981,16.952,15.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460992,17.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248460993,17.761,15.132,3884,0.325,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461001,17.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461007,12.303,10.734,5920,0.913,0.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461017,14.583,11.155,3683,0.356,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461024,17.105,14.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461037,12.194,9.989,4812,4.333,1.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461044,18.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461073,18.289,14.485,3182,0.164,0.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461086,16.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461109,18.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461118,16.079,12.75,3505,0.254,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461151,18.011,13.726,3546,0.239,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461171,17.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461181,14.902,12.201,3995,0.449,0.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461189,14.694,12.65,5124,0.826,0.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461193,19.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461206,17.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461222,17.197,14.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461229,17.509,13.75,3675,0.264,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461283,17.397,14.68,4107,0.473,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461288,17.971,14.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461308,13.548,11.308,4869,0.687,0.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461309,11.418,9.427,5089,9.003,0.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461313,11.579,10.383,6350,1.334,1.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461328,10.458,9.353,6491,1.894,1.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461341,12.976,11.436,5726,0.953,0.897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461356,9.921,8.902,6373,1.612,1.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461373,11.302,10.005,6316,1.569,1.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461399,16.47,14.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461417,12.476,11.149,6159,1.352,1.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461424,18.204,15.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461435,16.243,14.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461457,19.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461459,16.503,12.63,3527,0.216,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461464,12.314,10.757,5517,0.786,0.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461467,17.68,14.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461478,12.813,10.575,4726,0.687,0.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461497,17.749,13.662,3431,0.179,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461498,10.849,9.215,5601,0.952,0.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461538,17.792,15.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461543,18.037,15.044,3671,0.26,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461566,18.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461592,12.688,11.326,6036,1.246,0.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461620,11.475,9.986,5672,0.872,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461621,16.117,12.629,3502,0.252,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461628,16.732,15.038,4948,0.559,0.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461630,13.963,10.744,3940,127.025,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461663,17.396,13.94,3750,0.383,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461665,12.637,11.16,5916,1.1,1.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461693,14.359,12.26,4958,0.738,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248461717,13.606,11.094,4594,11.703,0.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
