EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,logg,[Fe/H],Radius,mass,rho,Distance,E(B-V)
integer,ra,dec,integer,float,integer,string,string,string,string,string,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,integer,float,float,float,float,float,float,float
248762972,10 54 20.603,+09 47 03.64,1,18.256,,,,10542060+0947036,3031-301-5-0290-0244,EXTENDED,gri,1,3,1,3,,,,,,,21.855,0.267,19.526,0.02,18.224,0.01,17.712,0.009,17.38,0.02,16.794,0.212,15.607,0.136,15.359,0.207,,,,,,,,
248763019,10 20 14.099,+09 47 07.65,1,16.497,,,499-054709,10201410+0947077,3518-301-6-0097-0114,STAR,BV,-24,0,-58,1,,,17.815,0.21,16.699,0.087,,,,,,,,,,,13.46,0.026,12.753,0.022,12.598,0.026,4044,4.821,-0.073,0.458,0.515,5.154,254.1,0.03
248763046,10 31 15.699,+09 47 10.41,1,17.481,,,,,3031-301-6-0253-0133,EXTENDED,gri,-6,3,1,3,,,,,,,19.295,0.047,18.094,0.008,17.567,0.007,17.218,0.008,17.048,0.022,,,,,,,,,,,,,,
248763052,10 18 39.712,+09 47 10.89,1,9.716,,837-314-1,499-054667,10183970+0947108,,STAR,gri,-4.3,1.8,0.4,1.7,,,10.776,0.064,9.868,0.038,,,10.488,0.02,9.631,0.05,9.385,0.01,,,8.281,0.021,7.817,0.033,7.7,0.027,4829,2.64,-0.118,10.456,1.639,0.001,673.8,0.033
248763061,10 28 58.149,+09 47 11.31,1,18.582,,,,10285814+0947113,3031-301-6-0249-0242,EXTENDED,gri,-2,3,-11,3,,,,,,,22.485,0.412,19.766,0.019,18.543,0.01,18.075,0.01,17.741,0.024,16.535,0.133,15.739,0.168,,,,,,,,,,
248763065,10 49 24.394,+09 47 11.51,1,17.966,,,,10492439+0947115,3031-301-5-0282-0269,EXTENDED,gri,6,3,-3,3,,,,,,,19.84,0.051,18.738,0.011,18.065,0.009,17.635,0.009,17.445,0.02,16.711,0.169,15.603,0.124,,,,,,,,,,
248763076,10 43 16.959,+09 47 12.58,1,12.346,,839-42-1,499-055224,10431694+0947126,,STAR,gri,8.1,2.2,-9.7,2.3,,,12.446,0.274,11.406,0.121,,,12.52,0.04,12.288,0.04,12.163,0.03,,,11.454,0.026,11.154,0.024,11.112,0.021,6219,4.142,-0.459,1.415,1.027,0.353,531.6,0.032
248763078,10 47 37.719,+09 47 12.63,1,14.136,,,499-055319,10473773+0947126,,STAR,gri,-31,3.7,-4.2,4.3,,,15.03,0.04,14.377,0.04,,,14.65,0.04,14.195,0.04,13.916,0.02,,,13.017,0.029,12.592,0.023,12.506,0.029,5468,4.584,-0.717,0.72,0.73,1.923,488.1,0.033
248763089,10 44 44.646,+09 47 13.43,1,17.714,,,,,3031-301-5-0275-0080,EXTENDED,gri,-9,3,8,3,,,,,,,19.096,0.036,18.079,0.008,17.773,0.008,17.558,0.01,17.427,0.032,,,,,,,,,,,,,,
248763112,10 59 00.822,+09 47 16.04,1,16.99,,,,10590082+0947160,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.529,0.099,14.93,0.108,14.342,0.097,3610,5.01,-0.125,0.253,0.272,13.88,328.8,0.03
248763118,10 17 33.194,+09 47 16.69,1,11.499,,837-647-1,499-054642,10173318+0947167,,STAR,gri,37,2.1,-16.7,2.1,,,11.913,0.138,11.704,0.186,,,11.828,0.05,11.528,0.05,11.357,0.1,,,10.516,0.022,10.281,0.029,10.16,0.021,6234,4.23,-0.255,1.282,1.093,0.482,328.2,0.029
248763158,10 52 45.771,+09 47 19.27,1,11.565,,846-1136-1,499-055418,10524576+0947192,,STAR,gri,0.7,2.5,-6,2.6,,,12.02,0.135,12.08,0.222,,,11.696,0.02,11.522,0.03,11.459,0.04,,,10.702,0.022,10.547,0.021,10.467,0.02,6913,4.109,-0.053,1.756,1.49,0.258,529.3,0.033
248763169,10 17 14.032,+09 47 20.13,1,17.598,,,,10171403+0947201,3518-301-6-0092-0100,EXTENDED,gri,5,3,-6,3,,,,,,,21.012,0.146,18.746,0.011,17.582,0.007,17.106,0.007,16.77,0.017,16.191,0.129,15.395,0.147,15.015,0.172,,,,,,,,
248763175,10 28 30.486,+09 47 20.45,1,17.745,,,,10283048+0947204,3031-301-6-0248-0123,EXTENDED,gri,0,3,-2,3,,,,,,,20.509,0.092,18.747,0.01,17.782,0.007,17.315,0.007,16.999,0.016,16.278,0.139,15.573,0.164,15.09,0.165,,,,,,,,
248763180,10 53 15.231,+09 47 20.87,1,15.329,,,499-055432,10531523+0947210,3031-301-5-0289-0108,STAR,gri,-11.2,2.5,-14.3,2.7,,,17.438,0.03,15.99,0.07,,,16.755,0.01,15.447,0.11,14.718,0.05,,,13.051,0.024,12.384,0.024,12.171,0.029,3914,4.855,0.012,0.428,0.48,6.033,193.7,0.029
248763181,10 25 40.195,+09 47 21.11,1,15.276,,,,10254019+0947211,3031-301-6-0243-0101,EXTENDED,gri,-1,3,3,3,,,,,,,18.024,0.022,16.197,0.003,15.326,0.003,14.881,0.003,14.561,0.005,14.264,0.063,13.578,0.081,13.179,0.062,,,,,,,,
248763182,10 29 59.005,+09 47 21.11,1,17.668,,,,10295900+0947211,3031-301-6-0250-0103,STAR,gri,-31,3,-36,3,,,,,,,21.827,0.159,19.608,0.013,18.141,0.007,16.836,0.005,16.137,0.007,14.746,0.039,14.029,0.052,13.969,0.058,3627,5.043,-0.201,0.241,0.236,16.22,211.7,0.032
248763184,10 18 43.782,+09 47 21.32,1,16.859,,,,10184378+0947213,3518-301-6-0095-0078,EXTENDED,gri,-4,3,2,3,,,,,,,19.752,0.066,17.89,0.008,16.829,0.005,16.417,0.005,16.029,0.012,15.721,0.099,14.967,0.113,14.741,0.149,,,,,,,,
248763196,10 59 06.453,+09 47 22.31,1,18.09,,,,10590645+0947223,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.547,0.144,15.886,0.202,14.894,0.155,3631,5.023,-0.185,0.243,0.248,15.04,527.4,0.032
248763208,10 45 48.627,+09 47 23.49,1,13.095,,,499-055279,10454863+0947235,,STAR,gri,-67.9,4.6,-14.3,5.2,,,13.933,0.05,13.305,0.02,,,13.558,0.03,13.133,0.04,12.897,0.04,,,11.951,0.026,11.588,0.022,11.581,0.024,5540,4.539,-0.327,0.81,0.834,1.524,346.7,0.032
248763256,10 43 56.086,+09 47 28.27,1,11.864,,846-22-1,499-055237,10435607+0947283,,STAR,gri,-22.8,2.2,2.9,2.4,,,12.338,0.177,12.454,0.24,,,12.219,0.04,11.884,0.04,11.711,0.04,,,10.892,0.026,10.57,0.026,10.51,0.019,5844,4.441,-0.359,0.937,0.9,1.03,261.6,0.029
248763272,10 28 35.267,+09 47 30.20,1,18.089,,,,10283526+0947301,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.546,0.173,15.846,0.173,15.11,0.177,3666,4.99,-0.21,0.255,0.275,13.04,597.6,0.032
248763286,10 57 17.889,+09 47 31.39,1,16.673,,,,10571788+0947313,3031-301-5-0295-0127,STAR,gri,-72,3,28,3,,,,,,,21.078,0.078,18.52,0.008,17.082,0.005,15.882,0.005,15.266,0.005,13.879,0.033,13.31,0.027,13.02,0.035,3543,5.038,-0.024,0.243,0.241,16.06,136.8,0.024
248763295,10 56 32.456,+09 47 32.36,1,11.343,,,499-055499,10563244+0947323,,STAR,gri,15.5,1.1,-18.3,0.9,,,12.198,0.03,11.541,0.02,,,11.787,0.02,11.364,0.04,11.153,0.03,,,10.243,0.023,9.926,0.024,9.85,0.021,5904,4.133,-0.181,1.383,1.039,0.339,290.1,0.031
248763315,10 17 26.690,+09 47 34.54,1,18.256,,,,10172668+0947345,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.702,0.213,15.819,0.189,15.19,0.201,3753,4.99,-0.26,0.273,0.311,11.19,672,0.033
248763316,10 31 13.155,+09 47 34.71,1,17.181,,,,10311315+0947347,3031-301-6-0252-0133,EXTENDED,gri,-8,3,-8,3,,,,,,,19.974,0.052,18.104,0.007,17.211,0.005,16.785,0.005,16.461,0.009,15.454,0.073,14.76,0.079,14.44,0.104,,,,,,,,
248763320,10 59 54.572,+09 47 34.86,1,16.584,,,,,6160-301-4-0055-0121,EXTENDED,gri,-2,3,4,3,,,,,,,19.611,0.084,17.616,0.008,16.684,0.006,16.142,0.005,15.664,0.011,,,,,,,,,,,,,,
248763324,10 22 25.931,+09 47 35.33,1,8.782,50812,837-1007-1,499-054779,10222592+0947352,,STAR,gri,-10.72,1.33,0.39,1.1,0.21,1.36,10.568,0.07,9.156,0.026,,,10.298,0.04,8.911,0.04,8.132,0.09,,,6.58,0.02,5.849,0.033,5.645,0.017,3942,1.432,0.099,36.311,1.301,2.69E-05,4762,0.033
248763334,10 53 05.701,+09 47 36.66,1,18.158,,,,10530570+0947366,3031-301-5-0288-0283,STAR,gri,,,,,,,,,,,22.578,0.244,20.367,0.022,18.865,0.01,17.211,0.006,16.372,0.007,14.837,0.043,14.392,0.047,14.051,0.06,3403,5.102,-0.03,0.194,0.175,23.76,160.3,0.027
248763346,10 58 38.690,+09 47 37.89,1,16.318,,,,10583869+0947378,6160-301-4-0053-0166,EXTENDED,gri,-4,2,1,2,,,,,,,18.849,0.048,17.161,0.006,16.339,0.005,15.956,0.005,15.634,0.012,16.074,0.131,15.265,0.136,14.939,0.171,,,,,,,,
248763368,10 54 43.830,+09 47 39.91,1,14.527,,,499-055456,10544383+0947400,,STAR,gri,-16.2,2.6,-7.3,2.9,,,15.714,0.07,14.807,0.06,,,15.203,0.02,14.542,0.03,14.238,0.06,,,13.123,0.022,12.694,0.024,12.581,0.03,5249,4.572,-0.254,0.779,0.823,1.73,530.6,0.03
248763379,10 25 06.790,+09 47 41.08,1,17.783,,,,10250678+0947410,,STAR,J,0,3,2,1,,,,,,,,,,,,,,,,,16.266,0.165,15.229,0.122,15.009,0.17,4111,4.782,-0.265,0.464,0.537,4.553,980,0.033
248763409,10 52 54.228,+09 47 43.61,1,17.122,,,,10525422+0947436,3031-301-5-0288-0170,EXTENDED,gri,5,3,-3,3,,,,,,,19.208,0.044,17.822,0.008,17.182,0.006,16.822,0.007,16.593,0.018,16.354,0.174,15.75,0.182,,,,,,,,,,
248763419,10 36 31.013,+09 47 44.07,1,11.579,,839-199-1,499-055083,10363101+0947441,,STAR,gri,-37,2.2,-19.2,2.3,,,12.697,0.288,11.454,0.114,,,11.979,0.01,11.559,0.03,11.408,0.05,,,10.552,0.023,10.247,0.022,10.175,0.023,5974,4.264,-0.24,1.184,1.009,0.552,292.3,0.031
248763428,10 58 03.040,+09 47 45.02,1,16.569,,,,10580303+0947450,6160-301-4-0052-0171,STAR,gri,-6,3,-4,3,,,,,,,20.069,0.045,17.562,0.005,16.51,0.005,16.144,0.005,15.933,0.007,14.848,0.047,14.335,0.044,14.16,0.071,4459,4.701,-0.216,0.589,0.644,3.082,722,0.033
248763448,10 47 31.552,+09 47 47.09,1,17.683,,,,10473155+0947470,3031-301-5-0279-0138,EXTENDED,gri,0,3,1,3,,,,,,,21.628,0.271,19.062,0.016,17.64,0.007,17.092,0.007,16.747,0.015,16.089,0.123,15.609,0.149,14.798,0.134,,,,,,,,
248763470,10 46 05.574,+09 47 48.76,1,17.345,,,,10460557+0947487,3031-301-5-0277-0136,EXTENDED,gri,-3,3,5,3,,,,,,,19.464,0.052,18.118,0.009,17.397,0.007,17.013,0.008,16.755,0.017,16.557,0.19,,,,,,,,,,,,
248763474,10 52 37.506,+09 47 49.18,1,10.254,,846-423-1,499-055416,10523750+0947491,,STAR,gri,17.9,1.8,-23.3,1.7,,,10.995,0.059,10.403,0.05,,,10.623,0.02,10.244,0.02,10.096,0.06,,,9.194,0.022,8.977,0.033,8.839,0.023,6195,4.084,-0.007,1.625,1.256,0.248,217.9,0.03
248763482,10 51 59.804,+09 47 49.75,1,17.731,,,,10515980+0947497,3031-301-5-0287-0225,EXTENDED,gri,6,3,-1,3,,,,,,,20.215,0.084,18.634,0.012,17.774,0.008,17.344,0.009,17.008,0.019,16.505,0.169,15.584,0.158,15.21,0.188,,,,,,,,
248763524,10 28 50.072,+09 47 52.53,1,18.107,,,,10285007+0947525,3031-301-6-0249-0233,EXTENDED,gri,-1,3,-8,3,,,,,,,20.811,0.139,19.155,0.016,18.117,0.01,17.658,0.01,17.303,0.023,16.854,0.208,16.035,0.174,15.238,0.188,,,,,,,,
248763535,10 58 24.765,+09 47 53.14,1,18.11,,,,10582476+0947531,6160-301-4-0052-0139,STAR,gri,0,3,2,3,,,,,,,18.375,0.017,18.27,0.007,18.057,0.007,17.745,0.007,17.737,0.018,16.543,0.153,16.003,0.193,,,,,,,,,,
248763551,10 53 04.345,+09 47 54.87,1,17.178,,,,10530434+0947548,3031-301-5-0288-0204,EXTENDED,gri,-6,3,7,3,,,,,,,20.616,0.16,18.523,0.014,17.109,0.007,16.601,0.006,16.29,0.014,15.922,0.123,15.295,0.144,14.835,0.146,,,,,,,,
248763573,10 57 46.499,+09 47 57.00,1,12.469,,,499-055528,10574649+0947569,,STAR,gri,0.3,1.8,-5.4,2.3,,,14.108,0.02,12.92,0.02,,,13.491,0.01,12.524,0.03,12.031,0.04,,,10.65,0.023,9.99,0.026,9.873,0.023,4387,0.886,-1.409,53.376,0.827,5.06E-06,8733,0.027
248763589,10 25 26.813,+09 47 57.57,1,14.622,,,499-054846,10252681+0947576,3031-301-6-0243-0037,STAR,gri,-31.1,3.7,-14.5,4,,,16.138,0.12,15.09,0.04,,,15.687,0.09,14.612,0.07,14.166,0.08,,,12.843,0.022,12.223,0.025,12.108,0.026,4369,4.717,-0.186,0.569,0.631,3.237,272.3,0.028
248763614,10 37 27.164,+09 48 00.23,1,18.239,,,,10372716+0948002,6160-301-5-0018-0190,STAR,gri,,,,,,,,,,,23.053,0.366,20.62,0.026,19.017,0.011,17.218,0.006,16.326,0.008,14.811,0.039,14.286,0.049,14.087,0.07,3227,5.169,-0.125,0.161,0.139,33.4,120.9,0.021
248763675,10 53 51.288,+09 48 04.96,1,16.42,,,,10535128+0948049,3031-301-5-0290-0095,EXTENDED,gri,-1,3,2,3,,,,,,,19.262,0.044,17.413,0.006,16.441,0.004,15.994,0.004,15.652,0.007,15.391,0.085,14.68,0.13,14.106,0.1,,,,,,,,
248763680,10 57 49.991,+09 48 05.04,1,16.888,,,,10574999+0948050,3031-301-5-0296-0197,EXTENDED,gri,-4,3,2,3,,,,,,,19.886,0.057,17.808,0.007,16.915,0.005,16.493,0.005,16.189,0.009,15.659,0.108,14.785,0.08,14.355,0.098,,,,,,,,
248763691,10 48 05.430,+09 48 05.64,1,18.082,,,,,3031-301-5-0280-0126,EXTENDED,gri,-2,3,0,3,,,,,,,20.708,0.101,18.995,0.013,18.071,0.009,17.691,0.009,17.399,0.02,,,,,,,,,,,,,,
248763701,10 58 00.553,+09 48 06.22,1,16.699,,,,,3031-301-5-0296-0242,EXTENDED,gri,7,3,8,3,,,,,,,18.504,0.036,17.304,0.007,16.769,0.006,16.44,0.007,16.275,0.018,,,,,,,,,,,,,,
248763708,10 55 34.293,+09 48 06.55,1,17.588,,,,10553429+0948065,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.086,0.127,15.425,0.156,14.589,0.122,3641,5.01,-0.165,0.255,0.247,14.14,434.9,0.031
248763711,10 23 57.708,+09 48 06.63,1,13.78,,,500-055779,10235770+0948065,,STAR,gri,1.5,3,-23.5,3.3,,,14.827,0.04,14.022,0.04,,,14.377,0.04,13.771,0.05,13.525,0.02,,,12.498,0.024,12.069,0.023,11.986,0.023,5281,4.538,-0.33,0.829,0.857,1.506,427.9,0.036
248763730,10 59 04.571,+09 48 08.85,1,13.634,,,500-056671,10590456+0948089,,STAR,gri,-27.5,2.3,-8.4,2.6,,,14.98,0.05,13.994,0.02,,,14.48,0.04,13.596,0.04,13.272,0.04,,,12.145,0.027,11.578,0.023,11.53,0.026,4671,4.641,-0.011,0.682,0.746,2.286,256.7,0.028
248763735,10 57 39.307,+09 48 09.63,1,14.801,,,500-056638,10573930+0948096,,STAR,gri,2.8,3.3,1.4,3.7,,,15.867,0.07,15.069,0.03,,,15.441,0.02,14.826,0.06,14.527,0.08,,,13.499,0.026,13.019,0.022,12.91,0.033,5215,4.569,-0.123,0.784,0.831,1.715,629,0.033
248763741,10 23 31.389,+09 48 10.22,1,12.913,,,500-055768,10233138+0948101,,STAR,gri,-23.1,1.8,-22.4,2.1,,,13.884,0.04,13.158,0.02,,,13.433,0.05,12.913,0.06,12.69,0.03,,,11.69,0.022,11.26,0.026,11.22,0.023,5339,4.577,-0.377,0.754,0.787,1.8,270.8,0.031
248763750,10 35 37.783,+09 48 11.05,1,15.856,,,,10353778+0948110,6160-301-5-0015-0089,EXTENDED,gri,1,2,7,2,,,,,,,18.542,0.026,16.701,0.004,15.862,0.003,15.494,0.003,15.207,0.006,14.794,0.07,14.124,0.085,13.748,0.065,,,,,,,,
248763774,10 18 57.861,+09 48 13.46,1,10.32,,837-50-1,500-055657,10185785+0948134,,STAR,gri,41.5,2,-33.7,1.9,,,11.519,0.105,10.604,0.072,,,10.972,0.04,10.302,0.05,10.04,0.03,,,8.912,0.029,8.457,0.031,8.394,0.019,5078,3.312,-0.594,3.192,0.911,0.021,301.7,0.028
248763787,10 57 51.729,+09 48 15.13,1,15.091,,,,10575172+0948151,3031-301-5-0296-0211,EXTENDED,gri,-21,3,1,3,,,,,,,17.95,0.028,16.002,0.004,15.135,0.003,14.7,0.003,14.37,0.005,14.655,0.081,14.047,0.084,13.652,0.088,,,,,,,,
248763789,10 34 11.854,+09 48 15.22,1,18.36,,,,10341185+0948152,6160-301-5-0013-0098,EXTENDED,gri,-4,3,7,3,,,,,,,21.407,0.146,19.418,0.015,18.367,0.009,17.906,0.009,17.587,0.019,16.496,0.117,15.874,0.167,15.335,0.217,,,,,,,,
248763791,10 47 24.874,+09 48 15.45,1,18.063,,,,,3031-301-5-0279-0119,EXTENDED,gri,1,3,-1,3,,,,,,,18.938,0.028,18.203,0.008,18.017,0.009,17.705,0.01,17.763,0.03,,,,,,,,,,,,,,
248763808,10 23 02.538,+09 48 16.93,1,16.577,,,,10230253+0948169,3518-301-6-0102-0073,EXTENDED,gri,1,2,3,2,,,,,,,19.009,0.039,17.488,0.006,16.646,0.005,16.186,0.005,15.862,0.011,15.661,0.11,14.716,0.118,14.293,0.097,,,,,,,,
248763828,10 28 59.576,+09 48 18.68,1,16.466,,,,10285957+0948186,3031-301-6-0249-0135,EXTENDED,gri,-42,3,-1,3,,,,,,,19.597,0.093,17.541,0.008,16.5,0.005,16.005,0.005,15.568,0.01,15.598,0.115,15.027,0.136,14.237,0.103,,,,,,,,
248763847,10 24 19.290,+09 48 19.99,1,17.028,,,,10241928+0948199,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.564,0.099,15.027,0.097,14.453,0.108,3619,5.004,-0.125,0.248,0.263,14.38,342.5,0.03
248763857,10 22 42.701,+09 48 20.67,1,17.164,,,,10224270+0948206,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.691,0.114,15.109,0.117,14.535,0.128,3668,4.987,-0.165,0.272,0.284,12,389.4,0.032
248763858,10 36 54.221,+09 48 20.91,1,16.78,,,,10365422+0948209,6160-301-5-0017-0122,STAR,gri,-85,3,41,3,,,,,,,21.244,0.089,18.675,0.008,17.279,0.005,15.968,0.005,15.279,0.005,13.928,0.029,13.319,0.031,13.105,0.029,3710,5.006,-0.159,0.277,0.29,12.87,168,0.027
248763900,10 28 51.999,+09 48 25.38,1,17.013,,,,10285199+0948253,3031-301-6-0249-0092,EXTENDED,gri,-3,3,-1,3,,,,,,,20.029,0.071,18.014,0.007,17.005,0.005,16.584,0.005,16.225,0.01,15.657,0.09,14.827,0.096,14.451,0.104,,,,,,,,
248763915,10 25 20.560,+09 48 26.79,1,18.081,,,,,3031-301-6-0243-0012,STAR,gri,2,3,-2,3,,,,,,,18.371,0.015,18.242,0.006,18.027,0.007,17.939,0.008,18.02,0.022,,,,,,,,,,,,,,
248763922,10 23 11.866,+09 48 27.85,1,16.228,,,,10231186+0948278,,STAR,JHK,-98,2,-8,1,,,,,,,,,,,,,,,,,14.174,0.03,13.627,0.035,13.375,0.037,3477,5.083,-0.099,0.195,0.18,21.24,131,0.021
248763930,10 44 51.687,+09 48 28.65,1,16.932,,,,10445168+0948286,6160-301-5-0030-0168,EXTENDED,gri,-3,2,0,2,,,,,,,19.317,0.038,17.701,0.006,16.96,0.005,16.603,0.005,16.325,0.01,15.724,0.087,15.256,0.109,14.73,0.131,,,,,,,,
248763950,10 44 11.372,+09 48 30.26,1,16.471,,,,,6160-301-5-0029-0167,EXTENDED,gri,-4,2,4,2,,,,,,,18.136,0.04,16.955,0.008,16.539,0.008,16.264,0.009,16.078,0.023,,,,,,,,,,,,,,
248763977,10 43 43.594,+09 48 33.17,1,9.991,,846-123-1,500-056320,10434358+0948331,,STAR,gri,0.1,1.8,-1.1,1.8,,,11.286,0.08,10.279,0.047,,,10.728,0.03,9.952,0.04,9.676,0.04,,,8.581,0.026,8.099,0.034,8.003,0.023,4881,2.437,-0.347,10.561,1.103,9.16E-04,762.7,0.03
248764001,11 00 12.595,+09 48 34.93,1,15.401,,,500-056706,11001259+0948350,6160-301-4-0055-0179,STAR,gri,-16.9,3.2,-36.5,3.7,,,17.24,0.106,16.2,0.07,,,16.719,0.07,15.546,0.11,14.837,0.15,,,13.194,0.022,12.518,0.022,12.389,0.026,4135,4.789,-0.024,0.491,0.557,4.482,246.1,0.03
248764016,10 24 33.630,+09 48 36.47,1,17.738,,,,10243363+0948364,3031-301-6-0242-0084,STAR,gri,-53,3,14,3,,,,,,,22.196,0.218,19.878,0.016,18.418,0.008,16.821,0.005,15.993,0.006,14.477,0.028,13.804,0.033,13.607,0.043,3580,5.035,-0.136,0.243,0.234,16.02,182.1,0.027
248764028,10 43 24.941,+09 48 37.11,1,17.086,,,,10432494+0948371,6160-301-5-0028-0210,EXTENDED,gri,-5,2,1,2,,,,,,,19.127,0.036,17.855,0.007,17.171,0.006,16.757,0.006,16.546,0.013,15.953,0.106,15.452,0.129,14.666,0.134,,,,,,,,
248764032,10 35 23.462,+09 48 37.23,1,15.813,,,500-056109,10352344+0948370,6160-301-5-0015-0067,STAR,JHK,-47.8,8.3,5.4,8.1,,,,,,,,,,,,,,,,,13.445,0.029,12.837,0.022,12.549,0.026,3533,5.046,0.024,0.234,0.223,16.92,106.8,0.019
248764033,10 59 18.142,+09 48 37.26,1,17.412,,,,,6160-301-4-0054-0153,EXTENDED,gri,1,4,3,4,,,,,,,18.979,0.043,17.905,0.008,17.507,0.008,17.201,0.009,17.073,0.029,,,,,,,,,,,,,,
248764052,10 58 02.320,+09 48 38.37,1,17.637,,,,10580231+0948383,,STAR,J,4,1,6,5,,,,,,,,,,,,,,,,,16.131,0.124,15.456,0.143,,,,,,,,,,
248764066,10 59 43.342,+09 48 39.96,1,16.824,,,,10594334+0948399,6160-301-4-0055-0087,EXTENDED,gri,4,3,1,3,,,,,,,19.346,0.063,17.605,0.007,16.863,0.006,16.49,0.006,16.231,0.016,16.121,0.147,15.614,0.164,14.933,0.161,,,,,,,,
248764070,10 53 35.745,+09 48 40.27,1,16.365,,,,,3031-301-5-0289-0160,EXTENDED,gri,-3,3,5,3,,,,,,,18.122,0.025,16.887,0.005,16.405,0.006,16.141,0.005,15.967,0.014,,,,,,,,,,,,,,
248764081,10 48 47.731,+09 48 41.06,1,17.953,,,,,3031-301-5-0281-0074,STAR,gri,-41,3,4,3,,,,,,,18.227,0.013,17.748,0.005,18.021,0.007,18.189,0.009,18.344,0.024,,,,,,,,,,,,,,
248764084,10 37 06.198,+09 48 41.63,1,19.02,,,,,6160-301-5-0017-0040,STAR,gri,2,3,1,3,,,,,,,19.295,0.025,19.161,0.011,18.973,0.011,18.848,0.013,18.934,0.036,,,,,,,,,,,,,,
248764110,10 54 21.193,+09 48 44.41,1,17.485,,,,10542119+0948444,3031-301-5-0290-0167,EXTENDED,gri,1,4,-3,4,,,,,,,20.822,0.136,18.867,0.014,17.446,0.007,16.893,0.006,16.527,0.012,15.814,0.11,15.038,0.113,14.609,0.137,,,,,,,,
248764132,10 19 24.548,+09 48 46.61,1,16.206,,,,10192454+0948466,3518-301-6-0096-0239,EXTENDED,gri,1,2,4,2,,,,,,,19.189,0.039,17.226,0.005,16.269,0.004,15.769,0.004,15.347,0.007,14.823,0.082,13.982,0.078,13.552,0.071,,,,,,,,
248764141,10 22 34.910,+09 48 47.20,1,13.392,,,500-055745,10223490+0948471,3518-301-6-0101-0100,STAR,gri,-42.2,3.3,-8.6,3.6,,,15.688,0.02,14.246,0.02,,,15.029,0.03,13.678,0.03,12.69,0.05,,,10.919,0.024,10.221,0.023,10.034,0.021,3650,4.955,0.138,0.324,0.35,9.944,49.34,0.012
248764148,10 17 36.231,+09 48 47.48,1,17.385,,,,10173623+0948474,3518-301-6-0093-0113,STAR,gri,23,3,-69,3,,,,,,,20.612,0.059,18.38,0.007,17.348,0.005,16.959,0.005,16.711,0.01,15.546,0.075,15.012,0.089,14.969,0.143,4363,4.911,-1.19,0.39,0.44,7.562,621,0.036
248764202,10 52 05.563,+09 48 52.08,1,18.435,,,,,3031-301-5-0287-0235,EXTENDED,gri,-4,3,-3,3,,,,,,,22.121,0.279,19.835,0.022,18.363,0.01,17.835,0.009,17.448,0.018,,,,,,,,,,,,,,
248764207,10 28 10.351,+09 48 52.49,1,16.912,,,,10281035+0948524,3031-301-6-0247-0256,EXTENDED,gri,-1,3,-2,3,,,,,,,19.727,0.058,17.882,0.007,16.942,0.005,16.497,0.005,16.178,0.01,15.502,0.09,14.856,0.084,14.375,0.104,,,,,,,,
248764232,10 49 25.091,+09 48 54.71,1,14.753,,,500-056452,10492509+0948546,,STAR,gri,-13.1,3.5,-37.7,4,,,17.089,0.24,15.514,0.03,,,16.325,0.02,14.977,0.04,14.079,0.14,,,12.288,0.026,11.662,0.027,11.417,0.019,3719,4.926,0.104,0.356,0.38,8.501,105.7,0.022
248764240,10 17 15.444,+09 48 55.25,1,12.129,,,500-055613,10171544+0948551,,STAR,gri,-7.1,1.3,-0.1,1.9,,,13.34,0.03,12.407,0.04,,,12.803,0.05,12.098,0.05,11.84,0.12,,,10.604,0.023,10.093,0.022,10,0.021,4937,2.638,-0.567,7.132,0.952,0.002,1439,0.033
248764267,10 45 10.275,+09 48 57.50,1,12.868,,,500-056358,10451028+0948576,,STAR,gri,-22.3,3.2,1.5,2.4,,,13.445,0.04,12.907,0.02,,,13.077,0.03,12.799,0.03,12.643,0.03,,,11.779,0.023,11.52,0.022,11.48,0.026,6231,4.119,-0.653,1.334,0.94,0.367,594.7,0.029
248764277,10 53 29.908,+09 48 58.15,1,17.458,,,,10532990+0948581,3031-301-5-0289-0153,STAR,gri,-92,3,-13,3,,,,,,,21.776,0.129,19.254,0.011,17.894,0.007,16.689,0.005,16.06,0.006,14.707,0.04,14.204,0.035,13.94,0.068,3300,5.104,0.116,0.189,0.165,24.6,134.9,0.022
248764300,10 59 04.180,+09 48 59.66,1,17.842,,,,,3031-301-5-0298-0166,EXTENDED,gri,8,3,11,3,,,,,,,20.426,0.099,18.788,0.013,17.928,0.009,17.436,0.009,17.102,0.019,,,,,,,,,,,,,,
