,Unnamed: 0,Unnamed: 0.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V)
0,0,0,integer,ra,dec,integer,float,integer,string,string,string,string,string,string,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,integer,integer,integer,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float
2340,2340,2340,211992776,08 40 01.296,+20 08 08.27,1,9.726,,1398-196-1,551-045020,08400130+2008082,,STAR,gri,plx,-35.8,1.1,-14.5,1.1,,,10.057,0.034,9.681,0.034,,,10.397,0.05,9.788,0.03,9.439,0.08,,,8.855,0.034,8.692,0.023,8.624,0.018,5901,117,93,4.05,0.06,0.084,0.128,0.12,0.15,1.708,0.143,0.132,1.226,0.082,0.082,0.236,0.058,0.054,186,17.43,17.43,0.025,0.01,0.006
2341,2341,2341,211992843,08 37 54.570,+20 08 12.33,1,14.963,,,551-044903,08375456+2008123,5045-301-4-0124-0365,STAR,JHK,rpm,-36,3.8,-11.5,3.9,,,,,,,,,,,,,,,,,12.683,0.029,12.001,0.03,11.816,0.022,4160,166,233,4.779,0.108,0.06,-0.032,0.12,0.27,0.502,0.068,0.112,0.563,0.071,0.128,4.333,2.646,1.008,208.6,42.78,59.5,0.024,0.01,0.008
2342,2342,2342,211992844,08 19 33.346,+20 08 12.40,1,16.659,,,,08193334+2008124,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.221,0.059,14.589,0.073,14.152,0.069,3639,348,248,4.991,0.11,0.132,-0.091,0.18,0.24,0.258,0.148,0.081,0.267,0.183,0.114,12.06,10.65,6.417,292.1,228.3,111.6,0.027,0.01,0.008
2343,2343,2343,211992880,08 38 21.500,+20 08 14.56,1,18.065,,,,08382150+2008145,5045-301-4-0125-0502,STAR,gri,rpm,-36,4,-15,4,,,,,,,22.531,0.322,20.412,0.022,18.862,0.011,17.059,0.005,16.052,0.007,14.518,0.034,13.802,0.034,13.543,0.031,3423,102,61,5.14,0.025,0.03,-0.247,0.12,0.15,0.176,0.019,0.01,0.161,0.019,0.012,27.81,4.12,3.588,127.4,12.94,11.75,0.018,0.005,0.002
2344,2344,2344,211992890,08 12 54.757,+20 08 15.02,1,14.233,,,551-043658,08125476+2008149,,STAR,gri,,-11.1,3.5,3.6,3.8,,,15.505,0.14,14.582,0.12,,,15.015,0.08,14.211,0.01,13.898,0.08,,,12.975,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,2345,2345,211992917,08 50 31.005,+20 08 16.43,1,15.401,,,,08503100+2008164,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.006,0.022,12.385,0.027,12.1,0.02,3546,121,194,5.034,0.11,0.055,-0.045,0.15,0.18,0.237,0.052,0.071,0.231,0.073,0.088,15.8,14.31,4.355,90.23,33.75,31.16,0.013,0.007,0.006
2346,2346,2346,211992954,08 49 16.020,+20 08 18.54,1,14.823,,,551-045423,08491601+2008186,,STAR,gri,lam,21.4,3.7,-54.8,4,,,16.655,0.06,15.433,0.052,,,16.089,0.052,14.753,0.052,14.281,0.076,,,12.889,0.024,12.232,0.029,12.133,0.023,4164,152,127,4.795,0.05,0.05,-0.241,0.15,0.12,0.477,0.063,0.047,0.536,0.06,0.06,4.773,1.099,1.051,213.9,38.56,27.6,0.025,0.008,0.008
2347,2347,2347,211992967,08 12 47.815,+20 08 19.36,1,12.169,,,551-043650,08124781+2008192,,STAR,gri,rpm,-6.9,1.7,-2,3.1,,,13.098,0.03,12.35,0.09,,,12.718,0.08,12.098,0.03,11.934,0.01,,,10.999,0.021,10.64,0.017,10.581,0.017,5521,99,166,3.876,0.666,0.444,-0.157,0.25,0.8,1.913,1.338,1.105,0.984,0.274,0.109,0.13,1.43,0.097,533.9,407.7,305.9,0.031,0.01,0.008
2348,2348,2348,211992989,08 28 12.636,+20 08 20.93,1,12.796,,,551-044419,08281269+2008228,,STAR,BV,rpm,-257,8,-635,8,,,14.646,0.03,13.11,0.032,,,13.877,0.033,,,,,,,9.397,0.021,8.866,0.021,8.681,0.017,4015,413,258,4.932,0.065,0.143,-0.455,0.35,0.42,0.343,0.155,0.058,0.379,0.162,0.081,8.522,3.378,4.434,28.28,14.05,9.388,0.004,0.003,0.002
2349,2349,2349,211992993,08 11 45.954,+20 08 21.46,1,13.127,,,551-043589,08114595+2008214,,STAR,gri,rpm,-24.1,4.9,-21.6,5.9,,,13.918,0.04,13.386,0.07,,,13.536,0.05,13.093,0.01,12.952,0.01,,,12.068,0.02,11.795,0.021,11.737,0.02,5936,118,94,4.327,0.105,0.147,-0.301,0.25,0.25,1.077,0.276,0.143,0.944,0.118,0.084,0.701,0.336,0.296,522.6,129.3,79.84,0.034,0.011,0.009
2350,2350,2350,211993002,08 55 34.190,+20 08 21.84,1,13.526,,,551-045673,08553418+2008219,,STAR,gri,rpm,-3.1,1.6,0.4,1.9,,,14.089,0.01,13.552,0.02,,,13.824,0.02,13.463,0.02,13.398,0.04,,,12.583,0.023,12.334,0.02,12.262,0.019,6254,125,125,4.2,0.13,0.182,-0.157,0.16,0.24,1.401,0.371,0.249,1.16,0.126,0.151,0.392,0.28,0.201,904.5,255.4,169.3,0.034,0.011,0.007
2351,2351,2351,211993028,08 48 45.139,+20 08 23.51,1,10.55,,1399-205-1,551-045398,08484514+2008235,,STAR,gri,rpm,-12.1,1.5,-7.4,1.5,,,11.499,0.084,10.552,0.055,,,11.228,0.01,10.501,0.03,10.259,0.04,,,9.191,0.02,8.721,0.026,8.641,0.021,4994,60,80,2.428,0.88,0.05,-0.532,0.2,0.16,10.098,0.633,6.122,1.014,0.201,0.084,9.46E-04,0.017,1.33E-04,982.6,73.19,567.7,0.032,0.008,0.006
2352,2352,2352,211993057,08 43 45.570,+20 08 25.33,1,15.323,,,551-045199,08434557+2008254,5037-301-3-0122-0013,STAR,gri,rpm,-43.4,3.7,-9,3.8,,,17.211,0.06,15.972,0.06,,,16.623,0.03,15.347,0.01,14.765,0.07,,,13.398,0.022,12.707,0.022,12.514,0.023,3999,64,48,4.833,0.025,0.04,-0.081,0.18,0.12,0.447,0.049,0.026,0.506,0.048,0.035,5.447,0.735,0.999,243.4,31.08,18.74,0.027,0.011,0.007
2353,2353,2353,211993081,08 33 13.607,+20 08 26.57,1,14.439,,,551-044659,08331362+2008268,5045-301-5-0118-0220,STAR,JHK,rpm,-117,8,-121,8,,,,,,,,,,,,,,,,,12.253,0.022,11.679,0.024,11.415,0.022,3404,240,432,5.104,0.102,0.085,-0.066,0.15,0.24,0.188,0.063,0.047,0.168,0.082,0.051,22.67,17.83,8.692,62.75,28.58,22.75,0.009,0.007,0.003
2354,2354,2354,211993097,08 49 00.329,+20 08 27.26,1,13.713,,,551-045412,08490031+2008272,,STAR,gri,rpm,-4,2.1,-6.4,2.2,,,14.493,0.05,13.819,0.02,,,14.119,0.02,13.64,0.02,13.539,0.07,,,12.576,0.024,12.272,0.031,12.206,0.019,5891,94,117,4.314,0.125,0.275,-0.081,0.18,0.21,1.127,0.546,0.159,1.041,0.125,0.104,0.627,0.344,0.408,694.8,321.1,110.2,0.033,0.014,0.007
2355,2355,2355,211993128,08 14 02.446,+20 08 29.13,1,10.818,,1385-1671-1,551-043722,08140245+2008291,,STAR,BV,plx,-11.4,1.3,-30.6,1.3,,,11.32,0.096,10.869,0.098,,,,,,,,,,,9.596,0.021,9.34,0.022,9.261,0.019,6048,184,147,4.37,0.055,0.088,-0.141,0.2,0.32,1.104,0.112,0.085,1.058,0.09,0.126,0.743,0.161,0.178,164,19.43,19.43,0.022,0.007,0.005
2356,2356,2356,211993172,08 42 36.997,+20 08 31.78,1,13.463,,,551-045156,08423700+2008318,,STAR,gri,lam,-36.8,2.6,-11.9,2.6,,,15.201,0.055,13.961,0.04,,,14.64,0.01,13.419,0.03,12.959,0.05,,,11.634,0.025,11.036,0.024,10.871,0.019,4188,174,99,4.755,0.035,0.056,-0.003,0.08,0.1,0.533,0.065,0.037,0.608,0.058,0.042,3.793,0.612,0.808,136.7,28.03,13.46,0.019,0.007,0.005
2357,2357,2357,211993215,08 24 48.649,+20 08 34.14,1,8.689,41231,1387-996-1,551-044249,08244865+2008341,,STAR,BV,plx,-0.79,1.74,-6.67,1.06,3.85,1.25,8.71,0.019,8.609,0.016,,,,,,,,,,,8.539,0.023,8.561,0.02,8.531,0.018,8839,779,445,4.106,0.1,0.16,-0.067,0.12,0.12,2.104,0.589,0.356,2.121,0.29,0.242,0.221,0.102,0.1,259.7,84.33,84.33,0.029,0.008,0.007
2358,2358,2358,211993227,08 17 16.394,+20 08 34.87,1,18.194,,,,,4508-301-3-0076-0039,STAR,gri,,-18,3,-19,3,,,,,,,18.914,0.02,18.34,0.007,18.146,0.007,18.122,0.008,18.246,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,2359,2359,211993252,08 52 11.163,+20 08 36.32,1,10.231,43552,1399-689-1,551-045533,08521114+2008364,,STAR,gri,plx,192.03,2.64,-148.83,1.85,20.57,2.43,11.235,0.1,10.502,0.069,,,11.121,0.07,10.296,0.13,9.85,0.03,,,8.687,0.023,8.203,0.021,8.08,0.023,4907,98,98,4.633,0.03,0.036,-0.182,0.2,0.4,0.693,0.046,0.068,0.758,0.06,0.095,2.217,0.4,0.286,48.61,5.743,5.743,0.009,0.004,0.003
2360,2360,2360,211993287,08 45 12.379,+20 08 38.34,1,12.748,,,551-045263,08451237+2008384,,STAR,gri,rpm,-3,1.7,-14.5,1.3,,,13.462,0.01,12.843,0.03,,,13.123,0.02,12.693,0.03,12.587,0.06,,,11.895,0.025,11.613,0.021,11.564,0.022,6006,95,95,4.266,0.15,0.25,-0.182,0.2,0.2,1.253,0.454,0.259,1.07,0.099,0.118,0.558,0.347,0.346,571.4,194.8,108,0.032,0.011,0.007
2361,2361,2361,211993332,08 42 11.422,+20 08 41.42,1,12.234,,,551-045135,08421142+2008413,,STAR,gri,rpm,-18.2,1.4,-9.3,1.5,,,12.864,0.041,12.346,0.04,,,12.542,0.01,12.217,0.05,12.102,0.06,,,11.383,0.022,11.117,0.02,11.091,0.018,6205,147,122,4.232,0.12,0.192,-0.253,0.2,0.32,1.276,0.354,0.162,1.078,0.133,0.133,0.485,0.258,0.24,470.5,129.5,66.34,0.029,0.01,0.006
2362,2362,2362,211993396,08 37 31.042,+20 08 44.88,1,12.156,,,551-044883,08373104+2008448,,STAR,gri,rpm,-16.7,1.4,12.5,1.4,,,13.069,0.041,12.359,0.02,,,12.658,0.02,12.14,0.04,11.941,0.04,,,11.075,0.027,10.701,0.03,10.634,0.019,5648,101,202,4.449,0.065,0.676,-0.142,0.2,0.64,0.973,1.215,0.116,0.938,0.126,0.079,1.036,0.33,0.94,291.6,346.9,45.68,0.03,0.01,0.008
2363,2363,2363,211993420,08 36 45.016,+20 08 45.90,1,17.97,,,,08364501+2008459,5045-301-4-0123-0332,STAR,gri,rpm,-33,3,-12,3,,,,,,,22.728,0.329,20.16,0.019,18.652,0.009,17.031,0.005,16.14,0.008,14.567,0.034,13.996,0.036,13.781,0.034,3427,120,100,5.11,0.025,0.045,-0.074,0.16,0.24,0.193,0.026,0.017,0.178,0.027,0.022,23.92,3.543,4.743,141.1,27.91,17.06,0.021,0.01,0.007
2364,2364,2364,211993480,08 32 39.407,+20 08 49.51,1,8.341,41903,1398-197-1,551-044632,08323941+2008495,,STAR,BV,plx,-56.89,2.75,-25.11,1.05,10.34,1.31,8.827,0.018,8.388,0.015,,,10.017,0.03,,,,,,,7.453,0.02,7.193,0.024,7.176,0.033,6156,184,184,4.04,0.06,0.05,-0.072,0.16,0.24,1.763,0.096,0.109,1.257,0.086,0.138,0.224,0.052,0.037,108.5,5.107,5.107,0.015,0.005,0.004
2365,2365,2365,211993552,08 50 10.263,+20 08 54.99,1,14.379,,,551-045454,08501026+2008550,,STAR,gri,rpm,-40.7,2.8,-12.8,2.7,,,16.422,0.02,15.027,0.04,,,15.81,0.04,14.422,0.08,13.765,0.01,,,12.106,0.021,11.484,0.031,11.253,0.025,3841,94,62,4.899,0.084,0.035,-0.101,0.15,0.12,0.382,0.039,0.057,0.431,0.042,0.07,7.42,3.158,1.105,108.9,16.14,14.06,0.016,0.008,0.005
2366,2366,2366,211993558,08 48 58.867,+20 08 55.49,1,13.309,,,551-045410,08485885+2008554,,STAR,gri,lam,-16.8,2.2,-7.9,1.9,,,14.483,0.02,13.56,0.03,,,14.015,0.034,13.221,0.04,13.006,0.01,,,11.898,0.022,11.457,0.033,11.338,0.021,4937,146,176,4.604,0.025,0.03,-0.036,0.12,0.12,0.743,0.039,0.051,0.808,0.04,0.056,1.983,0.242,0.256,265.7,26.17,27.58,0.026,0.007,0.005
2367,2367,2367,211993589,08 12 26.749,+20 08 57.51,1,13.651,,,551-043631,08122675+2008574,,STAR,gri,rpm,-9.9,2,-9.1,2.2,,,14.28,0.01,13.751,0.06,,,13.999,0.06,13.591,0.06,13.502,0.05,,,12.68,0.019,12.358,0.018,12.303,0.023,5929,142,142,4.363,0.09,0.252,-0.229,0.2,0.28,1.075,0.392,0.144,0.984,0.104,0.104,0.772,0.318,0.457,692.2,269.9,96.23,0.033,0.01,0.007
2368,2368,2368,211993630,08 13 43.794,+20 08 59.54,1,14.71,,,551-043711,08134379+2008596,4508-301-4-0071-0123,STAR,gri,rpm,-0.5,3.3,-3.5,3.7,,,16.054,0.069,15.17,0.048,,,15.543,0.08,14.655,0.01,14.353,0.077,,,13.081,0.023,12.507,0.023,12.389,0.025,4707,111,111,4.611,0.045,2.169,-0.171,0.25,0.45,0.715,8.711,0.061,0.777,0.167,0.064,2.055,0.439,2.054,427.3,5102,44.71,0.032,0.008,0.006
2369,2369,2369,211993669,08 51 48.455,+20 09 01.72,1,17.963,,,551-045517,08514852+2009004,5037-301-1-0133-0107,STAR,JHK,rpm,-6.5,17.7,0.2,17.6,,,,,,,,,,,,,,,,,15.791,0.075,15.157,0.1,14.957,0.111,4074,543,388,4.8,0.18,0.15,-0.242,0.25,0.3,0.443,0.16,0.155,0.5,0.158,0.19,4.916,5.888,2.365,722.3,435.8,312.4,0.032,0.011,0.007
2370,2370,2370,211993691,08 50 22.732,+20 09 03.43,1,17.418,,,,08502273+2009034,5071-301-5-0126-0185,STAR,gri,rpm,-31,3,2,3,,,,,,,21.709,0.125,19.25,0.011,17.789,0.006,16.633,0.005,16.009,0.006,14.685,0.033,14.041,0.039,13.769,0.037,3332,33,33,5.112,0.02,0.02,0.052,0.06,0.08,0.189,0.004,0.013,0.169,0.004,0.014,25.02,3.118,1.501,138.2,7.045,7.789,0.018,0.002,0.004
2371,2371,2371,211993796,08 32 57.063,+20 09 09.31,1,16.084,,,,08325706+2009093,5045-301-5-0118-0025,EXTENDED,gri,,8,4,8,2,,,,,,,17.658,0.012,16.609,0.004,16.229,0.003,15.859,0.004,15.695,0.007,15.016,0.068,14.223,0.078,13.912,0.076,,,,,,,,,,,,,,,,,,,,,,,,
2372,2372,2372,211993800,08 45 26.821,+20 09 09.47,1,13.253,,,551-045274,08452682+2009096,,STAR,gri,lam,-11.4,1.9,4.7,2.4,,,14.204,0.02,13.395,0.01,,,13.784,0.01,13.181,0.03,13.025,0.05,,,12.183,0.022,11.829,0.022,11.804,0.022,5547,224,179,3.868,0.264,0.06,0.018,0.12,0.15,2.037,0.207,0.627,1.18,0.075,0.151,0.128,0.208,0.025,959.8,97.45,268.9,0.03,0.008,0.004
2373,2373,2373,211993818,08 24 49.181,+20 09 10.78,1,7.218,41232,1387-746-1,551-044250,08244918+2009107,,STAR,BV,plx,-1.76,1.3,-4.64,0.88,5.32,0.92,7.97,0.016,7.338,0.011,,,,,,,,,,,5.963,0.019,5.585,0.017,5.495,0.024,5019,153,65,2.691,0.09,0.09,-0.135,0.1,0.08,11.474,1.591,1.613,2.612,0.184,0.22,0.002,6.50E-04,3.89E-04,289.4,23.51,23.51,0.029,0.007,0.008
2374,2374,2374,211993834,08 15 15.868,+20 09 12.00,1,16.961,,,,08151586+2009120,6597-301-4-0193-0418,EXTENDED,gri,,1,2,-6,2,,,,,,,19.077,0.038,17.653,0.006,17.04,0.005,16.665,0.005,16.406,0.015,15.945,0.091,15.269,0.104,14.958,0.119,,,,,,,,,,,,,,,,,,,,,,,,
2375,2375,2375,211993885,08 15 58.577,+20 09 15.10,1,16.783,,,,08155857+2009150,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,15.336,0.065,14.674,0.069,14.285,0.072,3749,375,322,4.969,0.11,0.154,-0.118,0.2,0.28,0.288,0.14,0.094,0.307,0.193,0.138,10.67,9.897,5.816,354.9,243.7,144.5,0.03,0.01,0.01
2376,2376,2376,211993912,08 54 42.852,+20 09 16.65,1,18.073,,,,08544285+2009166,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.532,0.051,14.989,0.068,14.544,0.077,3566,268,223,5.022,0.1,0.1,-0.077,0.16,0.24,0.247,0.099,0.071,0.241,0.143,0.089,13.97,10.59,6.023,308.6,166.1,108,0.028,0.01,0.008
2377,2377,2377,211993983,08 43 05.089,+20 09 20.93,1,16.631,,,,08430508+2009209,5037-301-3-0121-0197,STAR,gri,rpm,-2,4,-97,4,,,,,,,20.976,0.063,18.539,0.007,17.194,0.006,15.813,0.005,15.094,0.006,13.715,0.029,13.098,0.024,12.863,0.027,3743,131,109,4.986,0.025,0.05,-0.164,0.16,0.24,0.3,0.045,0.027,0.319,0.054,0.046,11.69,1.919,2.617,168.7,39.42,20.75,0.019,0.008,0.005
2378,2378,2378,211994038,08 19 35.342,+20 09 24.59,1,16.315,,,,08193534+2009245,4508-301-2-0079-0043,EXTENDED,gri,,,,,,,,,,,,19.327,0.059,17.419,0.006,16.31,0.004,15.842,0.004,15.446,0.007,14.96,0.067,14.233,0.098,13.782,0.09,,,,,,,,,,,,,,,,,,,,,,,,
2379,2379,2379,211994075,08 42 12.768,+20 09 26.45,1,12.312,,,551-045139,08421276+2009264,,STAR,gri,rpm,-4.8,2.1,-32.1,1.7,,,13.119,0.01,12.464,0.02,,,12.733,0.02,12.284,0.05,12.132,0.08,,,11.34,0.022,11.022,0.02,11.002,0.021,5896,140,140,4.382,0.084,0.182,-0.223,0.25,0.3,1.028,0.26,0.11,0.96,0.119,0.099,0.835,0.312,0.393,359.7,120.4,52.41,0.029,0.008,0.007
2380,2380,2380,211994077,08 50 53.493,+20 09 26.62,1,13.186,,,551-045484,08505349+2009266,,STAR,gri,lam,-11.2,1.5,-2.6,1.8,,,14.181,0.02,13.392,0.02,,,13.758,0.01,13.155,0.02,12.94,0.03,,,11.945,0.025,11.503,0.028,11.399,0.021,5473,166,166,4.507,0.035,0.049,0.059,0.1,0.12,0.893,0.069,0.054,0.949,0.049,0.059,1.286,0.208,0.211,378.3,47.72,35.66,0.029,0.01,0.007
2381,2381,2381,211994105,08 37 58.248,+20 09 28.80,1,12.968,,,551-044913,08375824+2009288,,STAR,gri,rpm,-1,1.8,-26.3,2.2,,,13.792,0.01,13.137,0.02,,,13.398,0.02,12.941,0.04,12.784,0.06,,,11.953,0.026,11.608,0.032,11.559,0.018,5828,114,114,4.407,0.075,0.39,-0.258,0.2,0.28,1.025,0.638,0.132,0.948,0.087,0.062,0.886,0.295,0.663,458,268.9,58.17,0.031,0.008,0.007
2382,2382,2382,211994121,08 39 58.374,+20 09 29.71,1,9.182,,1398-232-1,551-045015,08395838+2009298,,STAR,gri,plx,-37.2,1.1,-13.5,1,,,9.212,0.022,8.879,0.019,,,10.057,0.08,9.42,0.09,8.808,0.09,,,8.273,0.023,8.217,0.02,8.1,0.017,6968,252,210,4.083,0.05,0.07,0.042,0.12,0.12,1.849,0.168,0.111,1.554,0.056,0.056,0.233,0.047,0.046,186.8,10.74,10.74,0.024,0.011,0.006
2383,2383,2383,211994126,08 39 01.572,+20 09 29.98,1,15.133,,,551-044966,08390157+2009300,5037-301-4-0115-0234,STAR,gri,rpm,-5.8,3.6,-54.4,3.9,,,17.293,0.108,15.757,0.059,,,16.524,0.06,15.209,0.03,14.537,0.07,,,13.029,0.025,12.366,0.021,12.178,0.022,3915,62,62,4.862,0.042,0.042,-0.021,0.12,0.18,0.41,0.042,0.038,0.467,0.049,0.049,6.253,1.265,1.052,183,21.39,22.73,0.022,0.006,0.005
2384,2384,2384,211994148,08 50 42.522,+20 09 31.17,1,13.405,,,551-045479,08504252+2009312,,STAR,gri,rpm,-27,1.7,-23.7,1.9,,,14.377,0.02,13.581,0.02,,,13.97,0.01,13.324,0.03,13.163,0.04,,,12.078,0.023,11.666,0.029,11.616,0.021,5322,126,105,4.563,0.025,0.06,-0.218,0.2,0.2,0.797,0.081,0.063,0.852,0.05,0.081,1.685,0.228,0.344,339.7,48.54,26.16,0.028,0.012,0.005
2385,2385,2385,211994195,08 41 53.140,+20 09 33.97,1,8.948,,1398-240-1,551-045112,08415314+2009340,,STAR,gri,plx,-38.2,1,-14.1,0.9,,,8.839,0.018,8.517,0.015,,,9.89,0.04,9.268,0.06,8.544,0.03,,,7.926,0.026,7.812,0.021,7.79,0.017,6302,153,153,3.886,0.049,0.042,0.102,0.1,0.1,2.306,0.137,0.129,1.541,0.047,0.047,0.121,0.023,0.017,181.2,9.61,9.61,0.023,0.006,0.005
2386,2386,2386,211994203,08 43 50.031,+20 09 34.38,1,12.131,,1399-63-1,551-045205,08435001+2009344,,STAR,gri,plx,-17.6,1.9,-34.8,2.1,,,13.023,0.368,12.197,0.229,,,12.599,0.02,12.082,0.04,11.931,0.05,,,11.131,0.023,10.816,0.021,10.742,0.018,5794,116,116,4.401,0.07,0.336,-0.035,0.15,0.18,1.059,0.562,0.121,1.017,0.09,0.075,0.843,0.243,0.593,370.6,128,128,0.031,0.01,0.008
2387,2387,2387,211994226,08 38 30.249,+20 09 35.73,1,15.223,,,551-044938,08383028+2009358,5045-301-4-0125-0436,STAR,JHK,rpm,-71.3,4.6,-77.5,4.5,,,,,,,,,,,,,,,,,12.972,0.025,12.353,0.021,12.114,0.022,3593,143,143,5.012,0.078,0.065,-0.049,0.12,0.24,0.252,0.07,0.055,0.261,0.078,0.078,14.21,7.901,4.38,98.75,29.05,26.28,0.013,0.007,0.003
2388,2388,2388,211994263,08 56 11.621,+20 09 37.67,1,12.913,,,551-045700,08561162+2009376,,STAR,gri,rpm,-4.6,1.3,-5.5,1.6,,,13.73,0.01,13.01,0.032,,,13.406,0.05,12.836,0.03,12.702,0.062,,,11.794,0.022,11.487,0.02,11.409,0.02,5748,137,137,4.24,0.225,0.45,-0.041,0.18,0.18,1.247,1.14,0.346,1.059,0.247,0.095,0.459,0.604,0.373,531.3,453.9,154.3,0.033,0.007,0.006
2389,2389,2389,211994352,08 29 39.231,+20 09 42.76,1,14.836,,,551-044492,08293923+2009427,6597-301-1-0215-0233,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,12.54,0.022,11.86,0.022,11.668,0.021,4044,187,125,4.808,0.05,0.06,-0.072,0.16,0.2,0.47,0.059,0.052,0.538,0.061,0.061,4.815,1.247,0.99,171.3,35.99,25.17,0.022,0.008,0.006
2390,2390,2390,211994370,08 55 15.585,+20 09 43.53,1,12.702,,,551-045658,08551558+2009435,,STAR,gri,rpm,8.3,1.5,-29.5,1.6,,,13.484,0.042,12.812,0.01,,,13.156,0.02,12.64,0.02,12.507,0.02,,,11.589,0.022,11.231,0.024,11.18,0.023,5651,134,89,4.458,0.054,0.108,-0.178,0.16,0.24,0.932,0.153,0.068,0.937,0.058,0.104,1.079,0.218,0.386,346.8,73.22,29.35,0.028,0.008,0.008
2391,2391,2391,211994382,08 38 06.722,+20 09 44.54,1,18.266,,,,08380672+2009445,5045-301-4-0125-0472,STAR,gri,rpm,-42,4,-10,4,,,,,,,23.207,0.536,20.488,0.023,18.956,0.011,17.313,0.006,16.409,0.009,14.869,0.042,14.268,0.051,13.985,0.039,3395,103,124,5.125,0.03,0.03,-0.112,0.24,0.2,0.183,0.017,0.016,0.164,0.019,0.016,26.34,4.749,4.024,151.2,18.06,16.14,0.021,0.006,0.006
2392,2392,2392,211994426,08 58 05.887,+20 09 47.23,1,16.218,,,,08580588+2009472,5071-301-3-0137-0267,STAR,gri,rpm,-10,3,-67,3,,,,,,,20.93,0.073,18.218,0.007,16.765,0.005,15.361,0.004,14.639,0.005,13.245,0.023,12.71,0.024,12.443,0.019,3493,82,82,5.063,0.048,0.03,-0.06,0.15,0.15,0.221,0.026,0.027,0.207,0.039,0.032,18.94,4.685,3.186,90.98,14.64,12.61,0.014,0.005,0.005
2393,2393,2393,211994430,08 54 02.718,+20 09 47.32,1,13.59,,,551-045609,08540271+2009472,,STAR,gri,rpm,5.8,1.5,0.1,1.9,,,14.239,0.04,13.67,0.01,,,13.925,0.01,13.528,0.02,13.447,0.05,,,12.633,0.022,12.324,0.021,12.306,0.022,6066,96,96,4.175,0.185,0.185,-0.265,0.24,0.2,1.295,0.412,0.266,1.029,0.131,0.094,0.414,0.394,0.202,870,227.8,211.8,0.032,0.01,0.008
2394,2394,2394,211994452,08 21 22.532,+20 09 48.37,1,14.099,,,551-044090,08212253+2009484,,STAR,JHK,rpm,-2.8,2.6,4.5,3,,,,,,,,,,,,,,,,,12.959,0.022,12.665,0.026,12.6,0.02,6010,177,177,4.257,0.16,0.256,-0.226,0.25,0.3,1.199,0.409,0.227,1.04,0.108,0.108,0.534,0.416,0.322,926.6,308.5,197.3,0.033,0.01,0.007
2395,2395,2395,211994476,08 15 08.300,+20 09 49.93,1,16.192,,,,08150830+2009499,6597-301-4-0193-0378,EXTENDED,gri,,-1,2,0,2,,,,,,,18.995,0.034,17.085,0.004,16.24,0.004,15.809,0.004,15.476,0.007,14.684,0.053,13.979,0.061,13.654,0.055,,,,,,,,,,,,,,,,,,,,,,,,
2396,2396,2396,211994570,08 37 08.484,+20 09 55.06,1,11.386,,1398-231-1,551-044867,08370848+2009550,,STAR,gri,rpm,-12.3,1.5,-17.3,1.7,,,12.051,0.253,11.251,0.148,,,11.776,0.01,11.369,0.03,11.219,0.06,,,10.446,0.021,10.158,0.021,10.153,0.019,6059,96,96,4.216,0.17,0.238,-0.105,0.15,0.27,1.298,0.524,0.248,1.113,0.134,0.134,0.444,0.374,0.255,312.7,117.6,63.75,0.028,0.01,0.007
2397,2397,2397,211994584,08 52 58.689,+20 09 55.86,1,12.524,,,551-045561,08525868+2009558,,STAR,gri,rpm,-11.7,1.3,-1.4,1.6,,,13.382,0.01,12.658,0.01,,,13.004,0.03,12.455,0.03,12.318,0.04,,,11.37,0.023,10.999,0.021,10.93,0.018,5566,133,133,4.216,0.264,0.528,-0.061,0.09,0.45,1.218,1.262,0.364,0.986,0.254,0.098,0.522,0.851,0.463,453.7,442,174.6,0.03,0.006,0.007
