,Unnamed: 0,Unnamed: 0.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V)
5941,5941,5941,211737882,08 41 20.454,+16 26 11.99,1,13.383,,,533-047727,08412044+1626119,,STAR,gri,rpm,-18,2,-15.9,2.5,,,14.777,0.04,13.668,0.04,,,14.227,0.01,13.289,0.02,13.021,0.02,,,11.806,0.026,11.281,0.03,11.154,0.022,4726,56,56,4.627,0.027,0.02,0.061,0.06,0.2,0.709,0.017,0.044,0.776,0.024,0.053,2.167,0.298,0.13,235.5,8.614,21.51,0.025,0.01,0.005
5942,5942,5942,211737917,08 14 35.203,+16 26 13.82,1,11.636,,1377-634-1,533-046178,08143521+1626139,,STAR,gri,rpm,-9.6,2,-12.2,2.1,,,12.168,0.193,12.255,0.272,,,11.947,0.05,11.596,0.02,11.503,0.02,,,10.719,0.022,10.463,0.022,10.401,0.018,6194,124,124,4.216,0.155,0.279,-0.084,0.15,0.18,1.382,0.584,0.289,1.175,0.174,0.109,0.399,0.31,0.24,376.9,163.9,76.15,0.03,0.008,0.007
5943,5943,5943,211738038,08 53 12.358,+16 26 19.56,1,15.702,,,,08531235+1626195,5794-301-4-0122-0046,EXTENDED,gri,,,,,,,,,,,,17.317,0.015,16.312,0.004,15.825,0.004,15.44,0.003,15.256,0.008,14.743,0.05,14.001,0.057,13.615,0.054,,,,,,,,,,,,,,,,,,,,,,,,
5944,5944,5944,211738047,08 37 18.189,+16 26 20.03,1,12.778,,,533-047542,08371818+1626199,,STAR,gri,rpm,-6.3,1.5,-15.6,2,,,13.794,0.05,12.965,0.02,,,13.326,0.02,12.718,0.02,12.544,0.01,,,11.537,0.02,11.165,0.022,11.077,0.018,5410,128,96,4.507,0.055,0.693,-0.133,0.24,0.2,0.91,1.323,0.15,0.949,0.204,0.17,1.284,0.389,1.177,311.7,451.3,53.03,0.029,0.008,0.008
5945,5945,5945,211738070,08 31 10.949,+16 26 21.17,1,10.633,,1379-878-1,533-047226,08311095+1626212,,STAR,gri,plx,-43.9,1.6,-58.7,1.6,,,11.297,0.08,10.833,0.08,,,11.037,0.01,10.613,0.01,10.46,0.02,,,9.558,0.02,9.249,0.027,9.152,0.017,5941,95,95,4.043,0.144,0.12,-0.23,0.25,0.3,1.592,0.232,0.239,1.037,0.122,0.102,0.249,0.149,0.093,234.7,33.42,33.42,0.026,0.01,0.007
5946,5946,5946,211738110,08 15 37.293,+16 26 23.38,1,13.355,,,533-046239,08153729+1626233,,STAR,gri,rpm,-9.1,1.8,-4.1,2.2,,,13.911,0.06,13.432,0.03,,,13.626,0.02,13.322,0.03,13.239,0.03,,,12.492,0.027,12.283,0.032,12.21,0.025,6375,130,130,4.179,0.115,0.115,-0.252,0.2,0.24,1.412,0.262,0.221,1.152,0.142,0.17,0.377,0.187,0.145,893.9,171,143.5,0.033,0.011,0.007
5947,5947,5947,211738131,08 16 23.730,+16 26 24.30,1,17.813,,,,08162373+1626243,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.294,0.168,,,15.408,0.2,,,,,,,,,,,,,,,,,,,,,,,,
5948,5948,5948,211738132,08 40 23.739,+16 26 24.33,1,13.494,,,533-047686,08402374+1626242,,STAR,gri,rpm,-11.6,6.4,-19.1,3.7,,,14.638,0.02,13.755,0.01,,,14.145,0.02,13.447,0.02,13.215,0.01,,,12.161,0.021,11.699,0.022,11.616,0.02,5147,61,82,4.577,0.03,1.002,-0.204,0.24,0.28,0.778,1.831,0.064,0.849,0.072,0.072,1.722,0.301,1.671,335.3,762.8,27.24,0.032,0.01,0.008
5949,5949,5949,211738209,08 13 03.150,+16 26 28.21,1,12.99,,,533-046067,08130314+1626282,,STAR,gri,rpm,-6.6,1.8,-21.2,2.1,,,13.893,0.07,13.159,0.01,,,13.481,0.03,12.954,0.02,12.78,0.02,,,11.853,0.022,11.484,0.019,11.419,0.018,5616,90,135,4.472,0.06,0.528,-0.183,0.12,0.24,0.894,0.714,0.08,0.913,0.072,0.072,1.156,0.333,0.978,381.9,341.1,51.57,0.03,0.012,0.005
5950,5950,5950,211738255,08 49 49.524,+16 26 30.22,1,18.724,,,,08494952+1626302,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,17.135,0.192,16.268,0.192,15.758,0.19,3836,509,363,4.928,0.135,0.189,-0.246,0.25,0.35,0.323,0.168,0.128,0.362,0.206,0.172,8.902,10.35,5.374,817.6,613.1,350.4,0.033,0.011,0.008
5951,5951,5951,211738260,08 26 21.316,+16 26 30.46,1,12.832,,,533-046923,08262130+1626305,,STAR,gri,rpm,6.4,2,-16.5,2.5,,,13.566,0.04,12.912,0.05,,,13.186,0.04,12.739,0.03,12.68,0.16,,,11.751,0.022,11.462,0.022,11.39,0.017,5969,118,118,4.313,0.095,0.19,-0.116,0.15,0.24,1.153,0.332,0.163,1.046,0.094,0.112,0.632,0.261,0.315,491.5,130.7,79.67,0.033,0.01,0.008
5952,5952,5952,211738284,08 25 12.458,+16 26 31.91,1,17.382,,,,,5061-301-3-0082-0250,EXTENDED,gri,,-14,3,15,3,,,,,,,19.103,0.044,17.983,0.008,17.429,0.008,17.124,0.009,16.923,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5953,5953,5953,211738307,08 20 40.741,+16 26 33.26,1,12.302,,,533-046577,08204073+1626331,,STAR,gri,rpm,-1.4,1.2,-17.4,2.1,,,12.963,0.02,12.429,0.02,,,12.644,0.02,12.274,0.05,12.156,0.02,,,11.413,0.022,11.156,0.024,11.068,0.021,6127,180,103,4.254,0.105,0.21,-0.17,0.2,0.28,1.274,0.346,0.189,1.1,0.11,0.132,0.515,0.212,0.274,468.2,124.5,64.15,0.034,0.014,0.01
5954,5954,5954,211738345,08 24 57.882,+16 26 35.63,1,12.222,,1379-1114-1,533-046838,08245787+1626354,,STAR,gri,rpm,2.6,2.8,-0.3,2.9,,,12.361,0.199,12.328,0.237,,,12.558,0.04,12.205,0.03,12.079,0.02,,,11.233,0.02,10.979,0.022,10.898,0.017,6169,146,122,4.103,0.2,0.24,-0.084,0.15,0.21,1.472,0.681,0.35,1.17,0.219,0.122,0.299,0.333,0.177,528.8,237.3,123,0.032,0.009,0.005
5955,5955,5955,211738346,08 50 11.303,+16 26 35.67,1,11.909,,,533-048124,08501130+1626357,,STAR,gri,lam,-6.6,0.8,-15.6,1.5,,,12.578,0.03,12.033,0.03,,,12.238,0.03,11.875,0.03,11.768,0.04,,,10.983,0.02,10.717,0.022,10.696,0.019,6010,121,121,4.32,0.075,0.12,0.054,0.1,0.1,1.209,0.184,0.116,1.129,0.058,0.058,0.599,0.182,0.185,365,58.34,36.68,0.029,0.011,0.007
5956,5956,5956,211738393,08 51 20.922,+16 26 37.78,1,13.591,,,533-048166,08512092+1626378,,STAR,gri,lam,2.8,2.3,2.2,1.9,,,14.366,0.03,13.733,0.04,,,13.984,0.04,13.563,0.05,13.423,0.05,,,12.62,0.021,12.304,0.02,12.267,0.021,5906,142,142,4.389,0.06,0.108,-0.006,0.08,0.12,1.083,0.149,0.095,1.049,0.065,0.065,0.818,0.224,0.262,680.3,105.1,76.77,0.033,0.01,0.007
5957,5957,5957,211738398,08 48 13.072,+16 26 38.33,1,12.524,,,533-048044,08481306+1626384,,STAR,gri,lam,15.8,1.4,1.7,1.8,,,13.192,0.03,12.649,0.03,,,12.833,0.05,12.493,0.04,12.392,0.03,,,11.589,0.023,11.27,0.021,11.278,0.02,6015,95,143,4.349,0.1,0.14,-0.317,0.15,0.15,1.059,0.214,0.13,0.964,0.071,0.071,0.727,0.324,0.293,425.6,93.67,65.01,0.03,0.01,0.007
5958,5958,5958,211738457,08 41 49.945,+16 26 41.58,1,18.062,,,,08414994+1626415,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.836,0.063,15.077,0.072,14.888,0.096,4087,292,292,4.823,0.133,0.114,-0.202,0.2,0.28,0.454,0.099,0.123,0.517,0.104,0.166,5.077,4.14,1.761,795.5,277.6,272.3,0.033,0.011,0.008
5959,5959,5959,211738466,08 24 43.229,+16 26 42.00,1,13.041,,,533-046819,08244322+1626419,,STAR,gri,rpm,-3.4,1.6,-2.6,1.8,,,13.65,0.05,13.15,0.07,,,13.334,0.04,13.032,0.04,12.916,0.02,,,12.132,0.021,11.908,0.022,11.858,0.02,6334,177,126,4.076,0.2,0.2,-0.151,0.15,0.27,1.581,0.55,0.348,1.243,0.173,0.173,0.262,0.267,0.132,858.3,308.1,193.6,0.034,0.013,0.009
5960,5960,5960,211738505,08 37 56.811,+16 26 43.77,1,13.311,,,533-047570,08375680+1626436,,STAR,gri,rpm,-8.8,1.6,1.3,5.5,,,13.841,0.04,13.372,0.01,,,13.521,0.01,13.241,0.03,13.16,0.05,,,12.412,0.021,12.2,0.022,12.155,0.025,6476,106,132,4.138,0.14,0.14,-0.212,0.16,0.32,1.527,0.242,0.285,1.221,0.096,0.135,0.306,0.214,0.126,939.3,178.6,172.6,0.033,0.013,0.008
5961,5961,5961,211738506,08 44 00.998,+16 26 43.81,1,13.37,,,533-047859,08440099+1626437,,STAR,gri,rpm,-5.3,1.9,-0.2,2.1,,,14.112,0.06,13.498,0.02,,,13.732,0.01,13.356,0.02,13.214,0.03,,,12.414,0.027,12.047,0.034,12.019,0.018,6037,94,118,4.176,0.23,0.276,-0.363,0.25,0.35,1.341,0.427,0.324,0.987,0.139,0.105,0.387,0.47,0.238,771.4,254.9,191.6,0.032,0.011,0.006
5962,5962,5962,211738524,08 18 52.306,+16 26 44.36,1,10.901,,1378-679-1,533-046463,08185230+1626444,,STAR,gri,rpm,-13.1,1.6,-10.7,1.5,,,11.365,0.073,10.942,0.073,,,11.076,0.03,10.842,0.05,10.818,0.02,,,10.119,0.021,9.976,0.015,9.928,0.02,6816,210,168,4.124,0.125,0.2,-0.007,0.09,0.12,1.691,0.497,0.252,1.474,0.163,0.117,0.277,0.152,0.14,389.9,124.1,61.85,0.031,0.01,0.007
5963,5963,5963,211738596,08 26 12.115,+16 26 48.39,1,11.624,,1379-1372-1,533-046912,,,STAR,gri,,-3.5,2.8,4.8,2.9,,,12.3,0.215,12.144,0.234,,,11.814,0.05,11.561,0.04,11.494,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5964,5964,5964,211738597,08 28 17.148,+16 26 48.42,1,12.807,,,533-047049,08281713+1626484,,STAR,gri,rpm,30.9,2.1,-10.6,2.6,,,13.714,0.04,13.023,0.02,,,13.317,0.03,12.783,0.02,12.588,0.04,,,11.597,0.022,11.17,0.032,11.163,0.025,5483,110,132,4.512,0.055,0.902,-0.468,0.36,0.48,0.871,1.553,0.127,0.856,0.08,0.096,1.354,0.41,1.295,310.3,512.2,48.01,0.028,0.01,0.006
5965,5965,5965,211738617,08 17 10.343,+16 26 49.87,1,11.813,,,533-046341,08171033+1626498,,STAR,gri,rpm,-3.3,1.6,-7.4,2.1,,,12.589,0.05,11.951,0.04,,,12.231,0.03,11.783,0.04,11.633,0.04,,,10.767,0.02,10.491,0.023,10.418,0.022,6011,142,142,4.124,0.265,0.265,-0.054,0.15,0.18,1.39,0.656,0.383,1.124,0.21,0.075,0.322,0.516,0.198,389.5,198.4,113.1,0.034,0.01,0.01
5966,5966,5966,211738677,08 25 05.861,+16 26 52.89,1,13.446,,,533-046849,08250585+1626528,,STAR,gri,rpm,-9.9,2.5,15,2.9,,,14.35,0.08,13.617,0.04,,,13.918,0.05,13.416,0.02,13.243,0.02,,,12.338,0.021,11.998,0.024,11.928,0.02,5685,113,136,4.463,0.055,0.44,-0.163,0.18,0.24,0.952,0.733,0.1,0.948,0.072,0.072,1.09,0.288,0.879,499.2,366.7,59.58,0.034,0.013,0.007
5967,5967,5967,211738695,08 31 39.303,+16 26 53.73,1,16.843,,,,08313930+1626537,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.864,0.039,14.29,0.046,14.087,0.063,3875,705,293,4.897,0.13,0.208,-0.181,0.2,0.32,0.35,0.21,0.114,0.411,0.226,0.161,7.005,8.823,4.299,370.7,370.6,144.7,0.029,0.011,0.008
5968,5968,5968,211738707,08 49 20.377,+16 26 54.39,1,16.751,,,,08492037+1626543,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,14.487,0.028,13.895,0.029,13.625,0.033,3574,171,171,5.023,0.09,0.075,-0.048,0.15,0.21,0.252,0.07,0.073,0.245,0.103,0.086,14.81,11.65,5.026,193.9,73.77,62.22,0.023,0.008,0.007
5969,5969,5969,211738797,08 38 29.560,+16 26 59.24,1,12.506,,,533-047602,08382956+1626592,,STAR,gri,rpm,-7.8,2.9,6,2.1,,,13.02,0.04,12.55,0.02,,,12.713,0.02,12.437,0.03,12.357,0.05,,,11.634,0.02,11.393,0.022,11.33,0.017,6430,129,129,4.183,0.11,0.154,-0.169,0.15,0.27,1.429,0.283,0.181,1.211,0.124,0.149,0.386,0.166,0.152,618,115.1,84.18,0.032,0.007,0.008
5970,5970,5970,211738807,08 42 54.185,+16 26 59.51,1,8.535,42770,1393-2802-1,533-047815,08425418+1626594,,STAR,gri,plx,-3.47,1.43,-5.57,0.58,5.42,0.75,7.894,0.016,7.803,0.012,,,9.555,0.03,9.065,0.04,8.097,0.05,,,7.614,0.048,7.561,0.053,7.508,0.024,6103,145,97,3.752,0.06,0.05,0.113,0.08,0.1,2.773,0.198,0.221,1.614,0.085,0.102,0.074,0.017,0.012,183.6,16.49,16.49,0.024,0.011,0.006
5971,5971,5971,211738814,08 14 18.574,+16 26 59.82,1,11.842,,,533-046164,08141857+1626598,,STAR,gri,rpm,-16.4,1.9,-8.6,3,,,12.598,0.07,11.969,0.04,,,12.253,0.05,11.801,0.02,11.665,0.01,,,10.793,0.02,10.494,0.022,10.439,0.019,5916,117,117,4.228,0.2,0.28,-0.099,0.2,0.2,1.272,0.53,0.28,1.074,0.097,0.081,0.492,0.513,0.311,340.2,143.2,75.51,0.03,0.008,0.006
5972,5972,5972,211738843,08 24 12.888,+16 27 01.40,1,16.935,,,,08241288+1627013,5071-301-3-0078-0271,EXTENDED,gri,,-6,3,-2,3,,,,,,,18.66,0.025,17.594,0.006,17.053,0.005,16.652,0.005,16.455,0.013,16.084,0.1,15.384,0.13,14.884,0.12,,,,,,,,,,,,,,,,,,,,,,,,
5973,5973,5973,211738849,08 14 38.540,+16 27 01.75,1,13.599,,,533-046180,08143854+1627018,,STAR,gri,rpm,-7.7,2,-10.2,2.3,,,14.324,0.05,13.73,0.03,,,13.998,0.04,13.574,0.05,13.428,0.02,,,12.581,0.022,12.297,0.023,12.24,0.021,6013,120,144,4.289,0.115,0.23,-0.231,0.2,0.28,1.153,0.345,0.174,1.01,0.117,0.098,0.593,0.305,0.312,747.4,216.8,146.6,0.034,0.011,0.008
5974,5974,5974,211738932,08 55 07.363,+16 27 05.13,1,11.124,,1394-1279-1,533-048341,08550737+1627052,,STAR,gri,plx,-6,1.9,-9.2,1.9,,,11.857,0.208,10.843,0.1,,,11.862,0.04,11.079,0.04,10.808,0.03,,,9.632,0.021,9.118,0.019,8.999,0.017,4873,78,78,2.864,0.41,0.492,-0.317,0.2,0.24,6.273,4.539,2.288,1.122,0.219,0.156,0.003,0.01,0.003,533.6,222.2,222.2,0.033,0.011,0.007
5975,5975,5975,211738933,08 17 46.242,+16 27 05.15,1,13.413,,,533-046389,08174624+1627051,,STAR,gri,rpm,-5.2,2.2,-3.2,2.7,,,13.922,0.04,13.445,0.05,,,13.637,0.02,13.338,0.03,13.234,0.06,,,12.436,0.022,12.195,0.025,12.219,0.022,6362,129,129,4.148,0.135,0.189,-0.252,0.2,0.28,1.413,0.463,0.23,1.163,0.143,0.143,0.367,0.215,0.192,892.1,258.7,148.4,0.033,0.01,0.008
5976,5976,5976,211738957,08 26 40.875,+16 27 06.61,1,11.516,,1379-212-1,533-046946,08264087+1627066,,STAR,gri,rpm,1.7,2,-12.2,2.1,,,12.172,0.244,11.471,0.155,,,11.686,0.03,11.46,0.03,11.459,0.1,,,10.751,0.021,10.558,0.022,10.497,0.02,6664,166,138,4.132,0.13,0.182,-0.05,0.12,0.15,1.622,0.508,0.254,1.398,0.132,0.132,0.287,0.163,0.147,502.6,143.7,97.45,0.031,0.01,0.007
5977,5977,5977,211738981,08 43 11.639,+16 27 08.10,1,18.418,,,,08431163+1627081,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,16.046,0.124,15.292,0.114,15.038,0.124,4032,450,375,4.86,0.15,0.15,-0.246,0.25,0.3,0.395,0.154,0.146,0.447,0.164,0.196,6.153,7.943,3.069,716.4,437.5,312.1,0.033,0.011,0.008
5978,5978,5978,211739034,08 17 51.552,+16 27 10.38,1,12.787,,,533-046394,08175155+1627103,,STAR,gri,rpm,-0.3,4.8,-52.9,5.2,,,13.702,0.03,12.966,0.03,,,13.309,0.01,12.75,0.04,12.564,0.02,,,11.586,0.021,11.25,0.022,11.173,0.022,5587,67,67,4.49,0.05,0.08,-0.233,0.25,0.4,0.88,0.133,0.116,0.893,0.089,0.125,1.279,0.35,0.367,322.3,68.78,47.98,0.029,0.007,0.005
5979,5979,5979,211739076,08 56 59.718,+16 27 12.05,1,13.639,,,533-048418,08565971+1627121,,STAR,gri,lam,-3.3,2.4,-28.8,2.8,,,14.424,0.04,13.793,0.03,,,14.049,0.04,13.611,0.03,13.463,0.05,,,12.566,0.02,12.28,0.022,12.213,0.023,5843,136,170,4.339,0.11,0.22,-0.148,0.12,0.12,1.058,0.337,0.137,0.972,0.082,0.059,0.725,0.403,0.378,637.6,196.8,98.65,0.034,0.01,0.008
5980,5980,5980,211739093,08 56 31.518,+16 27 13.10,1,13.296,,,533-048403,08563152+1627132,,STAR,gri,rpm,-35.6,2.3,-44.5,2.7,,,14.248,0.08,13.498,0.06,,,13.808,0.06,13.242,0.02,13.077,0.06,,,12.073,0.02,11.681,0.022,11.611,0.02,5430,129,86,4.567,0.048,0.04,-0.591,0.35,0.35,0.754,0.086,0.077,0.766,0.104,0.065,1.77,0.407,0.331,324.7,50.17,27.89,0.03,0.005,0.006
5981,5981,5981,211739104,08 14 22.954,+16 27 13.64,1,16.221,,,533-046168,08142299+1627138,,EXTENDED,J,,-21.6,19,-8.4,18.9,,,,,,,,,,,,,,,,,14.815,0.055,14.24,0.067,13.697,0.062,,,,,,,,,,,,,,,,,,,,,,,,
5982,5982,5982,211739107,08 56 47.279,+16 27 13.75,1,13.781,,,533-048412,08564727+1627137,,STAR,gri,lam,-6,2.8,-4.5,3.2,,,14.564,0.05,13.933,0.04,,,14.175,0.06,13.772,0.04,13.612,0.07,,,12.721,0.021,12.447,0.023,12.366,0.023,5716,170,170,3.903,0.114,0.095,-0.143,0.12,0.18,1.935,0.276,0.286,1.122,0.093,0.13,0.141,0.084,0.04,1207,185.3,160.6,0.034,0.008,0.007
5983,5983,5983,211739137,08 33 12.619,+16 27 15.53,1,13.221,,,533-047334,08331261+1627155,,STAR,gri,rpm,18.2,2.2,-1.6,5,,,14.171,0.02,13.431,0.02,,,13.741,0.06,13.213,0.02,12.998,0.063,,,12.018,0.024,11.619,0.022,11.536,0.02,5451,162,97,4.455,0.09,0.945,-0.419,0.36,0.72,0.949,1.759,0.165,0.876,0.083,0.052,1.098,0.496,1.055,425.1,693.1,88.06,0.033,0.014,0.008
5984,5984,5984,211739155,08 55 41.949,+16 27 16.39,1,17.177,,,,08554194+1627163,5137-301-4-0140-0258,EXTENDED,gri,,3,2,-2,2,,,,,,,20.06,0.062,18.159,0.007,17.202,0.005,16.756,0.005,16.411,0.011,15.415,0.051,14.672,0.061,14.446,0.069,,,,,,,,,,,,,,,,,,,,,,,,
5985,5985,5985,211739247,08 31 43.019,+16 27 20.85,1,12.602,,,533-047258,08314301+1627207,,STAR,gri,rpm,0.4,1.4,-14.5,2.1,,,13.385,0.02,12.76,0.02,,,13.012,0.04,12.579,0.02,12.426,0.02,,,11.525,0.02,11.24,0.02,11.162,0.022,5952,95,119,4.219,0.22,0.264,-0.088,0.15,0.24,1.27,0.465,0.291,1.082,0.079,0.111,0.432,0.491,0.258,497.7,152.4,116.7,0.034,0.01,0.008
5986,5986,5986,211739271,08 17 34.578,+16 27 21.79,1,12.528,,,533-046373,08173457+1627217,,STAR,gri,rpm,-18.5,1.9,-5.2,2.4,,,13.341,0.04,12.679,0.03,,,12.975,0.02,12.491,0.03,12.337,0.02,,,11.448,0.021,11.147,0.02,11.083,0.02,5856,95,118,4.383,0.09,0.345,-0.088,0.15,0.15,1.069,0.56,0.14,1.029,0.091,0.076,0.802,0.331,0.562,392.1,191.6,59.9,0.033,0.011,0.009
5987,5987,5987,211739276,08 20 38.252,+16 27 21.98,1,10.214,,1378-691-1,533-046573,,,STAR,gri,,-25.3,2,-28.3,2,,,11.202,0.073,10.636,0.065,,,10.732,0.02,10.165,0.04,9.991,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5988,5988,5988,211739353,08 39 10.117,+16 27 26.41,1,12.183,,,533-047637,08391010+1627263,,STAR,gri,rpm,7.4,1.3,-3.9,3.5,,,12.84,0.04,12.324,0.02,,,12.519,0.02,12.164,0.02,12.039,0.05,,,11.22,0.022,10.9,0.02,10.819,0.018,6121,97,97,4.129,0.243,0.162,-0.365,0.25,0.25,1.462,0.347,0.472,1.067,0.112,0.179,0.312,0.532,0.138,494,103.8,156.6,0.029,0.01,0.005
5989,5989,5989,211739411,08 41 19.808,+16 27 29.77,1,12.797,,,533-047724,08411980+1627298,,STAR,gri,rpm,10.7,1.8,17.6,2.1,,,13.854,0.05,13.01,0.03,,,13.372,0.02,12.74,0.03,12.55,0.03,,,11.526,0.026,11.099,0.03,11.002,0.018,5282,106,106,4.518,0.065,1.079,-0.265,0.25,0.6,0.856,2.063,0.119,0.876,0.095,0.095,1.333,0.55,1.299,296,627.3,58.16,0.028,0.01,0.004
5990,5990,5990,211739567,08 19 52.878,+16 27 37.97,1,13.745,,,533-046525,08195286+1627380,,STAR,gri,rpm,-1.3,3,-4.1,3.4,,,14.456,0.01,13.867,0.035,,,14.112,0.01,13.705,0.03,13.588,0.03,,,12.749,0.022,12.437,0.024,12.34,0.023,6007,118,94,4.237,0.15,0.27,-0.229,0.2,0.28,1.274,0.475,0.269,1.039,0.106,0.127,0.466,0.344,0.294,847,292.4,161.7,0.035,0.011,0.008
5991,5991,5991,211739570,08 43 10.412,+16 27 38.09,1,10.021,,1393-131-1,533-047831,08431041+1627381,,STAR,gri,plx,-23.7,1.3,-9.6,1.3,,,10.594,0.057,10.022,0.045,,,10.391,0.15,9.977,0.04,9.863,0.01,,,9.183,0.023,8.949,0.028,8.938,0.021,6193,185,148,3.896,0.09,0.108,-0.024,0.12,0.15,2.198,0.389,0.279,1.437,0.116,0.14,0.13,0.053,0.044,305.2,43.8,43.8,0.028,0.008,0.007
5992,5992,5992,211739639,08 30 57.842,+16 27 41.30,1,12.593,,,533-047210,08305783+1627413,,STAR,gri,rpm,-5.6,1.1,-8.9,1.3,,,13.321,0.02,12.727,0.02,,,12.948,0.05,12.56,0.041,12.44,0.02,,,11.576,0.021,11.303,0.027,11.23,0.018,6053,169,96,4.139,0.185,0.185,-0.192,0.2,0.32,1.428,0.449,0.342,1.093,0.147,0.122,0.327,0.31,0.159,579.5,163.6,127.6,0.032,0.011,0.007
5993,5993,5993,211739641,08 20 16.916,+16 27 41.39,1,11.597,,1378-697-1,533-046551,08201690+1627413,,STAR,gri,plx,15.1,2.1,1.9,2.1,,,12.55,0.296,11.484,0.141,,,12.159,0.02,11.558,0.04,11.356,0.01,,,10.415,0.022,10.003,0.023,9.952,0.018,5355,108,108,3.779,0.075,0.105,-0.375,0.25,0.3,2.164,0.273,0.204,1.021,0.141,0.118,0.101,0.03,0.031,363.3,58.67,58.67,0.031,0.01,0.007
5994,5994,5994,211739704,08 13 34.057,+16 27 44.53,1,13.333,,,533-046104,08133405+1627445,,STAR,gri,rpm,-11.7,1.9,1.5,2.2,,,14.022,0.06,13.436,0.01,,,13.69,0.05,13.296,0.03,13.18,0.01,,,12.364,0.02,12.102,0.023,12.047,0.021,6079,124,124,4.247,0.13,0.208,-0.167,0.15,0.3,1.239,0.375,0.213,1.078,0.099,0.139,0.494,0.307,0.266,731.3,201.3,134.1,0.034,0.013,0.008
5995,5995,5995,211739725,08 39 16.113,+16 27 46.08,1,13.331,,,533-047642,08391610+1627460,,STAR,gri,rpm,-5.4,1.8,-4.1,2.3,,,14.155,0.04,13.477,0.02,,,13.755,0.01,13.282,0.01,13.149,0.05,,,12.309,0.022,12.034,0.022,11.937,0.02,5918,95,95,4.288,0.12,0.312,-0.052,0.16,0.24,1.224,0.521,0.235,1.077,0.094,0.113,0.577,0.327,0.381,667.4,281.8,118.6,0.036,0.014,0.009
5996,5996,5996,211739780,08 51 25.750,+16 27 49.65,1,13.23,,,533-048174,08512574+1627497,,STAR,gri,rpm,-5.3,1.4,-9.8,1.9,,,13.971,0.02,13.352,0.05,,,13.59,0.05,13.239,0.01,13.075,0.03,,,12.191,0.02,11.874,0.02,11.81,0.019,5999,96,145,4.161,0.245,0.245,-0.351,0.25,0.35,1.311,0.5,0.362,0.996,0.107,0.129,0.357,0.636,0.205,678.5,220.9,190.1,0.033,0.01,0.006
5997,5997,5997,211739837,08 30 29.346,+16 27 52.74,1,12.812,,,533-047175,08302934+1627526,,STAR,gri,rpm,-0.2,1.3,-14.5,1.6,,,13.544,0.02,12.954,0.01,,,13.176,0.05,12.807,0.041,12.657,0.03,,,11.84,0.023,11.549,0.024,11.478,0.018,6022,119,119,4.136,0.245,0.175,-0.211,0.2,0.24,1.366,0.435,0.33,1.052,0.13,0.13,0.37,0.389,0.19,620.5,173,154.8,0.033,0.01,0.006
5998,5998,5998,211739869,08 33 12.306,+16 27 54.16,1,13.372,,,533-047333,08331230+1627541,,STAR,gri,rpm,-23,4.4,10.8,3.5,,,14.057,0.06,13.514,0.02,,,13.708,0.07,13.357,0.01,13.228,0.01,,,12.372,0.022,12.119,0.026,12.024,0.023,6079,147,122,4.273,0.13,0.156,-0.482,0.3,0.36,1.148,0.281,0.166,0.92,0.138,0.069,0.544,0.338,0.239,667.3,155.9,126.4,0.036,0.011,0.009
5999,5999,5999,211739905,08 20 48.456,+16 27 56.08,1,12.718,,,533-046585,08204845+1627559,,STAR,gri,rpm,-9.5,2.3,15.6,2.8,,,13.723,0.01,12.921,0.02,,,13.292,0.02,12.68,0.03,12.473,0.01,,,11.488,0.023,11.075,0.023,10.967,0.016,5263,147,84,3.668,0.884,0.312,-0.666,0.48,0.4,2.403,0.83,1.638,0.895,0.094,0.094,0.065,1.753,0.043,762.5,231.6,520.9,0.032,0.008,0.008
6000,6000,6000,211740033,08 41 23.969,+16 28 02.47,1,13.281,,,533-047729,08412396+1628025,,STAR,gri,rpm,-8.4,1.8,9,3.3,,,13.906,0.04,13.366,0.03,,,13.57,0.02,13.242,0.05,13.157,0.04,,,12.416,0.027,12.045,0.03,12.037,0.022,6068,143,143,4.253,0.155,0.248,-0.413,0.25,0.3,1.207,0.422,0.233,0.963,0.133,0.095,0.485,0.357,0.284,696,226.6,145.7,0.032,0.01,0.007
