EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V)
212006999,08 52 06.415,+20 22 13.21,1,12.72,,,552-044626,08520641+2022132,,STAR,gri,rpm,-15.1,1.4,-10.5,1.5,,,13.545,0.02,12.87,0.02,,,13.16,0.02,12.671,0.01,12.531,0.04,,,11.615,0.023,11.259,0.027,11.189,0.022,5774,68,91,4.441,0.052,0.273,-0.165,0.15,0.18,0.97,0.407,0.066,0.977,0.058,0.081,1.032,0.238,0.6,372.6,153.2,29.01,0.032,0.006,0.01
212007015,08 29 11.804,+20 22 14.05,1,14.767,,,552-043703,08291180+2022139,,STAR,gri,rpm,-18.9,3.2,4.5,4.7,,,15.708,0.08,14.716,0.042,,,15.12,0.041,14.638,0.051,14.615,0.083,,,13.561,0.029,13.172,0.038,13.099,0.03,5663,202,134,4.477,0.065,0.13,-0.377,0.25,0.35,0.889,0.209,0.117,0.866,0.074,0.089,1.233,0.355,0.49,795.4,211.5,109,0.032,0.011,0.008
212007046,09 02 57.983,+20 22 16.76,1,11.758,,,552-044980,09025798+2022167,,STAR,gri,rpm,-7.5,2.9,-1,1.9,,,13.21,0.03,12.107,0.06,,,12.675,0.031,11.789,0.04,11.365,0.07,,,10.046,0.025,9.412,0.029,9.271,0.019,4597,71,89,2.228,0.33,0.55,-0.431,0.3,0.42,12.133,9.01,3.221,1.014,0.225,0.125,4.60E-04,9.48E-04,3.89E-04,1723,1134,493,0.033,0.01,0.007
212007091,08 31 56.315,+20 22 18.77,1,15.907,,,,,6597-301-1-0218-0119,EXTENDED,gri,,8,2,-5,2,,,,,,,17.993,0.03,16.557,0.005,15.986,0.004,15.628,0.005,15.497,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212007093,08 52 05.134,+20 22 18.86,1,14.601,,,552-044625,08520513+2022189,,STAR,JHK,rpm,-15.5,2.2,-8.7,2.9,,,,,,,,,,,,,,,,,13.238,0.022,12.829,0.029,12.707,0.025,5339,159,159,4.553,0.04,0.064,-0.254,0.25,0.35,0.788,0.097,0.063,0.834,0.072,0.087,1.642,0.309,0.353,580.3,99.29,61.91,0.033,0.01,0.008
212007116,08 29 47.205,+20 22 20.58,1,12.167,,,552-043729,08294720+2022204,,STAR,gri,rpm,-5.8,1.7,5.4,1.4,,,12.7,0.041,12.232,0.03,,,12.452,0.031,12.134,0.04,12.045,0.061,,,11.247,0.022,11.04,0.025,10.984,0.018,6402,180,128,4.119,0.16,0.192,-0.054,0.12,0.21,1.548,0.534,0.295,1.293,0.178,0.127,0.278,0.228,0.143,560.7,217.6,103.9,0.032,0.01,0.007
212007137,08 14 37.680,+20 22 22.22,1,12.905,,,552-042977,08143767+2022223,,STAR,JHK,rpm,15,2.6,-46.5,3.2,,,,,,,,,,,,,,,,,11.419,0.022,10.932,0.023,10.82,0.021,5004,118,118,4.609,0.024,0.042,-0.138,0.2,0.32,0.733,0.054,0.06,0.797,0.05,0.07,2.014,0.272,0.327,216.2,23.05,24.74,0.024,0.008,0.005
212007145,08 40 01.347,+20 22 22.60,1,18.547,,,,08400134+2022225,5045-301-4-0128-0372,STAR,gri,rpm,-24,4,-19,4,,,,,,,23.214,0.455,20.796,0.03,19.317,0.014,17.583,0.007,16.627,0.01,15.061,0.039,14.424,0.048,14.21,0.066,3534,145,145,5.064,0.04,0.048,-0.129,0.2,0.2,0.225,0.033,0.029,0.213,0.05,0.036,17.82,4.873,3.827,220.5,40.96,40.77,0.026,0.011,0.007
212007166,08 40 08.445,+20 22 23.48,1,12.264,,,552-044172,08400844+2022235,,STAR,gri,rpm,3.9,2.4,-35.1,2.3,,,13.357,0.01,12.536,0.02,,,12.915,0.01,12.223,0.04,11.984,0.08,,,11.033,0.022,10.564,0.021,10.472,0.018,5096,101,60,4.581,0.02,1.16,-0.193,0.15,0.45,0.772,2.223,0.047,0.85,0.068,0.095,1.807,0.152,1.775,199.8,572.8,17.41,0.026,0.006,0.006
212007193,08 15 31.293,+20 22 25.81,1,17.146,,,,08153129+2022258,4508-301-4-0074-0380,STAR,gri,rpm,0,3,-11,3,,,,,,,21.456,0.114,18.847,0.009,17.426,0.006,16.417,0.005,15.875,0.007,14.612,0.032,13.914,0.031,13.743,0.038,3495,41,41,5.033,0.03,0.03,0.077,0.12,0.08,0.246,0.027,0.024,0.239,0.034,0.029,15.95,3.138,2.622,187.6,25.43,18.86,0.023,0.008,0.005
212007222,08 14 13.497,+20 22 27.52,1,14.306,,,552-042946,08141350+2022275,4508-301-4-0073-0020,STAR,gri,rpm,-40.7,4.5,-10.5,5.1,,,16.143,0.06,14.858,0.043,,,15.644,0.046,14.219,0.047,13.732,0.15,,,12.186,0.021,11.51,0.025,11.376,0.018,4004,97,65,4.822,0.042,0.036,-0.017,0.08,0.12,0.464,0.039,0.041,0.53,0.04,0.047,5.087,1.085,0.656,147.9,13.16,16.63,0.021,0.006,0.005
212007249,09 06 33.615,+20 22 29.34,1,14.675,,,552-045119,09063361+2022295,5071-301-2-0150-0074,STAR,gri,rpm,-7.3,3.7,7.1,4.5,,,15.766,0.09,14.933,0.09,,,15.271,0.01,14.579,0.04,14.419,0.12,,,13.334,0.024,12.847,0.03,12.771,0.028,5116,101,101,4.56,0.045,1.17,-0.31,0.24,0.36,0.799,2.503,0.095,0.852,0.096,0.096,1.643,0.378,1.616,588.3,1715,72.37,0.034,0.008,0.007
212007288,08 51 36.810,+20 22 31.12,1,14.187,,,552-044606,08513681+2022310,,STAR,gri,rpm,-41.9,3.5,-32.6,2.3,,,15.33,0.01,14.469,0.04,,,14.89,0.01,14.134,0.02,13.886,0.02,,,12.685,0.022,12.182,0.023,12.047,0.024,4964,59,99,4.618,0.055,0.055,-0.426,0.3,0.3,0.671,0.089,0.078,0.704,0.081,0.067,2.285,0.592,0.552,360.3,35.49,47.36,0.03,0.013,0.006
212007289,08 15 45.180,+20 22 31.12,1,16.512,,,,08154518+2022311,4508-301-4-0075-0259,STAR,gri,rpm,8,3,-10,3,,,,,,,20.569,0.06,18.003,0.006,16.661,0.005,15.873,0.005,15.395,0.006,14.159,0.025,13.429,0.027,13.265,0.028,3832,38,46,4.86,0.033,0.02,0.17,0.12,0.15,0.423,0.013,0.037,0.476,0.01,0.047,6.189,1.218,0.413,314.7,9.44,36.02,0.036,0.004,0.01
212007303,08 38 00.443,+20 22 31.77,1,13.177,,,552-044069,08380044+2022318,,STAR,gri,rpm,-16,2.1,-19.2,2.6,,,14.489,0.02,13.512,0.03,,,13.986,0.03,13.143,0.04,12.83,0.09,,,11.793,0.026,11.218,0.032,11.146,0.019,4783,113,75,4.625,0.03,0.036,-0.074,0.15,0.24,0.701,0.048,0.054,0.78,0.049,0.079,2.147,0.318,0.277,238.6,21.34,28.77,0.024,0.009,0.005
212007310,08 55 53.769,+20 22 32.10,1,15.836,,,,08555376+2022321,5071-301-4-0134-0252,EXTENDED,gri,,,,,,,,,,,,18.925,0.073,16.901,0.006,15.913,0.005,15.379,0.004,14.961,0.01,15.233,0.059,14.295,0.074,13.845,0.068,,,,,,,,,,,,,,,,,,,,,,,,
212007331,08 57 40.122,+20 22 33.23,1,16.09,,,,08574012+2022332,5071-301-4-0137-0273,STAR,gri,rpm,-29,3,-17,3,,,,,,,20.503,0.055,17.921,0.006,16.464,0.005,15.305,0.004,14.706,0.005,13.385,0.023,12.759,0.019,12.577,0.024,3648,89,156,5.028,0.08,0.025,-0.198,0.21,0.18,0.263,0.019,0.063,0.27,0.036,0.083,14.42,8.802,1.685,124,16.42,32,0.021,0.003,0.007
212007333,08 19 24.339,+20 22 33.29,1,14.649,,,552-043233,08192433+2022333,6728-301-3-0106-0185,STAR,JHK,rpm,8.6,4.3,3.1,4.8,,,,,,,,,,,,,,,,,13.295,0.024,12.844,0.023,12.77,0.023,5157,188,125,4.545,0.048,1.104,-0.21,0.25,0.5,0.821,2.273,0.086,0.865,0.069,0.069,1.545,0.382,1.512,601.1,1526,72.72,0.033,0.011,0.008
212007343,08 36 39.477,+20 22 33.97,1,16.738,,,,08363947+2022339,5037-301-5-0112-0370,STAR,gri,rpm,-34,3,-19,3,,,,,,,21.179,0.073,18.787,0.008,17.343,0.005,15.86,0.004,15.067,0.005,13.606,0.023,13.007,0.023,12.746,0.024,3506,105,84,5.054,0.03,0.042,0.019,0.08,0.16,0.228,0.036,0.02,0.22,0.041,0.026,17.81,2.639,3.922,113.2,18.22,13.24,0.016,0.004,0.004
212007348,08 50 59.682,+20 22 34.08,1,10.282,,1399-375-1,552-044574,08505968+2022340,,STAR,gri,plx,-15.7,1.1,-18.4,1.2,,,10.635,0.055,10.171,0.051,,,10.825,0.12,10.303,0.04,10.049,0.05,,,9.336,0.02,9.115,0.021,9.099,0.018,6150,147,147,4.298,0.06,0.084,-0.023,0.15,0.27,1.245,0.111,0.086,1.145,0.073,0.116,0.586,0.135,0.148,178.7,15.84,15.84,0.022,0.007,0.006
212007350,08 48 34.599,+20 22 34.12,1,12.983,,,552-044481,08483459+2022341,,STAR,gri,lam,1.7,1.6,-0.1,4.1,,,13.572,0.02,13.064,0.01,,,13.261,0.02,12.938,0.02,12.864,0.06,,,12.073,0.027,11.834,0.03,11.783,0.023,6157,125,125,4.254,0.1,0.14,-0.211,0.12,0.15,1.247,0.291,0.153,1.087,0.097,0.097,0.492,0.253,0.189,636.4,143.3,85.94,0.033,0.011,0.007
212007408,08 48 14.882,+20 22 37.70,1,10.853,,1399-429-1,552-044475,08481487+2022377,,STAR,gri,plx,-39.9,1.6,-31.2,1.6,,,12.107,0.168,11.232,0.09,,,11.577,0.02,10.787,0.03,10.542,0.05,,,9.498,0.027,9.018,0.03,8.931,0.019,5015,80,80,4.582,0.02,0.02,0.066,0.12,0.12,0.779,0.033,0.032,0.85,0.036,0.036,1.779,0.181,0.138,104.1,9.692,9.692,0.015,0.003,0.004
212007419,08 41 11.063,+20 22 38.54,1,15.132,,,552-044222,08411106+2022384,,STAR,gri,rpm,-36,3.8,-14.3,4.3,,,17.455,0.115,16.103,0.068,,,16.774,0.05,15.479,0.04,14.429,0.11,,,12.694,0.021,12.004,0.023,11.825,0.018,3844,62,77,4.858,0.04,0.025,0.155,0.06,0.1,0.42,0.028,0.037,0.474,0.025,0.05,6.314,1.138,0.738,157.2,16.92,17.67,0.021,0.003,0.006
212007489,08 29 15.596,+20 22 42.04,1,12.346,,,552-043707,08291559+2022419,,STAR,gri,rpm,1.2,0.6,-4.3,1,,,13.082,0.041,12.465,0.031,,,12.755,0.031,12.319,0.04,12.171,0.061,,,11.302,0.022,11.004,0.022,10.964,0.019,5966,142,118,4.203,0.198,0.363,-0.086,0.15,0.15,1.336,0.804,0.303,1.096,0.201,0.091,0.447,0.445,0.335,459.9,289.4,116.8,0.033,0.01,0.006
212007498,08 49 25.601,+20 22 42.27,1,14.919,,,552-044512,08492559+2022421,,STAR,JHK,rpm,-2.9,3.4,-58.2,3.6,,,,,,,,,,,,,,,,,12.707,0.022,12.127,0.032,11.861,0.023,3629,110,138,4.998,0.099,0.055,-0.044,0.12,0.24,0.284,0.054,0.083,0.304,0.07,0.111,12.06,8.612,3.12,99.35,25.44,39.18,0.014,0.005,0.005
212007515,08 13 12.529,+20 22 43.69,1,14.473,,,552-042902,08131253+2022436,6728-301-4-0097-0225,STAR,gri,rpm,2.9,3.3,-0.2,3.8,,,15.78,0.04,14.738,0.05,,,15.219,0.07,14.35,0.04,14.153,0.07,,,13.01,0.022,12.543,0.023,12.43,0.024,5015,100,100,3.748,0.83,0.498,-0.167,0.25,0.3,2.287,1.676,1.592,0.91,0.278,0.093,0.079,1.664,0.065,1361,895.4,942.5,0.036,0.014,0.009
212007526,08 25 42.718,+20 22 44.27,1,17.917,,,,08254271+2022442,,STAR,JHK,rpm,18,6,6,4,,,,,,,,,,,,,,,,,15.1,0.063,14.331,0.066,13.939,0.069,3932,276,331,4.861,0.126,0.105,-0.136,0.2,0.24,0.396,0.106,0.125,0.45,0.119,0.166,6.291,6.089,2.412,472.6,175.3,187.3,0.031,0.011,0.008
212007527,08 27 15.208,+20 22 44.27,1,12.625,,,552-043602,08271521+2022444,,STAR,gri,rpm,-32.9,2.2,-9.6,2.8,,,13.948,0.02,12.957,0.031,,,13.505,0.032,12.595,0.041,12.249,0.061,,,10.999,0.022,10.48,0.024,10.343,0.017,4779,96,96,4.621,0.032,0.024,-0.043,0.15,0.18,0.709,0.044,0.041,0.772,0.06,0.05,2.138,0.317,0.233,166.9,16.44,21.94,0.024,0.01,0.006
212007573,08 24 18.589,+20 22 47.00,1,12.875,,,552-043457,08241859+2022470,,STAR,BV,rpm,-0.8,2.1,-2.5,2.5,,,14.017,0.02,13.102,0.032,,,,,,,,,,,11.488,0.02,11.006,0.022,10.911,0.022,4988,122,122,3.143,0.405,0.729,-0.47,0.36,0.3,4.575,4.706,1.884,1.02,0.232,0.129,0.009,0.028,0.008,1317,1315,462.7,0.035,0.011,0.008
212007582,08 32 22.686,+20 22 47.59,1,13.919,,,552-043827,08322268+2022476,,STAR,gri,rpm,15.6,1.9,-15.7,2.2,,,14.825,0.04,14.1,0.036,,,14.469,0.036,13.828,0.045,13.683,0.068,,,12.617,0.029,12.161,0.025,12.093,0.02,5274,127,84,4.55,0.04,0.096,-0.208,0.2,0.28,0.805,0.15,0.066,0.849,0.064,0.064,1.58,0.276,0.507,443.9,534.4,38.13,0.031,0.009,0.005
212007613,08 40 07.539,+20 22 49.14,1,10.254,,1398-515-1,552-044170,08400752+2022491,,STAR,gri,rpm,-1.3,1.6,-6.5,1.8,,,12.157,0.273,10.722,0.079,,,11.342,0.03,10.276,0.07,9.787,0.06,,,8.436,0.024,7.748,0.02,7.606,0.02,4320,69,69,1.765,0.285,0.342,-0.31,0.25,0.35,22.467,6.879,6.161,1.157,0.2,0.2,7.98E-05,1.30E-04,4.94E-05,1360,412.4,316.5,0.034,0.013,0.007
212007631,08 38 06.719,+20 22 50.40,1,9.142,,1398-2011-1,552-044076,,,STAR,gri,,0.1,1.6,-2.6,1.6,,,11.671,0.135,10.716,0.086,,,11.762,0.03,10.107,0.04,8.019,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212007638,08 43 52.969,+20 22 50.71,1,11.845,,1399-90-1,552-044322,08435296+2022508,,STAR,gri,plx,-5.3,2,-6.3,2.2,,,12.322,0.213,11.946,0.207,,,12.013,0.05,11.79,0.07,11.736,0.07,,,11.142,0.023,10.969,0.021,10.927,0.018,6698,205,205,4.168,0.09,0.144,-0.061,0.12,0.12,1.545,0.379,0.177,1.371,0.136,0.116,0.338,0.129,0.136,507.9,235.1,235.1,0.033,0.008,0.007
212007693,08 36 24.317,+20 22 53.36,1,13.906,,,552-043997,08362432+2022534,,STAR,gri,rpm,18.9,2.8,-16,3,,,15.133,0.09,14.162,0.02,,,14.626,0.06,13.846,0.02,13.597,0.04,,,12.565,0.021,12.103,0.029,12.005,0.025,5049,121,151,4.585,0.035,0.042,-0.091,0.15,0.24,0.766,0.055,0.067,0.831,0.043,0.085,1.809,0.326,0.233,387.6,44.1,39.6,0.03,0.007,0.007
212007729,08 37 37.784,+20 22 55.74,1,13.114,,,552-044052,08373777+2022557,,STAR,gri,rpm,-0.8,2.9,-3,2.1,,,14.233,0.01,13.361,0.02,,,13.756,0.02,13.096,0.04,12.839,0.06,,,11.809,0.026,11.311,0.029,11.247,0.02,5049,101,60,3.082,0.415,0.581,-0.645,0.25,0.3,4.207,3.75,1.382,0.932,0.214,0.053,0.01,0.027,0.009,1459,1361,447.2,0.032,0.01,0.007
212007756,08 38 46.756,+20 22 57.36,1,14.433,,,552-044111,08384674+2022573,5045-301-4-0126-0192,STAR,gri,lam,-7.4,3.9,-7.8,4.3,,,15.763,0.02,14.792,0.02,,,15.25,0.01,14.428,0.04,14.083,0.07,,,12.982,0.022,12.525,0.023,12.408,0.021,4760,172,144,4.623,0.03,0.03,-0.038,0.1,0.1,0.706,0.04,0.045,0.765,0.048,0.04,2.121,0.314,0.231,397.9,40.4,36.67,0.031,0.01,0.008
212007785,08 40 27.457,+20 22 59.07,1,10.121,,1398-522-1,552-044188,08402745+2022591,,STAR,gri,plx,-1.5,1.3,-95.3,1.4,,,10.934,0.065,10.341,0.053,,,10.729,0.02,10.119,0.02,9.861,0.06,,,9.086,0.029,8.79,0.023,8.732,0.02,5588,66,66,4.447,0.04,0.048,0.179,0.08,0.1,0.982,0.059,0.04,1.004,0.029,0.029,1.012,0.137,0.165,124.8,8.595,8.595,0.017,0.007,0.004
212007839,09 03 06.076,+20 23 02.95,1,13.106,,,552-044986,09030607+2023027,,STAR,gri,rpm,-26.8,3.7,0.7,2.1,,,13.938,0.04,13.277,0.03,,,13.552,0.04,13.058,0.07,12.915,0.07,,,11.963,0.023,11.623,0.021,11.532,0.021,5739,170,170,4.453,0.06,0.12,-0.195,0.25,0.25,0.952,0.203,0.104,0.947,0.077,0.092,1.06,0.281,0.397,428.1,111.8,61.37,0.032,0.011,0.008
212007845,08 19 22.456,+20 23 03.44,1,13.191,,,552-043230,08192245+2023035,,STAR,gri,rpm,29,2.2,-6.3,2.6,,,14.321,0.02,13.392,0.033,,,13.827,0.033,13.108,0.042,12.918,0.07,,,11.855,0.022,11.397,0.022,11.326,0.017,5134,81,81,4.571,0.024,0.066,-0.073,0.15,0.27,0.789,0.086,0.056,0.865,0.043,0.069,1.701,0.23,0.347,292,54.55,20.11,0.028,0.009,0.005
212007852,09 07 22.087,+20 23 03.75,1,12.294,,,552-045151,09072208+2023037,,STAR,gri,rpm,21.3,1.5,-9.3,1.8,,,13.042,0.06,12.382,0.05,,,12.702,0.05,12.22,0.05,12.119,0.07,,,11.301,0.023,11.029,0.028,10.973,0.026,5988,122,146,4.263,0.14,0.196,-0.113,0.2,0.2,1.184,0.289,0.197,1.069,0.094,0.113,0.558,0.358,0.279,421.4,113,75.7,0.032,0.008,0.006
212007871,08 31 10.577,+20 23 04.79,1,14.342,,,552-043784,08311057+2023045,,STAR,gri,rpm,13.2,4.7,-26.9,1.8,,,15.498,0.07,14.593,0.04,,,15.051,0.04,14.294,0.048,14.038,0.072,,,12.87,0.023,12.425,0.021,12.343,0.022,5073,140,80,4.583,0.025,0.03,-0.14,0.2,0.2,0.759,0.041,0.045,0.804,0.042,0.051,1.815,0.269,0.197,449.3,24.44,36.5,0.032,0.007,0.006
212007924,08 16 10.260,+20 23 08.35,1,12.435,,,552-043051,08161025+2023082,,STAR,gri,rpm,-5.1,2.2,-0.2,2.5,,,14.703,0.02,12.97,0.031,,,13.836,0.033,12.385,0.041,11.834,0.13,,,10.19,0.02,9.362,0.022,9.128,0.021,3864,77,46,0.959,0.21,0.84,-0.26,0.16,0.92,52.434,76.692,11.071,1.015,0.02,0.176,5.73E-06,6.10E-06,5.37E-06,5953,8486,1101,0.037,0.011,0.013
212007926,08 26 59.252,+20 23 08.40,1,18.401,,,,,6597-301-2-0211-0564,EXTENDED,gri,,6,3,2,3,,,,,,,19.747,0.071,18.748,0.014,18.429,0.017,18.252,0.024,18.115,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212007962,09 02 37.135,+20 23 11.14,1,12.662,,,552-044973,09023713+2023111,,STAR,gri,rpm,4.5,1.8,1.4,2.5,,,13.816,0.02,12.906,0.06,,,13.367,0.032,12.674,0.041,12.359,0.08,,,11.193,0.023,10.691,0.025,10.573,0.023,4959,80,80,2.79,0.553,0.474,-0.598,0.25,0.25,6.062,4.502,2.584,0.995,0.161,0.089,0.003,0.023,0.002,1670,851.8,732.2,0.034,0.007,0.006
212007969,08 39 20.920,+20 23 11.70,1,12.863,,,552-044136,08392092+2023116,,STAR,gri,rpm,-9,1.8,-5.8,2.4,,,13.692,0.01,13.051,0.02,,,13.299,0.02,12.848,0.04,12.676,0.09,,,11.872,0.022,11.574,0.023,11.521,0.02,5958,117,117,4.2,0.215,0.258,-0.106,0.16,0.24,1.357,0.436,0.33,1.076,0.128,0.106,0.418,0.466,0.248,582.6,240.3,145.7,0.033,0.013,0.007
212007988,08 40 10.250,+20 23 13.05,1,17.893,,,,08401025+2023130,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.368,0.114,15.992,0.188,15.252,0.163,3814,951,380,4.951,0.15,0.275,-0.246,0.25,0.4,0.298,0.257,0.107,0.337,0.315,0.157,9.638,10.5,7.08,606.7,968.6,272.5,0.032,0.011,0.008
212008010,09 07 33.137,+20 23 14.77,1,12.437,,,552-045155,09073312+2023149,,STAR,gri,rpm,-0.3,2.1,0.5,2.6,,,13.507,0.05,12.633,0.05,,,13.078,0.05,12.373,0.07,12.162,0.07,,,11.162,0.024,10.715,0.027,10.646,0.021,5080,153,122,2.933,0.786,0.655,-0.548,0.4,0.25,4.675,5.404,2.507,0.996,0.218,0.099,0.005,0.066,0.005,1332,1206,717.7,0.033,0.008,0.008
212008088,08 50 47.017,+20 23 19.76,1,15.391,,,,08504701+2023197,,STAR,JHK,rpm,2,4,20,4,,,,,,,,,,,,,,,,,13.263,0.023,12.652,0.024,12.442,0.026,3820,147,147,4.896,0.072,0.045,-0.02,0.18,0.18,0.381,0.048,0.075,0.422,0.06,0.09,7.638,3.66,1.599,181,27.29,40.43,0.023,0.008,0.007
212008123,08 19 19.900,+20 23 21.97,1,11.126,,1386-670-1,552-043224,08191991+2023220,,STAR,gri,rpm,10.8,1.6,-14.1,1.8,,,12.372,0.236,11.311,0.098,,,11.845,0.03,11.021,0.04,10.818,0.08,,,9.628,0.021,9.166,0.022,9.104,0.018,4933,80,80,3.316,0.29,0.812,-0.226,0.2,0.28,4.038,5.089,1.251,1.165,0.224,0.224,0.017,0.031,0.016,510.4,508,149.1,0.032,0.011,0.008
212008129,08 41 47.925,+20 23 22.62,1,18.611,,,,08414792+2023226,5038-301-4-0031-0273,STAR,gri,rpm,-38,5,-11,5,,,,,,,23.075,0.349,20.88,0.026,19.39,0.014,17.638,0.007,16.647,0.01,15.079,0.04,14.542,0.049,14.23,0.061,3446,134,107,5.092,0.035,0.042,-0.061,0.16,0.24,0.201,0.032,0.02,0.187,0.035,0.025,21.39,4.327,4.243,191.5,37.03,26.23,0.024,0.01,0.007
212008160,08 37 10.161,+20 23 23.88,1,18.374,,,,08371016+2023238,,STAR,J,,,,,,,,,,,,,,,,,,,,,,16.811,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212008170,08 33 23.051,+20 23 24.31,1,8.469,41978,1398-510-1,552-043874,,,STAR,BV,plx,-3.79,1.06,-12.07,0.67,1.13,0.95,10.137,0.041,8.745,0.017,,,10.426,0.03,,,,,,,,,,,,,4173,82,82,1.534,0.255,0.459,-0.257,0.25,0.45,31.473,15.036,6.816,1.176,0.396,0.283,3.88E-05,5.22E-05,2.89E-05,885,744,744,0.032,0.011,0.007
212008207,08 56 28.080,+20 23 26.06,1,11.636,,1400-437-1,552-044770,08562806+2023260,,STAR,gri,plx,-27.4,2.4,-41.2,2.5,,,12.258,0.231,12.323,0.307,,,12.212,0.04,11.596,0.06,11.39,0.03,,,10.41,0.022,10.025,0.021,9.967,0.02,5434,108,108,4.528,0.03,0.036,-0.061,0.15,0.21,0.85,0.055,0.051,0.906,0.054,0.075,1.426,0.193,0.201,174.9,27.89,27.89,0.022,0.007,0.006
212008242,08 57 13.526,+20 23 27.84,1,19.711,,,,,5071-301-4-0136-0233,STAR,gri,,-1,3,-10,3,,,,,,,19.209,0.025,19.39,0.011,19.818,0.018,20.167,0.031,20.74,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212008262,08 49 54.269,+20 23 28.94,1,19.133,,,,,5037-301-2-0131-0057,STAR,gri,,-2,3,-5,3,,,,,,,18.949,0.018,18.832,0.008,19.233,0.012,19.475,0.018,19.718,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212008280,08 25 08.279,+20 23 29.77,1,10.915,,1387-256-1,552-043501,08250826+2023297,,STAR,BV,plx,-1.5,1.4,9.4,1.5,,,12.106,0.217,11.091,0.1,,,,,,,,,,,9.626,0.022,9.169,0.022,9.085,0.018,5027,122,91,3.393,0.185,0.222,-0.391,0.3,0.42,3.508,0.953,0.637,1.129,0.223,0.223,0.025,0.022,0.013,448.4,91.75,91.75,0.03,0.01,0.007
212008281,09 04 18.232,+20 23 29.78,1,17.348,,,,09041823+2023297,5061-301-3-0149-0193,EXTENDED,gri,,-5,3,2,3,,,,,,,19.318,0.042,17.975,0.007,17.344,0.007,17.079,0.008,16.83,0.024,16.77,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212008291,09 00 39.567,+20 23 30.80,1,10.826,,1400-298-1,552-044896,09003956+2023309,,STAR,gri,rpm,-8.9,1.4,-10.4,1.5,,,11.163,0.089,10.694,0.083,,,10.996,0.07,10.77,0.05,10.673,0.08,,,9.963,0.022,9.757,0.019,9.698,0.017,6523,199,199,4.043,0.222,0.222,-0.032,0.12,0.14,1.764,0.759,0.398,1.403,0.191,0.159,0.228,0.222,0.14,360.1,129.3,81.22,0.03,0.01,0.007
212008305,09 04 12.954,+20 23 31.59,1,13.037,,,552-045028,09041294+2023317,,STAR,gri,rpm,-3.9,1.8,6.8,1.8,,,13.924,0.12,13.22,0.12,,,13.55,0.13,13.024,0.11,12.817,0.15,,,11.726,0.022,11.344,0.021,11.26,0.018,5509,133,166,4.088,0.444,0.999,-0.155,0.2,0.92,1.29,2.65,0.552,0.958,0.173,0.078,0.294,1.125,0.285,509.3,1012,214.6,0.032,0.01,0.008
212008319,09 03 57.189,+20 23 32.43,1,14.479,,,552-045017,09035718+2023324,5061-301-3-0148-0065,STAR,gri,rpm,-10.1,2.6,-0.8,3.3,,,15.555,0.09,14.726,0.06,,,15.062,0.06,14.498,0.09,14.228,0.11,,,13.17,0.023,12.721,0.024,12.63,0.02,5244,155,155,4.524,0.065,1.222,-0.402,0.35,0.56,0.855,2.644,0.131,0.876,0.054,0.097,1.392,0.443,1.371,606.6,1685,99.72,0.032,0.01,0.007
212008348,08 53 20.652,+20 23 33.58,1,12.055,,,552-044670,08532064+2023335,,STAR,gri,rpm,-5.9,1.1,1.6,1.4,,,12.782,0.01,12.166,0.03,,,12.44,0.02,12.015,0.02,11.89,0.03,,,10.993,0.02,10.729,0.02,10.652,0.022,6039,120,72,4.052,0.256,0.16,-0.054,0.15,0.21,1.671,0.438,0.464,1.174,0.167,0.093,0.227,0.343,0.099,507.1,140.2,128.7,0.033,0.013,0.008
212008420,08 31 56.396,+20 23 37.20,1,11.549,,1387-272-1,552-043808,08315640+2023372,,STAR,gri,plx,26.2,1.6,-23.2,1.7,,,12.001,0.18,11.238,0.113,,,12.149,0.03,11.534,0.04,11.291,0.06,,,10.219,0.021,9.833,0.023,9.712,0.019,5372,128,106,3.784,0.08,0.112,-0.247,0.25,0.35,2.163,0.334,0.244,1.077,0.155,0.155,0.102,0.036,0.035,292.1,67.95,67.95,0.032,0.011,0.008
